#AGE= 1.000 EEPS=271
#EEP M/Mo LogTeff LogG LogL/Lo open gp1 rp1 ip1 zp1 yp1 wp1
109 2.063725 3.8381 3.6115 1.4471 1.0943 1.1789 1.0369 1.0551 1.0945 1.1268 1.0845
110 2.065878 3.8391 3.6105 1.4524 1.0822 1.1637 1.0246 1.0446 1.0844 1.1170 1.0720
111 2.067479 3.8403 3.6108 1.4571 1.0717 1.1492 1.0138 1.0359 1.0762 1.1093 1.0608
112 2.067817 3.8406 3.6110 1.4582 1.0693 1.1458 1.0115 1.0340 1.0746 1.1076 1.0583
113 2.068156 3.8410 3.6115 1.4595 1.0667 1.1419 1.0088 1.0320 1.0728 1.1060 1.0555
114 2.068494 3.8414 3.6118 1.4606 1.0642 1.1382 1.0062 1.0302 1.0711 1.1044 1.0528
115 2.068833 3.8417 3.6122 1.4618 1.0618 1.1346 1.0037 1.0282 1.0693 1.1027 1.0502
116 2.069171 3.8421 3.6126 1.4630 1.0592 1.1308 1.0010 1.0263 1.0676 1.1011 1.0474
117 2.069509 3.8426 3.6133 1.4644 1.0563 1.1263 0.9980 1.0243 1.0657 1.0994 1.0442
118 2.069847 3.8431 3.6139 1.4658 1.0536 1.1218 0.9950 1.0221 1.0638 1.0977 1.0412
119 2.070184 3.8436 3.6145 1.4672 1.0506 1.1174 0.9921 1.0200 1.0619 1.0960 1.0381
120 2.070521 3.8442 3.6152 1.4686 1.0477 1.1128 0.9890 1.0178 1.0600 1.0942 1.0347
121 2.070858 3.8448 3.6163 1.4703 1.0442 1.1072 0.9855 1.0156 1.0581 1.0924 1.0310
122 2.071193 3.8454 3.6172 1.4719 1.0409 1.1019 0.9821 1.0133 1.0560 1.0906 1.0275
123 2.071527 3.8461 3.6183 1.4737 1.0376 1.0963 0.9785 1.0110 1.0539 1.0888 1.0238
124 2.071861 3.8469 3.6197 1.4756 1.0337 1.0899 0.9745 1.0084 1.0518 1.0870 1.0195
125 2.072193 3.8477 3.6211 1.4776 1.0299 1.0833 0.9705 1.0059 1.0496 1.0851 1.0152
126 2.072523 3.8487 3.6228 1.4797 1.0259 1.0765 0.9664 1.0033 1.0474 1.0831 1.0107
127 2.072852 3.8496 3.6245 1.4820 1.0214 1.0688 0.9616 1.0005 1.0451 1.0811 1.0057
128 2.073176 3.8507 3.6266 1.4844 1.0168 1.0606 0.9568 0.9976 1.0426 1.0789 1.0005
129 2.073497 3.8520 3.6290 1.4872 1.0114 1.0512 0.9511 0.9943 1.0398 1.0765 0.9946
130 2.073812 3.8534 3.6315 1.4901 1.0059 1.0415 0.9455 0.9910 1.0371 1.0741 0.9883
131 2.074124 3.8550 3.6346 1.4934 1.0000 1.0308 0.9391 0.9875 1.0341 1.0717 0.9817
132 2.074428 3.8566 3.6378 1.4968 0.9937 1.0193 0.9325 0.9839 1.0312 1.0691 0.9746
133 2.074724 3.8585 3.6414 1.5005 0.9868 1.0069 0.9254 0.9802 1.0280 1.0665 0.9670
134 2.075008 3.8604 3.6454 1.5046 0.9794 0.9934 0.9178 0.9760 1.0246 1.0637 0.9586
135 2.075282 3.8626 3.6498 1.5090 0.9715 0.9787 0.9094 0.9718 1.0210 1.0606 0.9495
136 2.075540 3.8650 3.6545 1.5138 0.9631 0.9629 0.9006 0.9674 1.0174 1.0577 0.9400
137 2.075777 3.8675 3.6594 1.5190 0.9538 0.9459 0.8911 0.9624 1.0132 1.0541 0.9296
138 2.075991 3.8701 3.6645 1.5246 0.9438 0.9277 0.8809 0.9569 1.0086 1.0501 0.9183
139 2.076181 3.8729 3.6695 1.5307 0.9332 0.9085 0.8699 0.9511 1.0036 1.0457 0.9064
140 2.076345 3.8757 3.6745 1.5370 0.9219 0.8887 0.8582 0.9447 0.9980 1.0408 0.8938
141 2.076492 3.8786 3.6796 1.5435 0.9103 0.8686 0.8463 0.9381 0.9922 1.0355 0.8809
142 2.076618 3.8815 3.6844 1.5502 0.8983 0.8481 0.8342 0.9311 0.9859 1.0299 0.8677
143 2.076728 3.8843 3.6891 1.5570 0.8861 0.8274 0.8217 0.9239 0.9795 1.0241 0.8542
144 2.076826 3.8872 3.6934 1.5640 0.8737 0.8066 0.8092 0.9166 0.9727 1.0179 0.8406
145 2.076912 3.8899 3.6974 1.5710 0.8610 0.7857 0.7965 0.9089 0.9656 1.0111 0.8267
146 2.076988 3.8926 3.7011 1.5782 0.8483 0.7649 0.7837 0.9012 0.9583 1.0044 0.8128
147 2.077061 3.8952 3.7045 1.5853 0.8355 0.7442 0.7710 0.8934 0.9509 0.9975 0.7990
148 2.077146 3.8979 3.7084 1.5917 0.8246 0.7257 0.7601 0.8872 0.9451 0.9922 0.7870
149 2.077250 3.8980 3.7133 1.5875 0.8359 0.7368 0.7714 0.8986 0.9566 1.0038 0.7981
150 2.077281 3.8967 3.7147 1.5812 0.8489 0.7535 0.7844 0.9093 0.9674 1.0143 0.8118
151 2.077308 3.8954 3.7154 1.5752 0.8613 0.7697 0.7966 0.9190 0.9770 1.0237 0.8246
152 2.077335 3.8940 3.7155 1.5693 0.8731 0.7857 0.8085 0.9281 0.9860 1.0326 0.8371
153 2.077366 3.8924 3.7148 1.5634 0.8849 0.8023 0.8202 0.9367 0.9944 1.0407 0.8495
154 2.077393 3.8902 3.7127 1.5568 0.8975 0.8214 0.8326 0.9451 1.0026 1.0485 0.8630
155 2.077429 3.8873 3.7072 1.5506 0.9074 0.8398 0.8427 0.9499 1.0067 1.0520 0.8742
156 2.077488 3.8826 3.6934 1.5458 0.9111 0.8565 0.8467 0.9455 1.0012 1.0455 0.8798
157 2.077564 3.8774 3.6689 1.5496 0.8926 0.8529 0.8287 0.9186 0.9725 1.0157 0.8636
158 2.077626 3.8740 3.6499 1.5548 0.8735 0.8438 0.8101 0.8939 0.9466 0.9889 0.8462
159 2.077700 3.8703 3.6304 1.5597 0.8553 0.8363 0.7923 0.8696 0.9209 0.9624 0.8297
160 2.077801 3.8658 3.6083 1.5639 0.8377 0.8320 0.7752 0.8447 0.8945 0.9349 0.8140
161 2.077944 3.8605 3.5834 1.5676 0.8206 0.8308 0.7591 0.8190 0.8668 0.9057 0.7995
