raMean,decMean,raMeanErr,decMeanErr,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr
114.3108248,21.4837243,0.004,0.004,16.615,0.007,16.314,0.003,16.23,0.005,16.216,0.003
114.3111955,21.59073,0.007,0.007,21.241,0.031,20.212,0.013,19.78,0.009,19.671,0.011
114.3112183,21.7277464,0.003,0.007,18.27,0.005,17.337,0.002,16.918,0.003,16.727,0.004
114.3112796,21.418251,0.005,0.004,19.263,0.01,18.131,0.003,17.595,0.005,17.356,0.007
114.3120167,21.4850851,0.003,0.003,19.165,0.01,18.078,0.003,17.597,0.006,17.379,0.011
114.3120272,21.3821764,0.004,0.006,19.113,0.012,18.733,0.004,18.581,0.011,18.56,0.009
114.3121195,21.4052016,0.015,0.003,21.351,0.032,20.106,0.01,18.99,0.014,18.462,0.011
114.3121686,21.6999929,0.011,0.011,22.476,0.323,20.97,0.031,20.334,0.028,19.952,0.043
114.3122552,21.6628495,0.006,0.004,18.751,0.006,18.467,0.004,18.377,0.006,18.369,0.007
114.3125893,21.7381123,0.003,0.002,18.365,0.01,18.158,0.003,18.082,0.003,18.108,0.006
114.3126087,21.4873938,0.011,0.01,21.176,-999,21.664,0.138,20.102,0.031,18.806,0.026
114.3128542,21.7064394,0.03,0.011,21.039,0.027,20.276,0.025,19.976,0.017,19.838,0.026
114.3132212,21.5598151,0.007,0.025,21.581,0.042,20.345,0.017,19.322,0.015,18.903,0.018
114.3140033,21.7156024,0.002,0.013,20.455,0.021,19.218,0.006,17.95,0.006,17.369,0.009
114.3140076,21.5670333,0.006,0.007,19.552,0.015,19.174,0.01,19.068,0.014,18.983,0.01
114.3143404,21.5102445,0.016,0.019,21.631,0.099,20.851,0.037,20.769,0.034,20.172,0.153
114.3145697,21.6955488,0.008,0.011,20.461,0.012,19.271,0.007,18.347,0.007,17.914,0.008
114.3146664,21.4954576,0.008,0.005,20.305,0.036,19.37,0.012,18.97,0.011,18.786,0.035
114.314756,21.6676062,0.009,0.019,21.136,0.032,20.021,0.012,19.547,0.012,19.331,0.014
114.3151151,21.4402979,0.01,0.078,13.959,0.001,13.626,0.073,13.194,-999,12.972,0.001
114.3151961,21.4194625,0.009,0.014,21.235,0.04,20.006,0.01,19.183,0.008,18.811,0.024
114.3155448,21.7307085,0.016,0.004,21.885,0.16,21.133,0.025,19.613,0.018,18.927,0.017
114.3155752,21.5864777,0.011,0.011,21.845,0.167,21.132,0.037,20.178,0.027,19.739,0.024
114.3158066,21.6156522,0.018,0.015,22.223,0.162,21.608,0.048,20.604,0.032,20.083,0.058
114.3158451,21.5270302,0.019,0.016,22.234,0.158,21.126,0.021,20.481,0.052,20.16,0.072
114.3158643,21.3779045,0.01,0.038,19.81,0.023,19.542,0.026,19.494,0.059,19.521,0.029
114.3160288,21.7636936,0.003,0.00089,16.166,0.004,15.334,0.002,14.922,0.005,14.724,0.005
114.3162758,21.6120216,0.009,0.008,20.34,0.015,19.813,0.02,19.592,0.016,19.57,0.042
114.3164434,21.4346241,0.004,0.086,16.805,0.002,16.189,0.002,15.995,0.002,15.919,0.008
114.3164585,21.6472372,0.023,0.02,22.152,0.298,21.531,0.033,21.055,0.038,20.765,0.031
114.3164681,21.6065467,0.013,0.011,21.568,0.164,21.207,0.04,20.282,0.018,19.843,0.041
114.3166485,21.5634592,0.039,0.006,21.668,0.069,20.623,0.023,19.656,0.014,19.236,0.034
114.3167817,21.773694,0.013,0.005,20.098,0.014,19.784,0.009,19.654,0.008,19.725,0.057
114.3169515,21.6879502,0.009,0.002,18.849,0.004,18.45,0.003,18.298,0.006,18.241,0.013
114.3169873,21.593696,0.013,0.013,21.992,0.087,20.989,0.024,20.49,0.027,20.139,0.035
114.3171813,21.4990033,0.009,0.009,21.655,0.076,20.301,0.021,19.786,0.022,19.366,0.009
114.3173965,21.500714,0.045,0.038,22.588,0.193,21.665,0.046,21.368,0.081,21.224,0.152
114.3177798,21.4080972,0.037,0.04,22.009,0.045,21.733,0.051,21.434,0.059,21.253,0.16
114.3177882,21.7429925,0.003,0.01,21.431,0.055,20.26,0.017,18.773,0.008,18.083,0.007
114.3178648,21.4283484,0.005,0.011,16.956,0.005,16.609,0.003,16.476,0.001,16.447,0.003
114.3179125,21.4193188,0.005,0.01,19.686,0.014,19.323,0.007,19.176,0.013,19.111,0.013
114.3181054,21.4910598,0.012,0.025,21.887,0.166,20.435,0.065,19.905,0.03,19.415,0.056
114.3182726,21.4351992,0.005,0.093,16.994,0.002,16.408,0.002,16.212,0.001,16.144,0.005
114.3183732,21.3854592,0.02,0.023,21.519,0.082,21.218,0.025,20.992,0.1,20.929,0.129
114.3184597,21.7301258,0.004,0.007,20.014,0.026,19.678,0.009,19.518,0.018,19.494,0.017
114.3184706,21.724499,0.006,0.008,20.077,0.014,18.837,0.008,17.615,0.005,17.07,0.008
114.3185543,21.4778637,0.004,0.003,15.064,0.004,14.804,0.002,14.73,0.002,14.726,0.006
114.3185558,21.413104,0.011,0.015,20.245,0.021,19.039,0.008,18.077,0.004,17.628,0.006
114.318771,21.766582,0.007,0.007,21.812,0.21,20.987,0.016,19.728,0.009,19.17,0.026
114.3189393,21.6934749,0.002,0.008,17.807,0.003,17.24,0.002,17.013,0.003,16.917,0.008
114.3190617,21.5069456,0.01,0.009,20.175,0.026,19.715,0.009,19.557,0.012,19.359,0.012
114.319239,21.6918426,0.011,0.002,20.484,0.019,19.232,0.005,18.527,0.006,18.182,0.011
114.3193361,21.5492729,0.02,0.014,21.427,0.043,20.793,0.023,20.431,0.06,20.327,0.081
114.3194639,21.6563995,0.006,0.002,18.325,0.007,17.767,0.006,17.559,0.003,17.491,0.004
114.3196322,21.7783956,0.047,0.032,21.74,0.175,21.863,0.071,21.341,0.071,20.816,0.181
114.3199882,21.6046304,0.009,0.009,21.474,0.066,20.552,0.023,20.223,0.026,19.87,0.022
114.320369,21.7675655,0.016,0.015,21.279,0.042,20.943,0.028,20.824,0.042,20.798,0.104
114.3205996,21.5159687,0.004,0.006,18.288,0.006,17.724,0.004,17.519,0.005,17.429,0.011
114.3210069,21.5933299,0.004,0.007,20.164,0.017,19.499,0.009,19.221,0.011,19.128,0.025
114.3212108,21.7303541,0.004,0.01,18.125,0.028,18.179,0.005,17.903,0.016,17.923,0.01
114.3212605,21.6867696,0.005,0.011,20.955,0.028,19.72,0.008,19.003,0.007,18.722,0.017
114.3214116,21.5379243,0.004,0.011,17.622,0.003,17.044,0.002,16.841,0.003,16.756,0.011
114.3214348,21.419915,0.023,0.013,13.413,-999,12.906,-999,12.692,-999,12.583,-999
114.3215706,21.4369999,0.016,0.02,15.31,0.002,15.024,0.004,14.923,0.003,14.922,0.005
114.3216122,21.439557,0.008,0.017,20.448,0.015,20.116,0.011,19.927,0.027,19.918,0.043
114.3216618,21.3984858,0.004,0.002,20.074,0.014,19.061,0.005,18.681,0.009,18.504,0.016
114.3219981,21.5763534,0.01,0.01,21.069,0.034,20.627,0.011,20.479,0.036,20.329,0.058
114.3223104,21.6361997,0.005,0.008,19.779,0.009,18.885,0.005,18.56,0.006,18.411,0.013
114.3232009,21.6594298,0.007,0.007,21.646,0.032,20.517,0.016,19.635,0.008,19.249,0.016
114.3233367,21.6464489,0.009,0.004,15.042,0.002,14.737,0.001,14.627,0.002,14.618,0.004
114.3237421,21.5474022,0.011,0.014,21.762,0.029,20.826,0.016,19.373,0.01,18.718,0.016
114.3237503,21.3981079,0.012,0.011,21.356,0.036,20.563,0.017,20.365,0.039,20.04,0.028
114.3238316,21.4145465,0.014,0.022,20.553,0.021,20.202,0.006,20.074,0.015,19.961,0.038
114.3240607,21.3887578,0.008,0.011,19.616,0.013,18.769,0.007,18.457,0.007,18.32,0.01
114.3244156,21.4078935,0.01,0.01,21.49,0.033,20.621,0.018,20.22,0.016,20.051,0.033
114.3244692,21.6084785,0.005,0.006,19.458,0.009,18.885,0.004,18.641,0.008,18.541,0.017
114.3246559,21.5669749,0.028,0.028,22.315,0.109,21.712,0.071,21.372,0.046,20.873,0.19
114.3247726,21.7583824,0.017,0.012,20.889,0.032,19.827,0.014,19.406,0.008,19.251,0.026
114.3248284,21.6822663,0.007,0.006,20.557,0.029,19.955,0.012,19.711,0.019,19.627,0.034
114.3248308,21.3719006,0.058,0.125,20.849,0.039,19.895,0.025,19.5,0.013,19.398,0.013
114.3251127,21.3604103,0.009,0.049,19.364,0.009,18.648,0.007,18.366,0.009,18.251,0.007
114.3251359,21.7339497,0.006,0.009,17.289,0.003,16.986,0.002,16.875,0.002,16.878,0.005
114.3256335,21.4165399,0.002,0.003,15.63,0.003,15.356,0.002,15.272,0.003,15.277,0.003
114.3259854,21.5499634,0.003,0.008,17.921,0.006,17.275,0.002,17.036,0.003,16.932,0.01
114.3261557,21.6311813,0.003,0.008,21.095,0.041,19.867,0.005,19.148,0.009,18.8,0.02
114.3261893,21.763936,0.005,0.005,14.617,0.002,14.244,0.002,14.111,0.007,14.096,0.004
114.3262181,21.5875737,0.004,0.011,18.339,0.003,17.898,0.003,17.757,0.012,17.713,0.007
114.3262751,21.3619332,0.006,0.041,18.874,0.007,18.19,0.005,17.947,0.003,17.862,0.004
114.3264353,21.4397158,0.002,0.001,14.705,0.004,14.476,0.003,14.414,0.001,14.438,0.001
114.3264745,21.4205304,0.015,0.003,20.608,0.03,19.526,0.006,18.999,0.01,18.753,0.017
114.3268952,21.6578279,0.023,0.003,19.757,0.015,19.342,0.011,19.223,0.009,19.187,0.03
114.3269054,21.4875482,0.03,0.017,21.626,0.027,21.169,0.024,20.901,0.032,20.499,0.151
114.3271677,21.5070955,0.003,0.002,16.36,0.003,15.614,0.003,15.332,0.002,15.218,0.003
114.3272221,21.3661109,0.013,0.038,13.076,-999,12.51,-999,12.284,-999,12.173,-999
114.3274904,21.534474,0.003,0.006,18.372,0.009,18.026,0.004,17.916,0.005,17.897,0.011
114.3278491,21.7885769,0.014,0.009,20.844,0.044,20.168,0.015,19.871,0.017,19.711,0.042
114.32831,21.6386554,0.02,0.02,22.271,0.178,21.468,0.021,21.153,0.031,20.61,0.087
114.32867,21.528325,0.003,0.002,15,0.003,14.822,0.001,14.809,0.002,14.836,0.001
114.3291909,21.491404,0.016,0.018,21.875,0.095,20.68,0.032,20.259,0.044,19.924,0.02
114.3293624,21.4835073,0.012,0.009,20.098,0.007,18.887,0.004,18.239,0.003,17.932,0.018
114.3293897,21.4859816,0.012,0.01,20.698,0.071,20.24,0.029,20.001,0.025,19.835,0.023
114.3294576,21.5203651,0.02,0.03,21.99,0.169,21.175,0.033,20.85,0.047,20.387,0.179
114.3295331,21.3860541,0.015,0.019,21.827,0.078,20.975,0.03,20.695,0.072,20.31,0.045
114.3295724,21.4711361,0.011,0.013,19.536,0.013,19.255,0.012,19.084,0.015,18.968,0.017
114.3300951,21.6686071,0.039,0.012,21.597,0.108,20.432,0.025,19.504,0.018,19.075,0.019
114.3301309,21.3918443,0.009,0.008,20.371,0.028,20.306,0.014,20.06,0.04,20.033,0.03
114.330132,21.5874288,0.01,0.023,21.251,0.061,19.971,0.011,19.158,0.009,18.791,0.028
114.3301888,21.613909,0.009,0.004,21.585,0.066,20.572,0.016,19.699,0.021,19.242,0.018
114.3302747,21.6923773,0.004,0.004,21.237,0.038,19.97,0.01,18.67,0.007,18.046,0.016
114.3305472,21.4731452,0.019,0.005,18.881,0.01,18.191,0.003,17.871,0.004,17.725,0.009
114.3308053,21.5671713,0.004,0.005,20.471,0.009,19.295,0.006,18.158,0.005,17.641,0.004
114.3308652,21.6733973,0.013,0.012,21.875,0.062,20.62,0.025,20.015,0.044,19.77,0.033
114.3312001,21.6304436,0.004,0.003,21.074,0.046,19.956,0.008,19.37,0.014,19.08,0.022
114.3312074,21.4545762,0.015,0.033,21.809,0.107,20.958,0.018,20.005,0.021,19.528,0.037
114.3312997,21.7550562,0.003,0.005,17.702,0.004,17.296,0.004,17.146,0.002,17.122,0.01
114.331566,21.6989302,0.028,0.069,21.25,0.032,20.119,0.013,19.349,0.01,18.995,0.025
114.3315707,21.5393572,0.009,0.009,21.745,0.057,20.609,0.043,19.627,0.007,19.136,0.007
114.33161,21.605119,0.003,0.002,16.22,0.001,15.706,0.002,15.53,0.003,15.481,0.003
114.3317695,21.3957112,0.003,0.004,14.823,0.002,14.516,0.002,14.424,0.002,14.429,0.002
114.3318491,21.5246192,0.008,0.008,21.847,0.046,20.721,0.017,19.653,0.007,19.209,0.023
114.3319915,21.6120828,0.011,0.003,20.655,0.046,19.527,0.008,18.901,0.009,18.587,0.015
114.3320809,21.5414553,0.025,0.008,20.08,0.047,18.955,0.006,18.125,0.016,17.76,0.00051
114.3323863,21.6126497,0.007,0.008,20.883,0.011,19.699,0.006,18.978,0.017,18.583,0.053
114.3323935,21.6126484,0.012,0.01,20.774,0.069,19.701,0.048,18.989,0.019,18.596,0.016
114.3326505,21.5466291,0.086,0.037,20.785,0.002,19.546,0.008,18.574,0.007,18.096,0.02
114.3328859,21.5609675,0.048,0.048,22.453,0.176,21.97,0.15,21.405,0.041,21.091,0.194
114.332992,21.6554707,0.012,0.025,21.619,0.054,20.472,0.007,19,0.013,18.345,0.016
114.3330492,21.5078834,0.007,0.007,20.845,0.051,19.905,0.013,19.465,0.014,19.304,0.028
114.3330639,21.7322859,0.013,0.013,21.594,0.07,20.87,0.018,20.419,0.018,20.394,0.088
114.3338717,21.7201147,0.018,0.034,22.666,0.181,21.459,0.025,20.742,0.03,20.198,0.09
114.3342345,21.7273383,0.002,0.00094,13.64,0.005,13.5,0.043,13.429,0.003,13.464,0.005
114.334365,21.7012439,0.016,0.018,21.518,0.038,20.99,0.046,20.795,0.045,20.398,0.03
114.3344142,21.5473083,0.004,0.002,14.951,0.001,14.694,0.003,14.633,0.000683,14.632,0.002
114.3344156,21.3831796,0.022,0.026,19.258,0.02,18.573,0.005,18.342,0.004,18.248,0.007
114.3344201,21.4211165,0.005,0.002,19.67,0.012,18.705,0.009,18.288,0.002,18.108,0.011
114.3344434,21.5130421,0.002,0.004,18.91,0.008,18.645,0.003,18.569,0.011,18.536,0.021
114.3344465,21.6413575,0.05,0.045,21.02,0.009,21.182,0.238,20.935,0.023,21.12,0.133
114.3345247,21.4962909,0.047,0.057,22.17,0.136,21.418,0.045,21.335,0.071,20.715,0.181
114.3349002,21.6027628,0.004,0.005,18.642,0.006,18.154,0.005,17.959,0.006,17.903,0.01
114.3349556,21.6406127,0.007,0.015,20.129,0.017,19.081,0.005,18.544,0.007,18.321,0.006
114.3349739,21.6855191,0.006,0.003,18.769,0.005,18.474,0.002,18.37,0.007,18.345,0.004
114.33503,21.633973,0.003,0.007,20.522,0.016,19.294,0.008,18.641,0.007,18.34,0.015
114.335049,21.5252459,0.007,0.005,19.817,0.016,18.85,0.004,18.452,0.008,18.268,0.019
114.3350942,21.7511188,0.007,0.003,20.462,0.029,19.262,0.009,18.28,0.009,17.855,0.008
114.3352307,21.5152048,0.027,0.03,21.798,0.048,21.515,0.061,21.249,0.04,21.336,0.169
114.3352451,21.5510983,0.025,0.041,22.076,0.187,21.6,0.067,20.616,0.058,20.133,0.043
114.335281,21.6011913,0.008,0.007,20.533,0.026,19.632,0.008,19.299,0.014,19.201,0.042
114.3353749,21.4308785,0.014,0.021,21.813,0.072,21.101,0.019,20.662,0.037,20.562,0.032
114.3356527,21.598373,0.009,0.009,20.881,0.022,20.389,0.017,20.198,0.016,19.983,0.043
114.3357732,21.6516189,0.003,0.006,19.39,0.017,18.538,0.006,18.214,0.007,18.065,0.008
114.3357936,21.3539441,0.005,0.028,13.324,-999,13.022,-999,12.949,-999,12.951,-999
114.3360188,21.410843,0.005,0.002,17.619,0.006,17.322,0.003,17.236,0.005,17.228,0.006
114.3360502,21.7945275,0.007,0.006,20.456,0.032,20.13,0.01,20.039,0.026,20.079,0.099
114.3361651,21.3622301,0.01,0.011,21.831,0.087,20.731,0.034,19.985,0.013,19.645,0.02
114.3363302,21.7086988,0.049,0.131,11.595,-999,11.317,-999,11.246,-999,11.251,-999
114.336919,21.6869009,0.008,0.008,21.736,0.027,20.467,0.014,19.714,0.015,19.376,0.023
114.336936,21.6814691,0.06,0.035,21.924,0.164,21.629,0.063,21.167,0.142,21.083,0.127
114.3370396,21.5915108,0.007,0.006,15.17,0.003,14.91,0.001,14.835,0.004,14.833,0.002
114.3375415,21.6237375,0.005,0.021,21.455,0.053,20.45,0.013,19.85,0.019,19.577,0.024
114.3377356,21.5042177,0.028,0.027,21.991,0.06,21.722,0.035,21.486,0.084,20.785,0.114
114.3377739,21.6556803,0.007,0.004,14.429,0.003,14.205,0.002,14.146,0.004,14.143,0.005
114.3380215,21.6774837,0.022,0.01,21.826,0.072,20.583,0.02,19.818,0.008,19.479,0.015
114.3381501,21.6863727,0.01,0.011,20.841,0.029,19.555,0.008,18.115,0.003,17.448,0.005
114.3381921,21.4446989,0.037,0.04,22.006,0.173,21.819,0.031,21.208,0.141,20.86,0.284
114.3383167,21.5741696,0.01,0.01,21.952,0.11,20.724,0.014,19.895,0.011,19.489,0.026
114.3384466,21.5979653,0.009,0.009,22.086,0.167,21.062,0.016,19.915,0.016,19.346,0.02
114.3384482,21.5276659,0.017,0.008,20.091,0.023,19.86,0.012,19.726,0.019,19.682,0.005
114.3384757,21.7148517,0.016,0.015,21.526,0.043,20.765,0.025,20.393,0.051,20.271,0.104
114.3386357,21.5767893,0.023,0.015,20.283,0.043,20.255,0.022,20.203,0.055,20.014,0.096
114.338784,21.5388524,0.015,0.015,22.388,0.03,21.089,0.024,20.432,0.037,20.148,0.031
114.338821,21.7563358,0.005,0.014,19.701,0.009,18.708,0.008,18.314,0.005,18.173,0.008
114.3388271,21.552664,0.013,0.013,21.389,0.052,20.714,0.027,20.504,0.02,20.362,0.068
114.3389706,21.6314307,0.008,0.008,21.942,0.062,20.919,0.019,19.879,0.009,19.406,0.023
114.3391132,21.6029909,0.004,0.006,18.997,0.004,18.521,0.006,18.352,0.005,18.291,0.011
114.3391169,21.555638,0.011,0.011,22.213,0.035,20.946,0.045,20.208,0.028,19.798,0.021
114.3391175,21.5946114,0.029,0.028,21.925,0.18,21.71,0.043,21.181,0.07,20.913,0.113
114.3391456,21.4038382,0.002,0.002,15.538,0.003,15.114,0.002,14.978,0.002,14.953,0.002
114.339502,21.409356,0.004,0.002,17.053,0.003,16.488,0.002,16.289,0.002,16.214,0.004
114.3395659,21.3488449,0.022,0.072,20.765,0.024,19.799,0.013,19.428,0.009,19.25,0.032
114.3396641,21.3619602,0.01,0.041,20.636,0.021,19.355,0.008,18.333,0.012,17.854,0.008
114.3398033,21.6108237,0.009,0.005,13.479,-999,13.06,-999,12.906,-999,12.845,-999
114.339825,21.771448,0.012,0.01,21.799,0.086,20.496,0.023,19.919,0.041,19.623,0.041
114.3399292,21.5011766,0.044,0.03,22.425,0.171,21.936,0.045,21.304,0.064,20.691,0.02
114.3399345,21.7138105,0.053,0.046,22.303,0.132,21.53,0.085,21.601,0.106,21.202,0.141
114.3399938,21.4991333,0.012,0.002,19.511,0.009,18.33,0.002,17.713,0.003,17.425,0.01
114.3400268,21.6043378,0.071,0.032,21.249,0.15,20.934,0.036,21.021,0.047,21.232,0.148
114.3400374,21.7464605,0.008,0.007,21.431,0.072,20.035,0.021,19.254,0.028,19.098,0.017
114.3401733,21.3854498,0.005,0.005,18.778,0.005,17.628,0.003,16.567,0.003,16.1,0.005
114.3402806,21.4419932,0.017,0.006,18.109,0.005,17.516,0.005,17.293,0.005,17.219,0.004
114.3403526,21.6463674,0.029,0.027,22.027,0.021,21.815,0.049,21.288,0.06,20.711,0.067
114.340419,21.5068477,0.003,0.004,16.997,0.001,16.418,0.002,16.205,0.004,16.127,0.002
114.3406173,21.6380282,0.007,0.007,20.753,0.025,20.252,0.009,20.099,0.016,20.033,0.042
114.3406684,21.5623166,0.002,0.003,16.943,0.003,16.577,0.002,16.452,0.005,16.418,0.005
114.3410093,21.6479544,0.006,0.006,21.523,0.039,20.289,0.016,19.65,0.009,19.384,0.017
114.3411182,21.6327924,0.011,0.011,21.488,0.038,20.941,0.019,20.654,0.03,20.3,0.061
114.3413238,21.6049276,0.014,0.015,22.136,0.184,20.923,0.021,20.376,0.033,20.172,0.019
114.3413507,21.5208324,0.014,0.016,21.99,0.131,21.032,0.031,20.58,0.022,20.076,0.09
114.3414167,21.6923153,0.009,0.004,18.489,0.005,17.655,0.003,17.347,0.002,17.209,0.005
114.3417562,21.3473597,0.009,0.059,17.324,0.003,16.877,0.002,16.733,0.005,16.687,0.004
114.3418885,21.7361837,0.007,0.012,20.833,0.028,20.458,0.014,20.27,0.028,20.196,0.036
114.3418993,21.6547282,0.015,0.015,22.793,0.272,21.659,0.05,20.494,0.031,19.858,0.051
114.3419379,21.6332571,0.035,0.035,22.638,0.185,21.837,0.053,21.509,0.061,21.044,0.126
114.3419791,21.3649064,0.004,0.031,15.9,0.003,15.597,0.002,15.502,0.006,15.489,0.004
114.3422053,21.5100363,0.02,0.026,21.592,0.077,20.849,0.025,20.585,0.033,20.201,0.02
114.3423951,21.723306,0.008,0.004,16.024,0.002,15.597,0.000877,15.426,0.002,15.386,0.005
114.342892,21.3827657,0.02,0.016,21.296,0.196,21.201,0.008,20.269,0.023,19.77,0.028
114.342981,21.6271247,0.005,0.023,21.151,0.029,20.065,0.01,19.67,0.012,19.455,0.027
114.3431899,21.7748115,0.021,0.004,19.715,0.014,18.83,0.004,18.486,0.005,18.34,0.023
114.3436534,21.7451305,0.015,0.012,22.01,0.198,21.482,0.06,20.202,0.06,19.544,0.017
114.3437849,21.7772061,0.071,0.029,17.35,0.009,16.834,0.008,16.686,0.011,16.618,0.019
114.3437948,21.521363,0.034,0.017,21.665,0.037,21.289,0.041,21.044,0.058,20.583,0.079
114.3440766,21.3825358,0.004,0.006,18.304,0.009,17.531,0.003,17.251,0.003,17.121,0.004
114.3445179,21.8034122,0.006,0.003,18.239,0.005,17.598,0.002,17.361,0.003,17.288,0.003
114.344575,21.7051029,0.004,0.008,21.547,0.046,20.364,0.017,19.233,0.011,18.715,0.012
114.3446033,21.6631492,0.009,0.007,16.198,0.002,15.733,0.003,15.542,0.004,15.473,0.003
114.3446718,21.7292192,0.005,0.006,17.311,0.002,16.743,0.001,16.499,0.004,16.404,0.004
114.3447768,21.6208672,0.006,0.001,17.272,0.003,16.6,0.002,16.348,0.004,16.246,0.006
114.3447842,21.5837832,0.044,0.033,21.878,0.074,21.934,0.094,21.352,0.093,20.613,0.099
114.3448071,21.6319946,0.004,0.001,20.222,0.011,18.951,0.005,17.432,0.005,16.759,0.008
114.3449864,21.482777,0.01,0.011,21.962,0.119,20.924,0.023,20.026,0.02,19.637,0.019
114.3450381,21.3423618,0.026,0.026,21.898,0.226,21.442,0.043,21.147,0.031,20.823,0.026
114.3451061,21.6756466,0.004,0.008,15.071,0.002,14.601,0.001,14.4,0.001,14.316,0.004
114.3451999,21.5676996,0.005,0.006,17.953,0.005,17.268,0.003,17.024,0.005,16.943,0.003
114.3452824,21.5227706,0.007,0.011,18.165,0.003,17.428,0.003,17.133,0.007,17.002,0.000748
114.3458547,21.7069773,0.008,0.009,20.956,0.031,19.864,0.008,19.355,0.007,19.115,0.014
114.3458725,21.5265883,0.007,0.007,20.532,0.045,19.547,0.017,19.2,0.014,18.826,0.051
114.3459229,21.7226884,0.006,0.003,17.43,0.003,16.807,0.002,16.566,0.002,16.482,0.006
114.346063,21.611161,0.002,0.002,20.745,0.038,19.541,0.009,18.674,0.009,18.264,0.015
114.3460834,21.5768272,0.006,0.006,21.347,0.049,20.054,0.009,19.461,0.023,19.228,0.018
114.3463058,21.5595191,0.009,0.01,22.031,0.149,20.922,0.016,19.814,0.013,19.34,0.032
114.3464044,21.3638536,0.01,0.015,21.842,0.064,20.811,0.028,19.87,0.017,19.366,0.023
114.3464638,21.7467827,0.046,0.044,21.715,0.088,21.99,0.045,21.404,0.109,21.444,0.173
114.3467153,21.594612,0.003,0.005,16.611,0.003,15.991,0.002,15.748,0.004,15.637,0.003
114.3467809,21.4582618,0.018,0.004,19.615,0.028,19.13,0.01,18.986,0.011,18.811,0.119
114.3469867,21.6004093,0.007,0.005,19.399,0.006,18.597,0.004,18.301,0.009,18.18,0.011
114.3472249,21.3776085,0.002,0.012,15.575,0.005,15.213,0.002,15.097,0.005,15.074,0.003
114.3472266,21.7964118,0.071,0.064,16.667,0.004,16.226,0.002,16.096,0.011,16.049,0.009
114.3473533,21.5649867,0.008,0.006,20.631,0.044,19.825,0.01,19.459,0.013,19.302,0.041
114.3473896,21.4655154,0.04,0.024,18.633,0.003,17.975,0.003,17.738,0.002,17.603,0.028
114.3473999,21.5135998,0.01,0.001,17.338,0.004,16.954,0.003,16.832,0.003,16.801,0.000467
114.347569,21.7026556,0.003,0.011,19.348,0.012,18.927,0.006,18.767,0.004,18.712,0.009
114.347638,21.6896118,0.02,0.016,22.264,0.15,21.272,0.027,20.795,0.034,20.388,0.081
114.3476641,21.4234545,0.016,0.016,22.124,0.172,21.171,0.027,20.817,0.028,20.457,0.035
114.3476681,21.7322133,0.101,0.06,12.645,-999,12.211,-999,12.024,-999,11.932,-999
114.3477283,21.6026463,0.013,0.013,21.015,0.072,20.779,0.019,20.556,0.029,20.528,0.086
114.3477519,21.7323283,0.062,0.133,12.614,0.021,12.224,0.018,12.155,0.006,12.026,0.001
114.3478399,21.5679077,0.008,0.01,19.253,0.025,18.947,0.04,18.879,0.018,18.325,0.084
114.3479183,21.7179555,0.012,0.012,21.031,0.029,20.597,0.015,20.442,0.037,20.35,0.045
114.3479942,21.5299669,0.003,0.006,20.009,0.027,18.965,0.006,18.513,0.006,18.31,0.011
114.3480145,21.4866922,0.017,0.021,21.586,0.17,20.866,0.023,20.337,0.045,19.9,0.075
114.3481584,21.3808583,0.012,0.012,21.587,0.133,20.887,0.027,20.453,0.017,20.255,0.04
114.348349,21.4763546,0.003,0.018,18.122,0.005,17.603,0.002,17.407,0.003,17.322,0.004
114.3487422,21.4037458,0.012,0.011,20.695,0.042,20.35,0.007,20.142,0.046,20.144,0.048
114.3489908,21.6751995,0.009,0.008,21.724,0.16,20.546,0.018,19.934,0.03,19.636,0.052
114.3491449,21.3431932,0.003,0.053,15.486,0.005,15.075,0.002,14.949,0.006,14.916,0.002
