raMean,decMean,raMeanErr,decMeanErr,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
8.8275524,11.7637887,0.004,0.003,20.886,0.011,19.702,0.009,18.578,0.007,18.071,0.01,17.805,0.01
8.8275769,11.5698534,0.007,0.019,21.533,0.068,20.188,0.016,19.186,0.004,18.738,0.014,18.496,0.011
8.8276106,12.04677,0.005,0.002,16.86,0.002,16.066,0.001,15.766,0.003,15.646,0.004,15.565,0.005
8.8276378,11.8380071,0.037,0.026,22.006,0.234,21.696,0.029,21.433,0.052,21.181,0.014,20.758,0.206
8.8276381,11.6703866,0.012,0.014,21.969,0.139,20.914,0.036,20.454,0.027,20.239,0.033,19.959,0.091
8.8276404,11.7629014,0.017,0.018,22.105,0.128,21.12,0.042,20.678,0.026,20.512,0.022,20.093,0.044
8.8276408,11.99822,0.015,0.014,22.052,0.159,21.849,0.04,20.791,0.016,20.259,0.026,19.889,0.076
8.827643,11.8066914,0.003,0.002,20.063,0.012,18.837,0.005,17.773,0.005,17.295,0.003,17.045,0.01
8.827651,12.0851913,0.008,0.011,14.441,0.002,13.754,0.005,14.225,-999,13.403,0.004,13.346,0.005
8.8276693,11.9509971,0.016,0.015,22.078,0.195,21.108,0.03,20.458,0.017,20.185,0.038,19.815,0.084
8.8276848,11.689319,0.006,0.02,19.567,0.012,18.33,0.005,17.573,0.003,17.245,0.004,17.054,0.019
8.8277363,12.0304059,0.009,0.008,21.957,0.144,21.381,0.018,20.024,0.012,19.382,0.013,19.064,0.016
8.8277595,11.9588025,0.019,0.023,21.659,0.089,21.205,0.028,21.021,0.055,20.802,0.063,20.577,0.172
8.8277651,11.7760329,0.004,0.006,20.129,0.024,19.199,0.012,18.738,0.011,18.509,0.024,18.461,0.02
8.8277658,11.9555241,0.01,0.003,19.923,0.041,19.039,0.012,18.599,0.009,18.435,0.021,18.238,0.017
8.8277666,11.6716478,0.01,0.027,18.973,0.006,18.694,0.004,18.582,0.009,18.604,0.01,18.563,0.022
8.8277681,12.0070721,0.006,0.013,21.739,0.066,20.532,0.011,19.646,0.009,19.2,0.014,18.959,0.028
8.8278231,12.0839288,0.01,0.037,20.014,0.015,19.599,0.01,19.435,0.018,19.367,0.014,19.118,0.045
8.8278382,11.8072458,0.008,0.01,22.21,0.062,21.222,0.04,19.912,0.015,19.265,0.015,18.934,0.036
8.8278495,11.7038831,0.014,0.015,21.424,0.048,21.02,0.032,20.796,0.032,20.809,0.055,20.403,0.151
8.8278972,11.554933,0.113,0.063,22.003,0.101,22.013,0.058,21.555,0.026,20.812,0.071,19.557,0.182
8.8279502,11.855847,0.022,0.021,21.899,0.096,21.176,0.039,20.807,0.045,20.643,0.105,20.528,0.166
8.8279621,11.6224055,0.014,0.012,22.334,0.167,22.004,0.075,20.302,0.054,19.545,0.013,19.061,0.052
8.8279887,11.8603274,0.039,0.032,22.353,0.204,21.571,0.031,21.247,0.039,21.067,0.027,20.451,0.155
8.8279923,11.5749191,0.006,0.006,20.928,0.019,20.008,0.022,19.597,0.01,19.396,0.013,19.275,0.049
8.8279996,12.0528898,0.006,0.006,21.956,0.04,21.139,0.025,19.581,0.009,18.84,0.01,18.535,0.021
8.8280152,12.071779,0.007,0.002,20.155,0.025,18.95,0.014,18.198,0.009,17.775,0.022,17.684,0.039
8.8280262,12.0992958,0.008,0.008,22.219,0.193,21.299,0.026,20.096,0.012,19.537,0.021,19.266,0.033
8.8280276,11.9014962,0.026,0.023,21.881,0.143,21.052,0.058,20.827,0.017,20.705,0.056,20.353,0.14
8.828028,11.9194592,0.043,0.023,20.012,0.017,18.917,0.005,18.363,0.005,18.137,0.005,17.916,0.026
8.8280485,11.9611601,0.003,0.006,16.948,0.005,16.547,0.003,16.392,0.002,16.37,0.004,16.331,0.008
8.8280568,11.6240188,0.014,0.013,21.953,0.038,20.872,0.018,20.392,0.024,20.098,0.053,19.881,0.104
8.8280575,11.8672206,0.015,0.017,22.383,0.125,21.329,0.027,20.725,0.027,20.57,0.055,20.211,0.231
8.8280612,11.6361836,0.003,0.003,16.748,0.002,15.952,0.002,15.677,0.005,15.57,0.003,15.468,0.005
8.8280836,11.8267705,0.012,0.009,20.76,0.032,20.53,0.018,20.451,0.019,20.489,0.065,20.14,0.147
8.8280966,11.7277468,0.004,0.017,21.918,0.038,20.938,0.041,19.487,0.017,18.853,0.009,18.529,0.022
8.8281229,12.089014,0.01,0.009,19.785,0.009,18.549,0.005,17.54,0.006,17.075,0.005,16.86,0.008
8.8281357,11.9949933,0.042,0.103,17.59,0.006,16.397,0.005,15.602,0.007,15.266,0.004,15.121,0.012
8.8281558,11.6135945,0.01,0.01,22.464,0.091,21.644,0.036,20.253,0.016,19.564,0.02,19.215,0.031
8.8281644,11.7880222,0.005,0.002,15.994,0.004,15.389,0.002,15.164,0.004,15.091,0.000954,15.017,0.002
8.8281935,11.9644918,0.012,0.008,21.144,0.05,20.431,0.012,20.081,0.02,19.944,0.024,19.793,0.064
8.8282104,11.9755157,0.054,0.03,21.886,0.073,21.515,0.042,21.226,0.059,21.052,0.054,19.601,0.215
8.8282315,11.9991639,0.025,0.03,21.901,0.048,21.331,0.056,20.916,0.018,20.711,0.078,20.195,0.062
8.8282441,12.108842,0.009,0.008,22.314,0.193,21.888,0.065,20.164,0.009,19.255,0.014,18.845,0.029
8.8282545,11.8511654,0.041,0.039,21.173,0.064,20.869,0.065,20.455,0.062,20.422,0.08,20.255,0.125
8.8282583,12.041459,0.044,0.039,21.19,0.026,20.395,0.022,19.527,0.015,19.093,0.025,18.847,0.039
8.82828,12.0716851,0.004,0.004,16.02,0.002,15.37,0.001,15.121,0.005,15.011,0.00051,14.939,0.004
8.828283,11.8289571,0.006,0.005,20.395,0.017,19.29,0.004,18.762,0.008,18.52,0.011,18.369,0.012
8.8283779,11.8226444,0.014,0.01,22.259,0.07,21.196,0.029,20.259,0.021,19.863,0.017,19.519,0.077
8.8283966,11.9207621,0.003,0.002,15.13,0.002,14.657,0.002,14.487,0.003,14.437,0.004,14.392,0.002
8.8284125,11.6950401,0.002,0.007,17.793,0.003,16.847,0.003,16.468,0.003,16.315,0.004,16.191,0.01
8.8284165,11.9239303,0.008,0.005,19.587,0.01,18.464,0.006,17.932,0.009,17.721,0.008,17.54,0.011
8.8284504,11.9399085,0.01,0.012,20.69,0.031,20.169,0.025,19.803,0.031,19.724,0.033,19.608,0.042
8.8284574,12.0592601,0.004,0.002,21.349,0.031,20.18,0.007,18.927,0.006,18.366,0.006,18.101,0.027
8.8284659,11.7547782,0.004,0.009,19.381,0.005,18.492,0.007,18.079,0.007,17.902,0.007,17.772,0.013
8.828469,12.1069029,0.017,0.006,21.646,0.037,20.59,0.017,19.606,0.011,19.146,0.013,18.971,0.024
8.8285,11.521313,0.008,0.005,19.945,0.079,19.182,0.016,18.88,0.043,18.729,0.034,18.538,0.031
8.828516,11.9247269,0.008,0.002,14.92,0.001,14.484,0.002,14.345,0.009,14.293,0.003,14.265,0.005
8.8285247,11.5857263,0.006,0.006,22.115,0.071,21.09,0.033,19.572,0.006,18.904,0.014,18.584,0.022
8.8285775,11.7190991,0.007,0.017,13.253,-999,12.85,-999,12.67,-999,12.578,-999,12.452,0.004
8.8285937,12.0936169,0.007,0.007,21.791,0.085,20.782,0.015,19.955,0.019,19.601,0.016,19.375,0.063
8.828605,11.9893872,0.004,0.007,19.712,0.01,18.473,0.006,17.74,0.003,17.4,0.005,17.217,0.011
8.8286306,11.7912761,0.005,0.008,16.686,0.006,16.29,0.002,16.142,0.004,16.115,0.004,16.086,0.011
8.8286469,11.8642761,0.016,0.017,20.55,0.058,20.188,0.023,19.837,0.044,19.776,0.05,19.634,0.045
8.8286593,11.893328,0.009,0.008,21.148,0.033,20.285,0.024,19.845,0.018,19.664,0.025,19.501,0.049
8.8286594,11.7523528,0.002,0.005,18.876,0.011,17.674,0.002,17.03,0.007,16.75,0.003,16.569,0.013
8.8286652,11.9126701,0.023,0.018,21.184,0.049,20.663,0.025,20.351,0.038,20.359,0.048,20.074,0.017
8.8286964,11.6744122,0.024,0.043,22.122,0.093,21.195,0.026,20.079,0.022,19.568,0.016,19.291,0.044
8.8287247,11.8391696,0.014,0.006,20.255,0.013,19.64,0.008,19.389,0.013,19.257,0.015,19.16,0.028
8.8287347,11.8103335,0.015,0.015,10.941,0.015,10.682,0.002,9.929,0.004,10.671,0.152,10.295,0.009
8.8287362,11.8107808,0.001,0.001,10.742,0.022,10.514,0.017,10.429,0,10.38,0.008,10.563,0.157
8.828748,11.8108187,0.02,0.02,10.794,0.001,10.458,0.098,10.389,0.069,10.42,0.001,12.466,0.003
8.8287601,11.964601,0.004,0.006,21.013,0.031,19.837,0.009,19.08,0.006,18.71,0.008,18.547,0.015
8.8287963,11.9520602,0.008,0.008,21.958,0.089,21.047,0.018,20.063,0.019,19.577,0.019,19.437,0.046
8.8288034,11.837983,0.008,0.004,20.385,0.027,19.364,0.009,18.92,0.025,18.676,0.029,18.497,0.03
8.8288227,11.8243245,0.003,0.003,16.902,0.005,16.085,0.002,15.763,0.005,15.643,0.002,15.532,0.004
8.8288261,12.0374296,0.021,0.022,21.952,0.18,21.509,0.06,20.95,0.032,20.561,0.046,20.517,0.162
8.8288624,11.909736,0.056,0.022,22.034,0.157,21.038,0.033,19.608,0.01,18.936,0.012,18.575,0.032
8.8288831,11.5749856,0.011,0.016,20.488,0.015,20.021,0.012,19.788,0.016,19.728,0.02,19.595,0.043
8.8288917,11.8297438,0.004,0.001,18.42,0.008,17.385,0.002,16.933,0.003,16.732,0.005,16.581,0.004
8.8288994,11.9224709,0.007,0.002,17.356,0.004,16.913,0.003,16.773,0.004,16.737,0.007,16.703,0.01
8.8289297,11.5277976,0.014,0.006,20.081,0.023,19.032,0.011,17.759,0.004,17.124,0.006,16.817,0.008
8.8289605,11.8028793,0.005,0.004,20.163,0.017,19.325,0.008,18.973,0.014,18.837,0.006,18.702,0.017
8.8289668,11.6395755,0.009,0.005,20.12,0.014,19.574,0.009,19.388,0.017,19.344,0.012,19.232,0.057
8.8289736,11.5921998,0.004,0.006,15.645,0.005,14.787,0.007,14.413,0.003,14.282,0.001,14.17,0.005
8.8289774,12.0595798,0.002,0.002,18.323,0.007,17.356,0.002,16.942,0.005,16.758,0.003,16.629,0.009
8.8289893,11.5333047,0.017,0.015,21.95,0.215,21.234,0.045,20.481,0.014,20.176,0.019,19.851,0.024
8.8289919,11.6490027,0.032,0.023,22.073,0.056,20.927,0.033,20.614,0.037,20.405,0.061,20.054,0.182
8.8289996,11.7440182,0.017,0.018,21.543,0.08,20.883,0.019,20.505,0.033,20.268,0.042,20.006,0.091
8.8290071,11.510323,0.027,0.024,21.783,0.122,21.256,0.057,21.019,0.036,20.656,0.039,20.221,0.125
8.8290174,11.8477667,0.027,0.02,21.58,-999,21.433,0.072,20.844,0.046,20.613,0.082,20.081,0.111
8.8290687,11.6658714,0.008,0.023,17.587,0.003,16.873,0.003,16.603,0.004,16.498,0.002,16.404,0.006
8.8290833,11.5528064,0.011,0.003,18.763,0.007,18.079,0.005,17.804,0.01,17.704,0.006,17.62,0.017
8.8290995,11.5686046,0.005,0.007,20.095,0.006,19.45,0.008,19.243,0.04,19.128,0.012,19.044,0.029
8.8291086,11.6856679,0.019,0.032,13.222,-999,12.954,-999,12.871,-999,12.857,-999,12.812,0.005
8.8291134,11.5536548,0.007,0.006,21.633,0.023,20.539,0.026,19.253,0.016,18.678,0.016,18.433,0.019
8.8291372,11.6989317,0.003,0.006,15.853,0.002,15.268,0.001,15.051,0.005,14.989,0.002,14.919,0.001
8.8291695,11.5450596,0.024,0.017,21.668,0.038,20.634,0.032,20.323,0.023,20.309,0.07,19.893,0.028
8.8291884,11.6636239,0.02,0.046,19.948,0.013,19.565,0.016,19.423,0.01,19.416,0.013,19.348,0.046
8.8291898,11.9216715,0.003,0.003,18.852,0.006,17.654,0.004,17.041,0.004,16.762,0.007,16.608,0.01
8.8291946,11.9096487,0.004,0.002,18.712,0.007,18.054,0.003,17.794,0.005,17.699,0.007,17.627,0.015
8.8292042,11.9984256,0.002,0.004,20.259,0.011,19.004,0.004,18.061,0.004,17.628,0.005,17.415,0.009
8.8292056,11.9004792,0.004,0.005,19.603,0.025,19.059,0.028,18.725,0.028,18.66,0.029,18.512,0.007
8.8292099,12.0408517,0.005,0.002,13.704,0.004,13.395,-999,13.31,-999,13.296,0.002,13.297,0.008
8.8292165,12.0315927,0.019,0.017,22.114,0.192,21.185,0.171,20.161,0.01,19.627,0.009,19.255,0.125
8.8292167,11.9253914,0.012,0.015,20.547,0.017,19.857,0.011,19.586,0.013,19.508,0.038,19.515,0.154
8.8292169,12.0164228,0.026,0.011,21.938,0.086,21.007,0.021,19.691,0.009,19.073,0.009,18.828,0.025
8.8292184,11.6391507,0.016,0.015,21.748,0.034,21.02,0.026,20.738,0.049,20.535,0.038,20.457,0.261
8.8292334,11.7535474,0.006,0.018,19.453,0.031,18.427,0.011,18.061,0.025,17.892,0.01,17.773,0.021
8.8292512,12.0306533,0.008,0.018,18.386,0.006,17.653,0.003,17.359,0.005,17.256,0.009,17.171,0.012
8.8292578,11.9650019,0.002,0.003,16.081,0.002,15.441,0.002,15.2,0.002,15.111,0.003,15.02,0.006
8.8292672,11.918446,0.004,0.005,17.137,0.003,16.272,0.003,15.944,0.002,15.811,0.006,15.723,0.004
8.829279,11.6888648,0.013,0.017,22.024,0.08,20.819,0.035,20.118,0.043,19.79,0.036,19.586,0.02
8.8292793,11.6467627,0.003,0.005,16.101,0.002,15.479,0.002,15.256,0.003,15.202,0.004,15.117,0.004
8.8293137,12.1170028,0.008,0.01,21.287,0.044,20.16,0.019,19.7,0.022,19.479,0.026,19.262,0.033
8.8293331,11.7927594,0.003,0.005,20.968,0.028,19.811,0.011,18.582,0.004,18.028,0.009,17.758,0.01
8.8293428,11.691966,0.017,0.016,21.944,0.039,21.157,0.038,20.899,0.02,20.686,0.037,20.487,0.276
8.8293431,12.1063962,0.011,0.013,22.282,0.189,20.853,0.026,20.106,0.033,19.744,0.039,19.526,0.008
8.8293524,11.672325,0.004,0.031,19.825,0.013,18.585,0.004,17.605,0.005,17.164,0.006,16.939,0.005
8.8293647,11.9431909,0.005,0.018,13.789,0.001,13.487,-999,13.342,-999,13.259,0.004,13.23,0.004
8.8293659,11.9276049,0.014,0.016,21.917,0.221,21.84,0.04,20.367,0.04,19.654,0.022,19.379,0.047
8.8293675,11.8873979,0.008,0.007,20.558,0.022,20.16,0.016,19.99,0.014,19.99,0.033,19.824,0.02
8.82937,11.9792412,0.005,0.001,15.142,0.002,14.671,0.002,14.525,0.004,14.488,0.002,14.435,0.004
8.82937,11.9067025,0.006,0.015,19.669,0.005,18.512,0.003,17.782,0.004,17.443,0.008,17.269,0.016
8.8293725,11.9847984,0.003,0.004,19.45,0.007,18.869,0.003,18.613,0.006,18.483,0.008,18.446,0.019
8.8293937,11.6862549,0.027,0.03,21.557,0.13,20.6,0.055,20.524,0.074,20.361,0.065,19.96,0.043
8.8293946,11.7654313,0.014,0.012,20.939,0.068,20.073,0.03,19.766,0.045,19.56,0.033,19.468,0.054
8.8293982,11.6167444,0.018,0.017,22.402,0.178,21.729,0.07,20.755,0.027,20.186,0.051,19.848,0.104
8.8294123,11.6781761,0.007,0.012,17.86,0.004,17.113,0.003,16.821,0.004,16.707,0.003,16.615,0.013
8.8294169,11.8741061,0.008,0.007,22.087,0.097,20.836,0.02,19.891,0.013,19.413,0.016,19.139,0.038
8.8294308,11.8833932,0.004,0.003,19.688,0.016,18.708,0.006,18.257,0.008,18.031,0.005,17.919,0.009
8.8294364,11.7622689,0.006,0.002,20.614,0.026,19.4,0.012,18.327,0.005,17.85,0.011,17.59,0.018
8.8294378,11.8926765,0.019,0.021,20.928,0.126,21.525,0.061,20.92,0.019,20.652,0.048,20.412,0.148
8.8294594,11.636006,0.011,0.011,22.209,0.197,20.982,0.029,20.11,0.008,19.672,0.011,19.492,0.038
8.8294719,11.843129,0.042,0.009,12.67,-999,11.932,-999,11.628,-999,11.46,-999,11.364,-999
8.8294809,12.0008351,0.004,0.007,21.159,0.022,19.861,0.011,18.947,0.005,18.494,0.009,18.291,0.011
8.8294868,12.05836,0.007,0.013,15.845,0.004,15.275,0.002,15.083,0.003,15.024,0.004,14.968,0.005
8.8295024,11.6754321,0.009,0.018,16.208,0.002,15.475,0.003,15.182,0.002,15.042,0.003,14.95,0.001
8.8295103,11.6988689,0.02,0.018,22.104,0.265,21.348,0.025,20.826,0.02,20.525,0.062,20.357,0.223
8.8295405,11.7799425,0.019,0.018,22.345,0.21,21.352,0.039,20.838,0.023,20.447,0.035,20.15,0.283
8.8295921,11.8791043,0.019,0.019,21.556,0.151,21.537,0.049,20.892,0.04,20.482,0.06,20.127,0.213
8.8295928,11.9005645,0.005,0.009,19.904,0.014,18.94,0.007,18.572,0.005,18.403,0.007,18.28,0.011
8.8296321,11.4889241,0.008,0.003,18.945,0.015,17.957,0.003,17.568,0.007,17.396,0.005,17.274,0.007
8.829634,11.5651838,0.014,0.016,21.573,0.012,20.3,0.019,19.597,0.017,19.257,0.018,19.061,0.022
8.8296525,11.824301,0.036,0.032,22.492,0.012,21.862,0.086,21.358,0.049,20.923,0.073,20.533,0.289
8.8296554,11.8234182,0.012,0.06,19.005,0.208,20.386,0.081,20.087,0.043,18.698,0.03,18.64,0.018
8.8296619,11.668764,0.033,0.064,22.125,0.078,21.121,0.035,19.895,0.029,19.356,0.015,19.011,0.028
8.8296627,11.98157,0.041,0.028,21.342,0.072,20.892,0.039,20.622,0.043,20.674,0.043,18.899,0.143
8.8296826,11.7191375,0.058,0.015,20.747,0.02,19.495,0.012,18.654,0.013,18.243,0.003,18.075,0.015
8.8296899,12.051917,0.006,0.004,20.041,0.013,18.807,0.004,18.028,0.004,17.686,0.004,17.503,0.012
8.829718,12.0367254,0.009,0.009,21.759,0.093,21.071,0.028,20.055,0.019,19.565,0.017,19.248,0.024
8.8297368,11.754813,0.004,0.005,21.597,0.042,20.456,0.029,19.426,0.018,18.931,0.012,18.666,0.01
8.8297516,12.0261436,0.024,0.022,21.736,0.065,21.083,0.044,20.603,0.048,20.413,0.062,19.86,0.221
8.8297876,11.9960508,0.003,0.003,20.532,0.019,19.317,0.005,18.31,0.005,17.829,0.006,17.624,0.017
8.8298133,12.1345707,0.002,0.002,17.306,0.004,16.946,0.002,16.828,0.002,16.803,0.005,16.784,0.008
8.8298408,11.8955001,0.003,0.007,20.854,0.012,19.588,0.012,18.359,0.006,17.788,0.006,17.534,0.007
8.8298639,11.7670296,0.038,0.036,21.949,0.065,21.302,0.081,21.079,0.037,20.936,0.131,20.561,0.168
8.8298683,11.5637068,0.007,0.01,19.484,0.02,18.312,0.004,16.929,0.005,16.309,0.003,15.995,0.004
8.8298762,11.5148499,0.038,0.033,22.346,0.202,21.432,0.034,21.091,0.037,21.033,0.077,20.529,0.165
8.8299021,11.5649705,0.007,0.002,16.647,0.003,15.5,0.002,14.884,0.003,14.61,0.002,14.448,0.002
8.8299279,11.5629748,0.008,0.005,21.955,0.115,20.828,0.04,19.41,0.033,18.831,0.015,18.5,0.037
8.8299365,11.7575224,0.003,0.008,18.82,0.004,18.503,0.004,18.373,0.005,18.369,0.007,18.367,0.02
8.8299374,11.980704,0.004,0.004,13.531,0.004,13.347,-999,13.227,-999,13.128,0.002,13.097,0.002
8.8299528,11.6074821,0.002,0.009,18.597,0.018,17.414,0.007,16.794,0.006,16.482,0.004,16.318,0.006
8.8299614,11.7554313,0.011,0.01,22.482,0.182,21.294,0.058,20.169,0.018,19.623,0.022,19.301,0.046
8.8299638,11.7740342,0.009,0.011,19.763,0.008,19.536,0.012,19.433,0.015,19.471,0.026,19.397,0.052
8.8299938,11.6353905,0.007,0.004,20.852,0.029,19.689,0.026,18.48,0.009,17.921,0.006,17.675,0.013
8.8299961,12.0836308,0.008,0.011,21.845,0.068,20.775,0.015,19.552,0.007,19.035,0.011,18.829,0.029
8.8300484,11.6481496,0.02,0.021,21.352,0.03,20.11,0.019,19.588,0.014,19.309,0.026,19.201,0.066
8.8300542,11.9639706,0.007,0.002,14.94,0.002,14.477,0.001,14.319,0.004,14.276,0.001,14.224,0.003
8.8300542,11.7836241,0.006,0.007,21.216,0.037,20.012,0.008,19.292,0.007,18.945,0.009,18.716,0.02
8.8300548,11.7800714,0.016,0.016,22.129,0.167,21.285,0.054,20.627,0.018,20.258,0.033,20.038,0.092
8.8300662,11.8462756,0.003,0.002,20.348,0.021,19.297,0.006,18.799,0.004,18.555,0.009,18.394,0.015
8.8300859,11.9390174,0.01,0.006,20.352,0.008,20.019,0.009,19.913,0.017,19.943,0.023,19.755,0.093
8.8300983,11.6934078,0.011,0.012,20.377,0.018,19.195,0.006,17.859,0.007,17.303,0.009,16.964,0.012
8.8301144,11.815813,0.02,0.019,21.923,0.057,21.333,0.035,21.024,0.049,21.205,0.159,20.647,0.181
8.8301204,11.9313859,0.011,0.011,21.031,0.022,20.388,0.014,20.21,0.018,20.075,0.022,19.778,0.05
8.8301345,11.59245,0.003,0.017,16.316,0.002,15.958,0.002,15.821,0.006,15.814,0.003,15.782,0.005
8.8301545,11.6530321,0.007,0.012,17.056,0.003,16.723,0.006,16.604,0.002,16.598,0.004,16.56,0.003
8.8301723,12.1219795,0.009,0.009,21.821,0.063,20.891,0.035,19.968,0.016,19.561,0.02,19.282,0.066
8.8301793,11.8504512,0.002,0.002,17.4,0.004,16.617,0.002,16.324,0.003,16.222,0.003,16.119,0.006
8.8301891,11.6962275,0.003,0.009,17.344,0.002,16.799,0.002,16.592,0.008,16.542,0.005,16.492,0.004
8.8301899,11.7310453,0.026,0.02,21.907,0.042,21.258,0.043,20.994,0.027,20.607,0.077,20.164,0.109
8.8301906,11.7571215,0.01,0.023,18.854,0.005,18.618,0.007,18.532,0.008,18.553,0.012,18.503,0.017
8.8301964,11.5971582,0.015,0.011,21.811,0.078,20.911,0.026,20.343,0.027,20.066,0.033,19.783,0.017
8.8302033,11.7169296,0.032,0.02,20.737,0.067,20.363,0.03,20.347,0.044,20.216,0.081,20.053,0.106
8.8302168,11.8673504,0.003,0.002,16.14,0.001,15.729,0.003,15.576,0.003,15.554,0.003,15.515,0.002
8.8302194,11.5860291,0.019,0.008,19.567,0.019,18.423,0.006,17.613,0.004,17.248,0.006,17.057,0.008
8.8302261,12.0637397,0.012,0.011,21.916,0.095,20.545,0.016,19.962,0.028,19.614,0.039,19.472,0.016
8.8302527,11.7553855,0.006,0.029,19.976,0.016,18.724,0.008,17.667,0.004,17.199,0.006,16.959,0.008
8.8302642,11.8068864,0.002,0.009,15.784,0.002,15.086,0.002,14.84,0.005,14.737,0.004,14.655,0.004
8.8302702,11.9301965,0.007,0.005,18.359,0.007,18.08,0.002,17.995,0.003,18.003,0.007,17.996,0.009
8.8303269,12.1101957,0.027,0.026,21.104,0.187,22.154,0.074,21.305,0.042,20.826,0.045,20.521,0.163
8.8303315,12.1044819,0.003,0.011,21.133,0.033,19.906,0.01,19.061,0.008,18.686,0.006,18.423,0.026
8.8303322,11.8472107,0.003,0.009,14.991,0.003,14.69,0.002,14.594,0.002,14.599,0.003,14.575,0.004
8.8303377,11.5667296,0.004,0.004,19.914,0.012,18.865,0.008,18.364,0.005,18.128,0.005,17.988,0.009
8.8303498,11.4971674,0.006,0.004,18.289,0.008,17.162,0.003,16.66,0.004,16.447,0.004,16.313,0.006
8.8303507,11.7464363,0.004,0.003,18.143,0.007,17.382,0.002,17.077,0.006,16.977,0.005,16.881,0.007
8.8303511,11.6389438,0.006,0.009,21.812,0.034,20.611,0.035,19.44,0.017,18.87,0.009,18.554,0.015
8.8303547,11.6415638,0.004,0.005,17.553,0.006,16.997,0.003,16.803,0.004,16.742,0.003,16.67,0.007
8.8303677,11.5824202,0.06,0.058,22.045,0.177,20.88,0.233,20.963,0.082,20.589,0.1,20.24,0.125
8.8303825,11.6067298,0.015,0.015,21.488,0.043,20.944,0.021,20.685,0.031,20.536,0.043,20.713,0.191
8.8303978,11.652143,0.013,0.016,19.177,0.009,18.25,0.012,17.889,0.007,17.75,0.009,17.644,0.012
8.8304403,11.7802528,0.016,0.018,22.239,0.16,21.354,0.041,20.727,0.02,20.318,0.07,20.207,0.076
8.8304446,11.8361614,0.052,0.031,19.725,0.012,19.5,0.009,19.37,0.013,19.416,0.015,19.3,0.014
8.8304464,11.5826214,0.006,0.019,20.648,0.027,19.588,0.013,18.36,0.021,17.794,0.011,17.483,0.006
8.830451,11.8393577,0.01,0.01,21.897,0.017,21.01,0.024,20.179,0.024,19.804,0.03,19.569,0.135
8.8304586,11.6080376,0.01,0.01,20.033,0.012,19.36,0.007,19.132,0.006,18.998,0.012,18.886,0.013
8.8304638,11.8520347,0.007,0.007,21.428,0.068,20.307,0.015,19.894,0.017,19.68,0.037,19.391,0.038
8.830468,12.0165695,0.005,0.003,18.781,0.011,18.388,0.005,18.265,0.005,18.214,0.007,18.219,0.028
8.8304815,12.0572208,0.003,0.007,17.146,0.002,16.708,0.002,16.548,0.002,16.517,0.003,16.48,0.005
8.8305281,11.8567829,0.002,0.002,17.752,0.004,17.411,0.002,17.299,0.005,17.288,0.003,17.259,0.011
8.8305524,11.5901611,0.034,0.034,11.294,0.06,12.497,0.062,10.22,0.001,10.976,0.033,11.554,0.104
8.8305642,11.7619284,0.006,0.011,22.2,0.058,21.015,0.029,19.659,0.016,19.06,0.017,18.719,0.01
8.8305776,11.7952707,0.011,0.011,20.738,0.028,20.401,0.029,20.352,0.02,20.266,0.031,20.27,0.186
8.8305818,11.9861048,0.011,0.011,22.256,0.248,21.499,0.055,20.409,0.025,19.877,0.035,19.479,0.112
8.8306046,11.6593074,0.01,0.027,17.765,0.003,17.202,0.003,16.997,0.004,16.947,0.005,16.89,0.009
8.8306255,11.9504,0.036,0.034,21.988,0.174,21.486,0.069,21,0.04,20.786,0.042,20.274,0.132
8.8306688,11.5643031,0.004,0.005,16.297,0.003,15.75,0.003,15.541,0.005,15.472,0.002,15.411,0.003
8.8306845,11.8164452,0.005,0.008,16.48,0.005,16.015,0.009,15.84,0.005,15.799,0.003,15.75,0.005
8.830687,12.0303214,0.008,0.003,21.614,0.043,20.512,0.017,19.445,0.01,18.972,0.01,18.715,0.031
8.8307009,12.0837604,0.013,0.014,19.847,0.051,19.201,0.035,19.125,0.047,19.162,0.056,18.968,0.055
8.8308019,11.8372214,0.008,0.008,21.958,0.092,20.772,0.026,19.727,0.019,19.253,0.022,19.015,0.024
8.8308057,11.9269204,0.012,0.012,19.598,0.014,19.09,0.007,18.835,0.003,18.783,0.019,18.718,0.015
8.8308549,11.5802036,0.003,0.001,18.271,0.004,17.143,0.002,16.561,0.003,16.307,0.003,16.136,0.005
8.8308599,11.6315013,0.002,0.003,18.424,0.003,17.386,0.003,16.954,0.002,16.762,0.004,16.634,0.008
8.8308682,12.0594628,0.003,0.005,19.067,0.005,17.894,0.003,17.091,0.004,16.728,0.003,16.552,0.007
8.8308742,11.6960775,0.011,0.014,22.274,0.157,21.387,0.034,20.185,0.031,19.588,0.023,19.366,0.06
8.8308749,11.9072175,0.012,0.012,21.401,0.035,20.294,0.019,19.653,0.011,19.349,0.019,19.137,0.034
8.8308906,12.0173462,0.011,0.012,20.901,0.03,20.571,0.026,20.575,0.019,20.45,0.037,20.188,0.291
8.8309013,11.9836598,0.006,0.005,21.401,0.033,20.189,0.013,18.905,0.004,18.306,0.007,18.051,0.01
8.8309142,12.1460182,0.031,0.022,22.009,0.096,21.418,0.036,21.13,0.031,20.802,0.082,20.589,0.173
