#AGE= 2.500 EEPS=274
#EEP M/Mo LogTeff LogG LogL/Lo open gp1 rp1 ip1 zp1 yp1 wp1
6 0.117264 3.5081 5.2507 -2.7579 12.1053 14.3523 13.1156 11.7962 11.2157 10.9594 12.6655
7 0.136080 3.5084 5.1837 -2.6254 11.7722 14.0080 12.7758 11.4634 10.8848 10.6280 12.3302
8 0.172520 3.5118 5.1053 -2.4299 11.2680 13.4491 12.2289 10.9579 10.3918 10.1404 11.8106
9 0.222318 3.5197 5.0467 -2.2294 10.7407 12.8241 11.6259 10.4287 9.8878 9.6448 11.2545
10 0.266103 3.5261 5.0081 -2.0877 10.3696 12.3816 11.2017 10.0567 9.5345 9.2966 10.8625
11 0.296933 3.5303 4.9835 -1.9980 10.1335 12.1000 10.9308 9.8199 9.3111 9.0774 10.6122
12 0.308754 3.5320 4.9708 -1.9619 10.0389 11.9885 10.8232 9.7251 9.2214 8.9892 10.5122
13 0.315189 3.5328 4.9618 -1.9406 9.9834 11.9244 10.7613 9.6696 9.1684 8.9370 10.4542
14 0.319704 3.5334 4.9543 -1.9247 9.9425 11.8778 10.7163 9.6287 9.1291 8.8981 10.4116
15 0.323260 3.5339 4.9485 -1.9123 9.9104 11.8408 10.6809 9.5964 9.0981 8.8675 10.3781
16 0.326830 3.5343 4.9429 -1.9002 9.8793 11.8052 10.6467 9.5654 9.0682 8.8380 10.3457
17 0.331682 3.5349 4.9371 -1.8855 9.8414 11.7611 10.6046 9.5273 9.0317 8.8020 10.3060
18 0.339511 3.5359 4.9295 -1.8641 9.7856 11.6953 10.5420 9.4713 8.9784 8.7496 10.2474
19 0.353653 3.5379 4.9193 -1.8287 9.6925 11.5825 10.4357 9.3775 8.8899 8.6631 10.1485
20 0.385309 3.5432 4.8949 -1.7484 9.4793 11.3220 10.1909 9.1606 8.6887 8.4691 9.9201
21 0.445496 3.5559 4.8400 -1.5764 9.0144 10.7513 9.6383 8.6929 8.2644 8.0615 9.4151
22 0.460016 3.5595 4.8245 -1.5326 8.8959 10.6036 9.4950 8.5722 8.1568 7.9596 9.2847
23 0.474875 3.5636 4.8091 -1.4874 8.7729 10.4498 9.3454 8.4479 8.0465 7.8548 9.1493
24 0.488501 3.5676 4.7945 -1.4441 8.6537 10.2988 9.1972 8.3287 7.9419 7.7555 9.0170
25 0.497610 3.5705 4.7837 -1.4134 8.5671 10.1870 9.0850 8.2435 7.8681 7.6855 8.9198
26 0.503119 3.5722 4.7762 -1.3938 8.5120 10.1174 9.0149 8.1907 7.8222 7.6411 8.8587
27 0.506824 3.5730 4.7705 -1.3808 8.4792 10.0815 8.9807 8.1600 7.7934 7.6113 8.8253
