#AGE= 1.000 EEPS=272
#EEP M/Mo LogTeff LogG LogL/Lo open gp1 rp1 ip1 zp1 yp1 wp1
105 1.977242 3.8679 3.6913 1.4675 1.0984 1.0851 1.0396 1.1103 1.1579 1.1982 1.0747
106 1.981824 3.8666 3.6807 1.4738 1.0807 1.0713 1.0222 1.0905 1.1375 1.1774 1.0577
107 1.986076 3.8658 3.6719 1.4803 1.0631 1.0558 1.0047 1.0717 1.1183 1.1580 1.0404
108 1.989659 3.8657 3.6659 1.4868 1.0466 1.0394 0.9881 1.0552 1.1017 1.1413 1.0240
109 1.992483 3.8662 3.6626 1.4928 1.0321 1.0231 0.9735 1.0416 1.0882 1.1280 1.0092
110 1.994622 3.8673 3.6618 1.4984 1.0195 1.0072 0.9609 1.0311 1.0779 1.1179 0.9962
111 1.996227 3.8687 3.6627 1.5034 1.0088 0.9920 0.9499 1.0228 1.0700 1.1104 0.9847
112 1.996510 3.8690 3.6630 1.5044 1.0068 0.9890 0.9479 1.0213 1.0687 1.1091 0.9825
113 1.996793 3.8694 3.6635 1.5055 1.0046 0.9856 0.9456 1.0198 1.0673 1.1078 0.9802
114 1.997075 3.8698 3.6640 1.5065 1.0025 0.9824 0.9435 1.0184 1.0659 1.1065 0.9778
115 1.997358 3.8701 3.6645 1.5075 1.0004 0.9792 0.9414 1.0169 1.0646 1.1052 0.9756
116 1.997639 3.8705 3.6650 1.5086 0.9982 0.9758 0.9391 1.0154 1.0632 1.1039 0.9732
117 1.997920 3.8710 3.6659 1.5099 0.9957 0.9718 0.9366 1.0139 1.0618 1.1026 0.9705
118 1.998201 3.8715 3.6667 1.5111 0.9934 0.9679 0.9341 1.0123 1.0604 1.1013 0.9679
119 1.998480 3.8720 3.6674 1.5124 0.9909 0.9639 0.9317 1.0108 1.0590 1.1001 0.9653
120 1.998760 3.8725 3.6682 1.5137 0.9884 0.9598 0.9291 1.0092 1.0575 1.0987 0.9624
121 1.999039 3.8732 3.6696 1.5152 0.9856 0.9549 0.9262 1.0076 1.0561 1.0975 0.9593
122 1.999318 3.8738 3.6707 1.5166 0.9828 0.9502 0.9234 1.0061 1.0547 1.0962 0.9563
123 1.999594 3.8745 3.6720 1.5182 0.9801 0.9453 0.9206 1.0044 1.0533 1.0950 0.9532
124 1.999871 3.8753 3.6736 1.5199 0.9769 0.9395 0.9173 1.0028 1.0519 1.0938 0.9496
125 2.000145 3.8761 3.6753 1.5217 0.9739 0.9339 0.9142 1.0011 1.0505 1.0926 0.9462
126 2.000418 3.8771 3.6771 1.5236 0.9705 0.9279 0.9109 0.9994 1.0491 1.0913 0.9425
127 2.000690 3.8781 3.6792 1.5256 0.9669 0.9211 0.9072 0.9978 1.0478 1.0902 0.9384
128 2.000958 3.8792 3.6814 1.5277 0.9634 0.9142 0.9035 0.9961 1.0464 1.0890 0.9343
129 2.001224 3.8804 3.6841 1.5302 0.9593 0.9061 0.8994 0.9943 1.0449 1.0878 0.9296
130 2.001485 3.8817 3.6868 1.5326 0.9551 0.8978 0.8953 0.9925 1.0436 1.0867 0.9248
131 2.001742 3.8833 3.6901 1.5355 0.9504 0.8883 0.8907 0.9908 1.0422 1.0856 0.9195
132 2.001992 3.8848 3.6935 1.5385 0.9456 0.8782 0.8859 0.9891 1.0408 1.0846 0.9139
133 2.002237 3.8867 3.6974 1.5419 0.9404 0.8671 0.8810 0.9875 1.0395 1.0837 0.9080
134 2.002472 3.8886 3.7017 1.5455 0.9350 0.8551 0.8758 0.9859 1.0382 1.0829 0.9016
135 2.002699 3.8907 3.7063 1.5493 0.9292 0.8424 0.8703 0.9844 1.0370 1.0821 0.8948
136 2.002912 3.8930 3.7113 1.5536 0.9231 0.8288 0.8645 0.9829 1.0356 1.0814 0.8878
137 2.003110 3.8955 3.7166 1.5582 0.9165 0.8146 0.8583 0.9810 1.0341 1.0804 0.8802
138 2.003291 3.8980 3.7220 1.5631 0.9095 0.8000 0.8516 0.9789 1.0324 1.0792 0.8721
139 2.003451 3.9008 3.7276 1.5684 0.9022 0.7851 0.8443 0.9762 1.0304 1.0777 0.8637
140 2.003591 3.9035 3.7330 1.5739 0.8944 0.7703 0.8364 0.9728 1.0281 1.0758 0.8547
141 2.003716 3.9063 3.7384 1.5798 0.8864 0.7555 0.8284 0.9693 1.0257 1.0737 0.8457
142 2.003823 3.9091 3.7436 1.5858 0.8782 0.7405 0.8201 0.9653 1.0230 1.0712 0.8364
143 2.003917 3.9118 3.7486 1.5919 0.8697 0.7255 0.8116 0.9610 1.0198 1.0684 0.8269
144 2.003998 3.9146 3.7532 1.5982 0.8611 0.7106 0.8030 0.9565 1.0163 1.0653 0.8172
145 2.004071 3.9172 3.7574 1.6046 0.8522 0.6956 0.7942 0.9517 1.0125 1.0617 0.8075
146 2.004132 3.9198 3.7613 1.6112 0.8431 0.6805 0.7851 0.9465 1.0082 1.0578 0.7974
147 2.004191 3.9226 3.7654 1.6183 0.8336 0.6649 0.7757 0.9411 1.0038 1.0538 0.7869
148 2.004269 3.9256 3.7702 1.6254 0.8253 0.6507 0.7675 0.9369 1.0004 1.0511 0.7777
149 2.004368 3.9262 3.7755 1.6225 0.8354 0.6602 0.7776 0.9472 1.0111 1.0620 0.7876
150 2.004405 3.9251 3.7774 1.6162 0.8483 0.6761 0.7904 0.9582 1.0220 1.0727 0.8010
151 2.004427 3.9235 3.7780 1.6092 0.8613 0.6929 0.8033 0.9686 1.0321 1.0825 0.8145
152 2.004446 3.9218 3.7782 1.6022 0.8740 0.7096 0.8160 0.9787 1.0417 1.0919 0.8279
153 2.004463 3.9201 3.7784 1.5952 0.8872 0.7271 0.8290 0.9890 1.0516 1.1015 0.8416
154 2.004479 3.9181 3.7780 1.5875 0.9012 0.7462 0.8429 0.9996 1.0617 1.1113 0.8564
155 2.004505 3.9153 3.7744 1.5800 0.9128 0.7644 0.8544 1.0070 1.0681 1.1172 0.8691
156 2.004548 3.9110 3.7635 1.5734 0.9180 0.7796 0.8598 1.0057 1.0651 1.1136 0.8758
157 2.004611 3.9055 3.7401 1.5754 0.8995 0.7731 0.8416 0.9797 1.0365 1.0842 0.8594
158 2.004659 3.9021 3.7214 1.5802 0.8788 0.7603 0.8212 0.9543 1.0092 1.0565 0.8400
159 2.004714 3.8986 3.7020 1.5856 0.8573 0.7470 0.7999 0.9277 0.9809 1.0276 0.8199
160 2.004781 3.8950 3.6815 1.5915 0.8348 0.7342 0.7777 0.8996 0.9512 0.9972 0.7990
161 2.004871 3.8909 3.6600 1.5969 0.8136 0.7245 0.7566 0.8717 0.9221 0.9671 0.7795
162 2.005019 3.8848 3.6292 1.6029 0.7864 0.7164 0.7288 0.8331 0.8823 0.9255 0.7550
163 2.005212 3.8784 3.5994 1.6072 0.7635 0.7145 0.7050 0.7980 0.8456 0.8872 0.7350
164 2.005448 3.8718 3.5706 1.6100 0.7453 0.7166 0.6868 0.7682 0.8136 0.8537 0.7198
165 2.005717 3.8654 3.5440 1.6113 0.7319 0.7220 0.6741 0.7442 0.7874 0.8260 0.7095
166 2.006009 3.8596 3.5200 1.6116 0.7224 0.7301 0.6654 0.7248 0.7661 0.8031 0.7027
167 2.006314 3.8541 3.4984 1.6113 0.7159 0.7402 0.6597 0.7092 0.7485 0.7840 0.6988
168 2.006627 3.8488 3.4786 1.6104 0.7115 0.7521 0.6562 0.6961 0.7336 0.7675 0.6970
169 2.006941 3.8439 3.4599 1.6092 0.7087 0.7653 0.6544 0.6851 0.7205 0.7529 0.6966
170 2.007256 3.8390 3.4421 1.6076 0.7071 0.7793 0.6539 0.6757 0.7091 0.7400 0.6977
171 2.007568 3.8342 3.4248 1.6057 0.7067 0.7940 0.6547 0.6678 0.6991 0.7283 0.6998
172 2.007877 3.8295 3.4082 1.6035 0.7076 0.8092 0.6568 0.6616 0.6907 0.7182 0.7030
173 2.008182 3.8248 3.3922 1.6010 0.7096 0.8255 0.6601 0.6568 0.6835 0.7093 0.7074
174 2.008477 3.8201 3.3764 1.5980 0.7127 0.8432 0.6646 0.6530 0.6775 0.7013 0.7130
175 2.008762 3.8153 3.3606 1.5947 0.7167 0.8626 0.6701 0.6502 0.6720 0.6940 0.7196
176 2.009036 3.8105 3.3451 1.5910 0.7218 0.8837 0.6767 0.6481 0.6672 0.6872 0.7274
177 2.009301 3.8057 3.3302 1.5869 0.7282 0.9061 0.6846 0.6476 0.6638 0.6819 0.7364
178 2.009555 3.8010 3.3159 1.5823 0.7358 0.9296 0.6942 0.6488 0.6620 0.6780 0.7469
179 2.009800 3.7964 3.3029 1.5773 0.7450 0.9542 0.7051 0.6519 0.6620 0.6760 0.7588
180 2.010034 3.7922 3.2915 1.5718 0.7558 0.9798 0.7177 0.6570 0.6643 0.6762 0.7722
