raMean,decMean,raMeanErr,decMeanErr,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,Ang Sep (')
290.0115438,37.7739747,0.004,0.017,20.022,0.02,19.476,0.009,19.278,0.014,19.145,0.011,9.97
290.0120387,37.7673002,0.006,0.017,20.808,0.021,19.816,0.012,19.429,0.008,19.219,0.021,9.95
290.0121942,37.7766338,0.011,0.021,21.081,0.051,20.672,0.024,20.546,0.022,20.567,0.032,9.942
290.0140029,37.7796788,0.001,0.007,19.187,0.012,18.034,0.007,17.536,0.009,17.276,0.006,9.863
290.0148862,37.7531167,0.004,0.012,20.105,0.024,18.979,0.008,18.437,0.005,18.165,0.009,9.877
290.0151122,37.7946226,0.004,0.004,20.473,0.024,19.131,0.016,18.246,0.012,17.816,0.004,9.893
290.0153261,37.8043859,0.004,0.006,19.793,0.013,19.185,0.006,18.95,0.015,18.808,0.01,9.98
290.0154136,37.7767234,0.003,0.011,20.101,0.015,18.852,0.011,17.481,0.005,16.833,0.002,9.79
290.0156108,37.7473519,0.006,0.029,21.92,0.038,20.742,0.026,20.159,0.024,19.843,0.024,9.888
290.0156322,37.7519083,0.01,0.018,22.127,0.104,21.042,0.027,19.974,0.029,19.526,0.026,9.85
290.0156363,37.7682467,0.007,0.017,20.617,0.034,20.153,0.014,19.863,0.052,19.745,0.025,9.778
290.0158361,37.7865769,0.005,0.011,19.703,0.019,19.255,0.004,19.068,0.012,19.004,0.016,9.805
290.0159338,37.7614653,0.006,0.015,19.895,0.007,19.091,0.005,18.809,0.006,18.656,0.012,9.782
290.0163583,37.801363,0.006,0.003,18.603,0.000798,18.019,0.007,17.797,0.011,17.702,0.006,9.898
290.0165232,37.7641703,0.019,0.009,16.971,0.005,16.479,0.004,16.306,0.004,16.222,0.005,9.745
290.0166872,37.754754,0.002,0.003,17.662,0.003,17.037,0.002,16.787,0.005,16.661,0.003,9.781
290.0167754,37.7953438,0.005,0.007,20.802,0.032,19.502,0.029,18.732,0.005,18.367,0.008,9.821
290.0167906,37.7467521,0.018,0.038,20.721,0.022,20.225,0.05,19.989,0.017,19.915,0.027,9.839
290.0169283,37.7942252,0.023,0.02,21.332,0.057,20.815,0.026,20.506,0.037,20.28,0.025,9.805
290.0173516,37.7346094,0.008,0.008,18.892,0.01,18.248,0.008,18.015,0.01,17.913,0.01,9.951
290.0173536,37.7450895,0.005,0.053,21.297,0.039,20.378,0.024,19.98,0.025,19.798,0.035,9.828
290.017364,37.8091858,0.005,0.005,15.811,0.005,15.244,0.001,15.032,0.003,14.957,0.005,9.946
290.0176685,37.7366332,0.006,0.011,19.317,0.007,18.761,0.009,18.537,0.012,18.473,0.013,9.91
290.0178844,37.749813,0.005,0.013,19.896,0.013,19.455,0.021,19.272,0.007,19.239,0.039,9.761
290.0181799,37.7456571,0.014,0.049,21.35,0.041,20.57,0.017,20.305,0.056,20.152,0.02,9.784
290.0184282,37.8058657,0.023,0.027,21.487,0.036,20.711,0.034,20.366,0.036,20.248,0.015,9.854
290.0188832,37.7671556,0.005,0.017,20.098,0.019,19.569,0.016,19.369,0.015,19.239,0.013,9.626
290.0192191,37.7606278,0.018,0.01,20.153,0.021,19.258,0.004,18.907,0.008,18.709,0.011,9.63
290.0192277,37.7495424,0.013,0.019,21.105,0.056,19.949,0.032,18.785,0.009,18.258,0.011,9.7
290.0192399,37.8025986,0.02,0.025,21.766,0.129,21.027,0.029,20.772,0.024,20.417,0.062,9.778
290.0193278,37.8013519,0.044,0.01,18.236,0.005,17.726,0.009,17.524,0.008,17.476,0.01,9.76
290.01973,37.7872434,0.014,0.02,21.139,0.055,20.442,0.056,19.88,0.068,19.566,0.037,9.624
290.0198089,37.7275749,0.007,0.009,20.057,0.025,19.35,0.013,19.092,0.014,18.977,0.015,9.943
290.0198848,37.7376339,0.01,0.01,17.34,0.008,16.795,0.007,16.547,0.009,16.436,0.008,9.794
290.0199309,37.8078231,0.016,0.019,21.069,0.021,20.662,0.034,20.407,0.032,20.06,0.063,9.809
290.0199458,37.7566476,0.014,0.019,21.146,0.088,20.724,0.015,20.567,0.022,20.432,0.06,9.616
290.0199674,37.7747679,0.004,0.015,21.544,0.04,20.113,0.022,19.001,0.01,18.449,0.01,9.571
290.0200957,37.7311307,0.004,0.009,21.34,0.112,19.906,0.025,18.803,0.009,18.231,0.015,9.874
290.0202117,37.789479,0.016,0.019,22.129,0.188,21.436,0.084,20.539,0.022,20.212,0.034,9.615
290.0203497,37.7576774,0.006,0.022,20.568,0.026,20.168,0.033,20.034,0.021,19.989,0.017,9.591
290.0206603,37.7654701,0.005,0.009,18.663,0.004,18.024,0.007,17.764,0.005,17.658,0.004,9.545
290.02126,37.7536509,0.013,0.023,22.088,0.17,21.006,0.026,20.465,0.043,20.027,0.022,9.573
290.021757,37.7501345,0.03,0.04,19.652,0.073,21.745,0.195,21.117,0.081,20.835,0.22,9.576
290.0221435,37.8010853,0.01,0.008,20.134,0.051,19.378,0.054,18.824,0.007,18.557,0.021,9.626
290.0223871,37.8068242,0.017,0.028,20.021,0.029,19.424,0.01,19.154,0.011,18.92,0.043,9.683
290.0224536,37.7555979,0.018,0.027,22.064,0.046,21.29,0.004,20.779,0.063,20.554,0.048,9.504
290.0229955,37.8080308,0.01,0.023,21.071,0.061,20.394,0.023,19.98,0.017,19.788,0.024,9.67
290.0231871,37.721925,0.015,0.026,21.339,0.043,20.788,0.021,20.62,0.024,20.543,0.037,9.886
290.0234954,37.7719388,0.003,0.018,21.147,0.013,20.15,0.018,19.748,0.027,19.58,0.03,9.403
290.0235516,37.7684985,0.045,0.018,21.515,0.062,20.614,0.023,20.176,0.015,19.966,0.025,9.402
290.0236568,37.8064659,0.002,0.004,15.908,0.005,15.38,0.002,15.197,0.002,15.127,0.003,9.619
290.0237603,37.7957297,0.018,0.04,21.581,0.042,20.276,0.002,19.576,0.016,19.285,0.011,9.497
290.0238368,37.8035511,0.025,0.037,21.791,0.066,21.285,0.051,20.989,0.044,20.858,0.04,9.575
290.0240404,37.8119225,0.049,0.091,21.987,0.072,21.512,0.056,21.001,0.079,20.841,0.198,9.677
290.0240428,37.7885007,0.031,0.033,20.862,0.035,20.468,0.017,20.258,0.026,20.206,0.062,9.429
290.0243732,37.7313644,0.009,0.036,20.946,0.046,19.911,0.009,19.488,0.022,19.254,0.014,9.674
290.024567,37.764416,0.024,0.013,20.542,0.027,19.677,0.028,19.244,0.014,19.077,0.018,9.363
290.0247236,37.8089872,0.004,0.009,19.907,0.021,19.266,0.01,19.036,0.02,18.976,0.02,9.604
290.0248216,37.8162096,0.024,0.025,13.947,0.002,13.163,-999,12.864,-999,12.704,-999,9.708
290.0249686,37.7724467,0.007,0.004,18.164,0.003,17.481,0.003,17.203,0.003,17.078,0.009,9.333
290.0250314,37.7998975,0.046,0.012,19.61,0.019,19.058,0.004,18.9,0.009,18.858,0.02,9.478
290.0250322,37.7833666,0.007,0.009,21.645,0.104,20.301,0.053,19.586,0.014,19.215,0.024,9.354
290.0250769,37.8199502,0.017,0.018,21.951,0.025,20.848,0.027,20.363,0.034,20.066,0.046,9.76
290.0256625,37.8026638,0.009,0.011,20.27,0.006,19.78,0.028,19.632,0.034,19.526,0.028,9.48
290.0258431,37.7908729,0.007,0.011,18.888,0.017,18.427,0.008,18.248,0.011,18.171,0.012,9.36
290.0258458,37.7291197,0.019,0.032,21.869,0.038,20.996,0.044,20.811,0.02,20.514,0.101,9.642
290.0259013,37.8275682,0.015,0.018,22.22,0.186,21.162,0.02,20.572,0.075,20.091,0.016,9.868
290.0259227,37.805834,0.021,0.013,20.759,0.024,20.104,0.008,19.913,0.016,19.76,0.034,9.506
290.0259591,37.7108356,0.005,0.007,17.751,0.008,17.097,0.006,16.86,0.006,16.748,0.002,9.986
290.0260646,37.7605628,0.002,0.011,18.898,0.005,18.418,0.011,18.182,0.014,18.111,0.015,9.306
290.0261139,37.7408129,0.014,0.021,21.636,0.047,20.615,0.037,19.969,0.006,19.654,0.05,9.466
290.0261665,37.7903035,0.015,0.015,20.165,0.037,19.28,0.012,19.045,0.007,18.886,0.017,9.34
290.0262607,37.7860853,0.012,0.014,21.848,0.152,20.801,0.043,20.208,0.034,19.917,0.035,9.31
290.0264906,37.7633634,0.003,0.007,17.779,0.008,17.208,0.005,16.949,0.006,16.844,0.006,9.275
290.0265554,37.7397187,0.021,0.031,21.981,0.064,21.134,0.038,20.954,0.03,20.612,0.078,9.459
290.0265819,37.736933,0.01,0.018,22.427,0.222,20.839,0.025,19.979,0.026,19.52,0.051,9.493
290.0265857,37.7612458,0.035,0.054,20.62,0.045,20.029,0.01,19.787,0.018,19.797,0.009,9.279
290.0267174,37.7458981,0.018,0.02,13.897,0.004,12.862,-999,12.42,-999,12.168,-999,9.382
290.0267608,37.7486581,0.008,0.025,19.759,0.027,19.373,0.019,19.163,0.019,19.101,0.006,9.354
290.0269098,37.7792542,0.011,0.013,22.049,0.03,20.853,0.063,20.087,0.022,19.726,0.036,9.251
290.0271027,37.7211788,0.025,0.01,19.413,0.058,18.636,0.026,17.963,0.018,17.547,0.026,9.723
290.0275029,37.8190379,0.019,0.029,21.46,0.071,20.974,0.024,20.706,0.056,20.648,0.067,9.634
290.0275269,37.7704366,0.007,0.005,19.2,0.009,18.593,0.002,18.326,0.008,18.225,0.01,9.212
290.0276334,37.7559337,0.004,0.015,19.677,0.027,19.259,0.016,19.078,0.018,19.048,0.027,9.257
290.0277366,37.7871542,0.005,0.004,19.103,0.009,18.404,0.005,18.194,0.006,18.077,0.013,9.246
290.0279299,37.73621,0.021,0.037,21.511,0.018,20.498,0.024,20.102,0.034,19.876,0.031,9.441
290.0284402,37.7718891,0.006,0.004,18.448,0.009,17.784,0.007,17.534,0.003,17.416,0.005,9.168
290.0285645,37.7597745,0.009,0.006,20.488,0.02,19.176,0.021,18.219,0.006,17.793,0.006,9.192
290.0286778,37.7096272,0.014,0.012,21.633,0.112,20.539,0.041,19.748,0.02,19.327,0.028,9.893
290.0287507,37.8305183,0.111,0.243,18.919,0.009,18.436,0.014,18.16,0.027,18.166,0.017,9.803
290.0287732,37.7677664,0.024,0.02,21.841,0.095,20.634,0.018,20.03,0.022,19.75,0.026,9.156
290.0289206,37.8307837,0.031,0.058,18.461,-999,17.652,-999,17.347,-999,17.939,0.031,9.801
290.0292993,37.8028679,0.01,0.017,20.763,0.047,20.043,0.032,19.699,0.03,19.582,0.042,9.313
290.0294601,37.8334466,0.048,0.039,14.349,0.004,13.386,0.001,13.114,-999,12.836,-999,9.836
290.0296288,37.7956847,0.011,0.025,21.404,0.037,20.659,0.027,20.283,0.042,20.117,0.022,9.222
290.029818,37.7703993,0.002,0.007,18.57,0.006,18.021,0.009,17.79,0.005,17.692,0.005,9.103
290.0298303,37.7352031,0.006,0.02,17.566,0.006,16.869,0.001,16.604,0.003,16.462,0.007,9.367
290.0298751,37.8377577,0.003,0.005,18.541,0.003,17.97,0.007,17.759,0.007,17.672,0.012,9.918
290.0300918,37.7482154,0.067,0.05,21.892,0.075,20.647,0.057,19.661,0.017,19.142,0.034,9.202
290.0301624,37.7110379,0.002,0.009,20.246,0.01,19.321,0.014,18.929,0.007,18.747,0.01,9.796
290.0304264,37.8293955,0.026,0.05,21.435,0.064,21.596,0.083,21.389,0.081,21.219,0.169,9.705
290.0304945,37.7840924,0.025,0.011,21.515,0.034,20.148,0.045,19.566,0.01,19.225,0.022,9.099
290.0305259,37.8181453,0.005,0.006,16.426,0.002,15.942,0.003,15.737,0.002,15.654,0.000699,9.482
290.030823,37.7633046,0.012,0.019,21.359,0.048,20.751,0.024,20.549,0.047,20.395,0.047,9.07
290.0308232,37.826564,0.012,0.007,19.949,0.02,19.079,0.013,18.707,0.011,18.543,0.023,9.628
290.0309828,37.7873579,0.008,0.015,20.175,0.002,19.379,0.015,18.96,0.01,18.75,0.009,9.094
290.0310344,37.841646,0.01,0.011,20.119,0.01,19.708,0.015,19.574,0.031,19.483,0.029,9.963
290.031082,37.8354427,0.014,0.026,20.097,0.018,19.36,0.012,18.995,0.001,18.831,0.01,9.81
290.0312401,37.7349603,0.007,0.02,18.544,0.006,17.71,0.005,17.36,0.008,17.183,0.005,9.305
290.0314062,37.720046,0.01,0.038,21.328,0.005,20.408,0.015,19.991,0.014,19.813,0.012,9.551
290.03196,37.7254004,0.002,0.017,16.894,0.003,16.311,0.004,16.071,0.003,15.966,0.003,9.426
290.0320802,37.8194613,0.003,0.007,17.482,0.004,17.033,0.004,16.864,0.004,16.795,0.004,9.435
290.0321134,37.7970589,0.003,0.005,19.944,0.031,18.66,0.007,17.965,0.013,17.653,0.005,9.118
290.0322064,37.7455728,0.007,0.016,20.411,0.012,19.536,0.04,18.932,0.008,18.546,0.017,9.129
290.0324101,37.7287027,0.008,0.028,20.003,0.045,19.253,0.006,18.986,0.007,18.848,0.01,9.349
290.0326758,37.7752369,0.005,0.009,19.572,0.01,19.103,0.014,18.918,0.011,18.825,0.009,8.969
290.0327124,37.8320724,0.007,0.039,20.44,0.039,19.946,0.031,19.685,0.018,19.624,0.04,9.662
290.0327406,37.8361972,0.006,0.006,19.546,0.015,18.994,0.009,18.722,0.004,18.605,0.012,9.756
290.0327477,37.8328065,0.005,0.005,18.299,0.008,17.739,0.001,17.528,0.002,17.437,0.009,9.677
290.0329409,37.7168369,0.007,0.016,20.334,0.017,19.745,0.015,19.519,0.009,19.434,0.034,9.548
290.0331658,37.7084823,0.01,0.019,20.829,0.025,19.832,0.028,19.444,0.016,19.219,0.009,9.723
290.0331868,37.8269377,0.006,0.012,22.198,0.184,21.341,0.036,19.919,0.02,19.289,0.026,9.53
290.0332715,37.801308,0.003,0.003,17.265,0.007,16.815,0.007,16.637,0.001,16.582,0.006,9.11
290.0332809,37.7010116,0.016,0.003,18.677,0.006,17.819,0.005,17.481,0.005,17.323,0.006,9.903
290.0333825,37.7310281,0.002,0.018,17.178,0.009,16.355,0.001,16.001,0.003,15.799,0.005,9.266
290.0335683,37.777903,0.005,0.008,19.881,0.023,19.469,0.008,19.3,0.012,19.222,0.01,8.932
290.0336804,37.7540288,0.004,0.027,19.759,0.006,18.971,0.013,18.692,0.006,18.565,0.019,8.985
290.0337406,37.844759,0.003,0.006,19.021,0.008,18.546,0.01,18.368,0.005,18.262,0.02,9.927
290.0338102,37.7689815,0.022,0.032,21.737,0.052,21.238,0.099,21.071,0.04,20.775,0.044,8.915
290.0338247,37.7699621,0.011,0.013,21.249,0.043,19.925,0.012,19.14,0.013,18.762,0.018,8.914
290.0338471,37.7250972,0.01,0.046,21.286,0.103,20.034,0.019,19.466,0.013,19.184,0.024,9.346
290.0338771,37.7117343,0.048,0.064,21.764,0.179,21.396,0.109,21.158,0.05,21.202,0.162,9.617
290.0339546,37.7958069,0.02,0.014,20.765,0.023,20.231,0.024,19.947,0.014,19.849,0.016,9.02
290.034052,37.7415501,0.043,0.016,19.709,0.011,19.299,0.012,18.836,0.038,18.673,0.025,9.088
290.0341997,37.7231812,0.009,0.024,19.818,0.014,18.57,0.008,17.846,0.005,17.483,0.005,9.366
290.0342423,37.6971179,0.002,0.015,21.235,0.064,20.055,0.02,18.686,0.01,18.093,0.013,9.965
290.0342926,37.7607502,0.023,0.013,20.968,0.038,20.329,0.032,20.005,0.022,19.904,0.022,8.916
290.0346533,37.7090557,0.005,0.007,19.084,0.018,18.48,0.008,18.203,0.009,18.106,0.014,9.645
290.0347098,37.6993169,0.004,0.002,15.834,0.001,15.406,0.003,15.248,0.002,15.189,0.003,9.886
290.035108,37.7785236,0.015,0.021,21.872,0.02,20.928,0.047,20.664,0.024,20.423,0.045,8.86
290.0351367,37.8317969,0.044,0.061,22.206,0.051,21.746,0.011,21.557,0.132,21.012,0.157,9.549
290.0352814,37.816643,0.003,0.012,18.805,0.003,18.199,0.009,17.979,0.014,17.863,0.009,9.24
290.0354444,37.7480943,0.017,0.031,22.361,0.187,21.014,0.058,20.185,0.007,19.86,0.018,8.952
290.0356473,37.7950875,0.005,0.011,21.331,0.08,19.937,0.034,19.288,0.026,18.934,0.009,8.934
290.0356757,37.7710247,0.013,0.018,21.689,0.093,20.818,0.06,20.347,0.026,20.186,0.035,8.825
290.0360215,37.7069105,0.002,0.003,16.856,0.002,16.354,0.009,16.161,0.003,16.095,0.003,9.636
290.0360218,37.8006032,0.019,0.024,21.733,0.065,21.089,0.068,20.543,0.139,20.569,0.039,8.974
290.0360236,37.7812356,0.009,0.012,21.682,0.055,20.482,0.029,19.961,0.022,19.651,0.018,8.826
290.0360271,37.7385047,0.004,0.009,17.536,0.004,17.054,0.003,16.807,0.005,16.668,0.011,9.035
290.036093,37.8488225,0.006,0.007,20.692,0.028,19.434,0.035,18.811,0.014,18.493,0.015,9.938
290.0361659,37.7010311,0.024,0.033,22.307,0.169,21.371,0.026,20.863,0.024,20.602,0.017,9.779
290.0362519,37.7469348,0.02,0.096,21.506,0.037,20.501,0.047,19.791,0.052,19.59,0.021,8.926
290.0362683,37.7494406,0.005,0.015,19.28,0.014,18.626,0.003,18.368,0.008,18.212,0.006,8.901
290.0363349,37.7249997,0.009,0.03,21.484,0.077,20.594,0.025,20.24,0.024,20.014,0.036,9.235
290.0364751,37.8027121,0.028,0.081,21.819,0.058,21.072,0.055,20.501,0.07,20.472,0.05,8.978
290.0365122,37.7932865,0.005,0.007,20.102,0.017,19.29,0.014,18.982,0.015,18.837,0.02,8.877
290.0365484,37.7947538,0.007,0.01,19.987,0.034,18.888,0.017,18.376,0.004,18.104,0.008,8.889
290.0365693,37.7324968,0.011,0.031,21.14,0.09,20.076,0.018,19.576,0.009,19.264,0.023,9.097
290.0367148,37.7652911,0.005,0.006,17.714,0.003,17.246,0.005,17.074,0.003,17.012,0.004,8.785
290.0368152,37.7421587,0.011,0.022,14.36,0.002,11.685,-999,10.64,-999,9.887,-999,8.952
290.0368168,37.8296982,0.031,0.047,22.12,0.025,21.568,0.059,21.363,0.062,21.005,0.03,9.429
290.0368494,37.7690985,0.002,0.01,17.841,0.003,17.263,0.004,17.053,0.004,16.971,0.007,8.771
290.0371772,37.7624862,0.017,0.044,19.202,0.014,18.466,0.007,18.148,0.009,17.991,0.02,8.773
290.0372344,37.7082231,0.041,0.057,19.486,0.048,21.496,0.071,21.251,0.083,21.02,0.069,9.552
290.0373752,37.819882,0.013,0.013,20.06,0.021,19.303,0.017,18.99,0.006,18.857,0.026,9.204
290.0373761,37.6948112,0.006,0.014,20.778,0.024,20.279,0.018,20.093,0.039,19.947,0.052,9.896
290.037582,37.7535533,0.006,0.009,19.239,0.005,18.771,0.003,18.578,0.008,18.503,0.012,8.805
290.0376529,37.7125224,0.018,0.029,21.74,0.046,21.161,0.03,20.936,0.049,20.691,0.226,9.433
290.0376622,37.7948702,0.005,0.007,17.351,0.005,16.804,0.005,16.551,0.008,16.472,0.004,8.838
290.0377069,37.7439896,0.003,0.009,16.779,0.002,15.85,0.003,15.465,0.004,15.249,0.003,8.889
290.0377454,37.846318,0.009,0.013,19.285,0.007,18.82,0.009,18.647,0.008,18.553,0.013,9.799
290.0377479,37.7240497,0.005,0.019,19.063,0.006,18.331,0.004,18.042,0.006,17.912,0.006,9.189
290.0379498,37.6937218,0.015,0.033,22.127,0.016,20.665,0.023,19.549,0.03,19.11,0.027,9.903
290.0379754,37.7462481,0.014,0.023,22.166,0.203,21.124,0.067,20.053,0.086,19.445,0.028,8.852
290.0381103,37.7991836,0.011,0.015,20.863,0.022,20.262,0.141,20.058,0.025,19.955,0.03,8.861
290.0381131,37.797592,0.009,0.025,21.744,0.052,20.565,0.025,19.963,0.015,19.75,0.02,8.843
290.0381426,37.7362226,0.003,0.035,19.707,0.019,18.674,0.015,18.252,0.005,18.009,0.009,8.969
290.0382051,37.7799844,0.014,0.02,22.125,0.189,20.804,0.208,20.334,0.075,20.03,0.025,8.718
290.0383371,37.7642028,0.003,0.01,15.678,0.004,15.203,0.005,15.029,0.002,14.955,0.002,8.711
290.0384758,37.8244209,0.018,0.025,21.849,0.11,20.82,0.169,20.734,0.032,20.516,0.031,9.243
290.0388228,37.8493402,0.005,0.003,17.116,0.003,16.625,0.004,16.464,0.011,16.384,0.004,9.838
290.038906,37.8534561,0.002,0.008,20.672,0.044,19.386,0.007,18.297,0.009,17.763,0.008,9.953
290.0389305,37.7011539,0.008,0.006,19.434,0.005,18.809,0.008,18.504,0.008,18.334,0.009,9.657
290.0391585,37.7502299,0.017,0.025,21.107,0.043,19.792,0.011,18.738,0.03,18.259,0.007,8.758
290.0392251,37.7633098,0.007,0.004,16.626,0.003,15.797,0.002,15.444,0.002,15.268,0.003,8.672
290.03934,37.6900776,0.002,0.003,18.171,0.009,17.641,0.006,17.416,0.004,17.32,0.005,9.951
290.0394011,37.7736541,0.007,0.014,21.058,0.015,20.405,0.029,20.172,0.021,20.086,0.044,8.649
290.0394135,37.7144722,0.006,0.007,19.051,0.007,18.387,0.007,18.138,0.004,18.047,0.008,9.312
290.039446,37.7520128,0.018,0.021,21.472,0.03,20.63,0.037,20.418,0.011,20.176,0.044,8.729
290.0395701,37.7592413,0.022,0.023,21.511,0.04,20.242,0.02,19.797,0.01,19.534,0.029,8.674
290.0397331,37.8199523,0.019,0.019,21.614,0.106,21.313,0.172,20.145,0.033,19.565,0.033,9.099
290.039893,37.7829715,0.003,0.014,20.273,0.035,19.384,0.017,18.952,0.009,18.744,0.02,8.65
290.0398943,37.7191075,0.004,0.022,18.738,0.006,18.26,0.004,18.052,0.005,17.979,0.009,9.191
290.0398958,37.7702289,0.007,0.013,15.139,0.005,14.151,0.003,13.782,0.000898,13.564,0.003,8.626
290.0399159,37.7431995,0.03,0.045,21.475,0.004,20.334,0.014,19.432,0.005,19.011,0.028,8.796
290.0399319,37.7778092,0.019,0.012,21.638,0.061,20.478,0.021,19.902,0.026,19.67,0.024,8.63
290.0401244,37.83902,0.014,0.018,22.211,0.014,21.197,0.039,20.564,0.026,20.15,0.019,9.506
290.0402942,37.8147705,0.018,0.025,22.039,0.034,21.059,0.041,20.663,0.021,20.378,0.082,8.98
290.0403084,37.7915389,0.008,0.006,19.22,0.039,18.488,0.002,18.159,0.011,18.018,0.009,8.685
290.0403427,37.6996872,0.007,0.011,20.708,0.025,19.877,0.021,19.623,0.018,19.426,0.014,9.637
290.0403475,37.7894401,0.012,0.01,19.49,0.017,18.989,0.015,18.852,0.01,18.797,0.013,8.667
290.0403693,37.8529389,0.021,0.019,20.622,0.025,20.179,0.01,19.99,0.019,19.834,0.022,9.878
290.0403712,37.7356928,0.003,0.013,17.937,0.006,17.18,0.002,16.894,0.005,16.729,0.005,8.874
290.0404715,37.7159006,0.005,0.008,19.595,0.006,18.852,0.005,18.583,0.011,18.493,0.013,9.234
290.0404891,37.7392725,0.02,0.03,21.311,0.07,20.387,0.03,19.945,0.036,19.592,0.029,8.819
290.04054,37.7406181,0.072,0.075,22.047,0.184,21.592,0.047,20.209,0.042,19.362,0,8.799
290.0405561,37.8080731,0.014,0.023,21.286,0.03,20.166,0.024,19.674,0.025,19.435,0.02,8.862
290.0408794,37.733742,0.02,0.019,21.985,0.073,21.139,0.016,20.74,0.036,20.378,0.039,8.88
290.0414089,37.790213,0.004,0.006,17.806,0.003,17.213,0.002,17.001,0.005,16.917,0.004,8.622
290.0416225,37.7147391,0.006,0.004,18.293,0.008,17.71,0.004,17.497,0.007,17.411,0.003,9.209
290.0416796,37.7032606,0.015,0.018,22.297,0.173,21.317,0.025,20.516,0.028,20.055,0.047,9.485
290.0417634,37.7576421,0.012,0.016,21.901,0.034,20.886,0.031,20.434,0.034,20.186,0.044,8.58
290.0418123,37.8543068,0.025,0.025,21.785,0.037,20.559,0.01,19.78,0.025,19.286,0.015,9.859
290.041851,37.6881661,0.017,0.027,21.241,0.027,20.823,0.029,20.661,0.044,20.616,0.122,9.905
290.0423267,37.8229655,0.004,0.008,18.417,0.005,17.78,0.006,17.497,0.008,17.341,0.011,9.042
290.0423303,37.7486115,0.003,0.02,19.218,0.008,18.578,0.006,18.351,0.009,18.218,0.014,8.625
290.0425348,37.816344,0.005,0.008,16.754,0.002,16.368,0.003,16.229,0.005,16.201,0.000874,8.906
290.0425588,37.7200674,0.003,0.015,16.64,0.001,16.458,0.003,16.44,0.002,16.456,0.005,9.052
290.0426135,37.8244624,0.038,0.03,20.496,0.04,19.905,0.022,19.469,0.03,19.269,0.022,9.06
290.0426307,37.7784973,0.004,0.007,20.099,0.036,18.743,0.005,17.91,0.005,17.526,0.004,8.504
290.0427792,37.7284005,0.006,0.03,20.235,0.025,19.302,0.009,18.933,0.008,18.728,0.019,8.883
290.0428305,37.7868021,0.057,0.097,22.506,0.203,21.742,0.032,21.582,0.076,21.414,0.196,8.532
290.0428684,37.7188659,0.008,0.006,19.277,0.01,18.489,0.004,18.159,0.006,18.02,0.008,9.064
290.0430212,37.6860743,0.004,0.006,20.515,0.008,19.446,0.009,18.986,0.006,18.736,0.017,9.922
290.043055,37.8466836,0.002,0.005,18.18,0.003,17.587,0.006,17.343,0.012,17.257,0.011,9.586
290.0431319,37.7540952,0.002,0.007,17.754,0.003,17.128,0.003,16.909,0.006,16.818,0.004,8.539
290.0432085,37.6901202,0.002,0.005,19.524,0.015,18.678,0.007,18.313,0.008,18.126,0.012,9.79
290.0433158,37.7238717,0.009,0.019,20.893,0.043,20.385,0.021,20.244,0.039,20.054,0.051,8.942
290.0434272,37.8355242,0.011,0.017,18.828,0.005,18.034,0.011,17.689,0.008,17.552,0.008,9.276
290.0434647,37.8219618,0.005,0.006,17.817,0.000589,17.128,0.004,16.879,0.005,16.764,0.003,8.971
290.0434784,37.7139253,0.003,0.006,18.583,0.007,18.014,0.005,17.78,0.007,17.685,0.01,9.145
290.0435665,37.7052855,0.029,0.031,21.641,0.041,20.484,0.022,19.921,0.009,19.69,0.025,9.351
290.0436163,37.7723807,0.005,0.011,19.229,0.016,18.864,0.024,18.756,0.014,18.721,0.013,8.448
290.0436232,37.8250365,0.003,0.01,17.037,0.005,16.648,0.007,16.518,0.005,16.47,0.008,9.027
290.0438795,37.7650646,0.006,0.015,19.148,0.004,18.245,0.004,17.889,0.011,17.713,0.007,8.446
290.044018,37.7951423,0.002,0.005,19.58,0.007,18.855,0.004,18.551,0.006,18.441,0.016,8.543
290.0441173,37.7172623,0.003,0.009,19.618,0.005,19.098,0.01,18.888,0.008,18.802,0.01,9.043
290.0442601,37.8530965,0.146,0.054,18.875,0.009,18.003,0.009,17.439,0.012,17.144,0.01,9.722
290.0442721,37.8429445,0.005,0.009,19.617,0.002,18.863,0.01,18.59,0.008,18.478,0.011,9.432
290.0442728,37.8041509,0.006,0.009,20.712,0.025,19.67,0.009,19.368,0.031,19.175,0.027,8.635
290.0442741,37.6869161,0.028,0.037,22.349,0.175,21.426,0.088,21.027,0.045,20.764,0.055,9.845
290.0444427,37.8219676,0.014,0.012,20.368,0.059,19.394,0.007,19.007,0.004,18.751,0.015,8.927
290.0445012,37.8616537,0.01,0.018,21.314,0.049,20.098,0.014,18.842,0.008,18.186,0.009,9.979
290.0446297,37.758103,0.007,0.007,20.231,0.039,19.322,0.024,18.826,0.018,18.435,0.019,8.442
290.0449529,37.7356109,0.013,0.019,20.511,0.007,19.549,0.016,19.239,0.009,19.072,0.016,8.665
290.044974,37.7377057,0.026,0.015,22.151,0.055,20.866,0.018,19.858,0.015,19.398,0.022,8.633
290.0449851,37.7083059,0.015,0.027,21.889,0.063,20.72,0.037,20.019,0.025,19.828,0.013,9.214
290.0449906,37.7229445,0.017,0.023,22.356,0.185,21.343,0.083,20.437,0.046,20.047,0.033,8.885
