#AGE=10.000 EEPS=268
#EEP M/Mo LogTeff LogG LogL/Lo open gp1 rp1 ip1 zp1 yp1 wp1
12 0.115648 3.4770 5.1731 -2.8106 12.4478 15.0608 13.8120 12.2217 11.4793 11.0881 13.1814
13 0.138710 3.4805 5.1139 -2.6585 12.0650 14.6341 13.3976 11.8351 11.1035 10.7145 12.7863
14 0.160658 3.4845 5.0705 -2.5356 11.7553 14.2804 13.0583 11.5224 10.8003 10.4138 12.4654
15 0.179166 3.4884 5.0415 -2.4432 11.5220 14.0063 12.7991 11.2873 10.5728 10.1891 12.2224
16 0.195110 3.4917 5.0188 -2.3706 11.3320 13.7815 12.5846 11.0944 10.3879 10.0094 12.0224
17 0.210065 3.4943 4.9986 -2.3080 11.1642 13.5843 12.3944 10.9234 10.2247 9.8522 11.8449
18 0.224699 3.4966 4.9805 -2.2513 11.0108 13.4038 12.2202 10.7671 10.0756 9.7090 11.6827
19 0.239874 3.4988 4.9634 -2.1967 10.8618 13.2279 12.0505 10.6152 9.9308 9.5704 11.5247
20 0.257274 3.5013 4.9455 -2.1386 10.7008 13.0366 11.8653 10.4505 9.7747 9.4216 11.3529
21 0.278280 3.5040 4.9249 -2.0731 10.5202 12.8232 11.6594 10.2660 9.5995 9.2541 11.1610
22 0.295467 3.5062 4.9124 -2.0257 10.3916 12.6709 11.5143 10.1347 9.4747 9.1338 11.0246
23 0.305831 3.5075 4.9057 -1.9989 10.3185 12.5845 11.4321 10.0600 9.4040 9.0658 10.9471
24 0.312708 3.5083 4.9007 -1.9810 10.2703 12.5278 11.3782 10.0108 9.3571 9.0206 10.8962
25 0.317023 3.5089 4.8995 -1.9717 10.2443 12.4964 11.3484 9.9841 9.3322 8.9968 10.8684
26 0.319934 3.5093 4.9004 -1.9670 10.2305 12.4783 11.3315 9.9697 9.3191 8.9847 10.8530
27 0.322439 3.5095 4.8971 -1.9593 10.2105 12.4558 11.3100 9.9494 9.2994 8.9653 10.8323
28 0.324534 3.5097 4.8937 -1.9522 10.1917 12.4346 11.2898 9.9305 9.2810 8.9472 10.8128
29 0.326121 3.5101 4.8951 -1.9504 10.1859 12.4261 11.2821 9.9242 9.2757 8.9426 10.8060
30 0.328240 3.5103 4.8931 -1.9445 10.1705 12.4082 11.2653 9.9087 9.2606 8.9279 10.7900
31 0.330869 3.5106 4.8919 -1.9383 10.1539 12.3883 11.2467 9.8917 9.2446 8.9123 10.7724
32 0.335128 3.5111 4.8887 -1.9277 10.1260 12.3559 11.2162 9.8634 9.2175 8.8858 10.7432
33 0.341697 3.5118 4.8843 -1.9120 10.0847 12.3079 11.1710 9.8215 9.1772 8.8463 10.7001
34 0.449172 3.5297 4.7969 -1.6368 9.3626 11.4484 10.3887 9.0864 8.4782 8.1627 9.9432
35 0.480148 3.5363 4.7711 -1.5534 9.1415 11.1849 10.1517 8.8585 8.2644 7.9558 9.7101
36 0.498112 3.5410 4.7557 -1.5030 9.0106 11.0276 10.0115 8.7227 8.1384 7.8350 9.5713
37 0.518203 3.5469 4.7391 -1.4457 8.8616 10.8463 9.8493 8.5675 7.9963 7.6995 9.4119
38 0.539028 3.5538 4.7227 -1.3846 8.7019 10.6480 9.6699 8.4006 7.8457 7.5576 9.2387
39 0.559646 3.5613 4.7071 -1.3225 8.5349 10.4305 9.4675 8.2265 7.6920 7.4148 9.0528
40 0.579757 3.5693 4.6926 -1.2609 8.3636 10.1990 9.2467 8.0482 7.5384 7.2743 8.8576
41 0.599067 3.5774 4.6794 -1.2011 8.1898 9.9562 9.0090 7.8682 7.3873 7.1387 8.6551
42 0.615577 3.5847 4.6684 -1.1492 8.0294 9.7257 8.7785 7.7035 7.2532 7.0209 8.4643
43 0.630941 3.5917 4.6585 -1.1006 7.8742 9.4998 8.5492 7.5454 7.1268 6.9112 8.2775
44 0.645340 3.5984 4.6493 -1.0548 7.7240 9.2797 8.3234 7.3936 7.0076 6.8083 8.0955
45 0.659022 3.6049 4.6408 -1.0110 7.5780 9.0667 8.1014 7.2480 6.8951 6.7116 7.9178
46 0.671551 3.6110 4.6331 -0.9709 7.4426 8.8706 7.8953 7.1146 6.7932 6.6237 7.7530
47 0.682621 3.6163 4.6263 -0.9354 7.3227 8.6989 7.7142 6.9980 6.7045 6.5466 7.6076
48 0.692756 3.6214 4.6201 -0.9029 7.2130 8.5430 7.5508 6.8920 6.6238 6.4760 7.4755
49 0.702395 3.6260 4.6141 -0.8721 7.1100 8.3983 7.4023 6.7933 6.5475 6.4085 7.3531
50 0.711503 3.6305 4.6086 -0.8429 7.0137 8.2637 7.2665 6.7014 6.4758 6.3445 7.2397
51 0.719832 3.6347 4.6034 -0.8162 6.9261 8.1423 7.1462 6.6182 6.4100 6.2855 7.1377
52 0.726563 3.6380 4.5991 -0.7945 6.8556 8.0449 7.0513 6.5516 6.3566 6.2373 7.0562
53 0.733124 3.6413 4.5950 -0.7734 6.7875 7.9510 6.9613 6.4872 6.3046 6.1902 6.9781
54 0.739553 3.6445 4.5909 -0.7527 6.7214 7.8599 6.8756 6.4248 6.2533 6.1437 6.9028
55 0.745883 3.6476 4.5867 -0.7324 6.6569 7.7712 6.7937 6.3640 6.2028 6.0977 6.8300
56 0.752100 3.6507 4.5826 -0.7123 6.5941 7.6847 6.7152 6.3049 6.1529 6.0522 6.7595
57 0.758243 3.6537 4.5785 -0.6926 6.5326 7.6003 6.6398 6.2470 6.1037 6.0071 6.6911
58 0.764338 3.6567 4.5744 -0.6731 6.4724 7.5177 6.5670 6.1905 6.0549 5.9623 6.6244
59 0.770352 3.6595 4.5701 -0.6539 6.4136 7.4372 6.4971 6.1351 6.0066 5.9181 6.5596
60 0.776275 3.6624 4.5658 -0.6349 6.3563 7.3589 6.4301 6.0814 5.9592 5.8745 6.4970
61 0.782126 3.6651 4.5615 -0.6164 6.3006 7.2827 6.3657 6.0291 5.9125 5.8314 6.4365
62 0.787865 3.6678 4.5571 -0.5982 6.2466 7.2090 6.3042 5.9784 5.8668 5.7892 6.3779
63 0.793502 3.6704 4.5527 -0.5803 6.1941 7.1373 6.2450 5.9290 5.8221 5.7478 6.3213
64 0.799026 3.6729 4.5483 -0.5629 6.1432 7.0681 6.1882 5.8813 5.7782 5.7071 6.2667
65 0.804366 3.6754 4.5440 -0.5459 6.0939 7.0010 6.1338 5.8350 5.7357 5.6676 6.2139
66 0.809557 3.6777 4.5397 -0.5293 6.0461 6.9360 6.0814 5.7901 5.6941 5.6290 6.1629
67 0.814623 3.6800 4.5355 -0.5131 5.9995 6.8728 6.0306 5.7464 5.6535 5.5912 6.1132
68 0.819579 3.6823 4.5311 -0.4972 5.9540 6.8112 5.9811 5.7036 5.6138 5.5542 6.0648
69 0.824445 3.6845 4.5269 -0.4815 5.9093 6.7509 5.9330 5.6618 5.5746 5.5177 6.0174
70 0.829232 3.6866 4.5225 -0.4659 5.8655 6.6921 5.8860 5.6207 5.5362 5.4818 5.9711
71 0.833968 3.6888 4.5181 -0.4506 5.8225 6.6344 5.8399 5.5802 5.4982 5.4463 5.9255
72 0.838645 3.6908 4.5135 -0.4354 5.7801 6.5780 5.7948 5.5404 5.4608 5.4112 5.8808
73 0.843278 3.6928 4.5089 -0.4204 5.7385 6.5226 5.7506 5.5012 5.4238 5.3765 5.8369
74 0.847860 3.6948 4.5042 -0.4056 5.6975 6.4685 5.7073 5.4625 5.3873 5.3421 5.7938
75 0.852376 3.6966 4.4994 -0.3909 5.6572 6.4156 5.6648 5.4245 5.3515 5.3082 5.7514
76 0.856830 3.6984 4.4946 -0.3765 5.6176 6.3640 5.6232 5.3872 5.3161 5.2749 5.7099
77 0.861219 3.7002 4.4897 -0.3622 5.5789 6.3136 5.5825 5.3504 5.2814 5.2420 5.6692
78 0.865528 3.7020 4.4848 -0.3482 5.5408 6.2645 5.5426 5.3145 5.2473 5.2096 5.6293
79 0.869764 3.7037 4.4799 -0.3345 5.5036 6.2167 5.5037 5.2792 5.2138 5.1779 5.5904
