0.000000, 26650.329378
0.001000, 26748.361050
0.002000, 26872.405403
0.003000, 26984.092235
0.004000, 26361.714393
0.005000, 26840.822854
0.006000, 26883.445320
0.007000, 26723.745827
0.008000, 26981.177537
0.009000, 26763.283904
0.010000, 26758.612402
0.011000, 26975.687524
0.012000, 26744.188640
0.013000, 26926.796461
0.014000, 26948.117676
0.015000, 26616.530860
0.016000, 26940.152165
0.017000, 26845.264774
0.018000, 27015.125782
0.019000, 26611.010901
0.020000, 26830.272047
0.021000, 26862.932634
0.022000, 26953.817307
0.023000, 27057.488720
0.024000, 26780.752128
0.025000, 26985.110383
0.026000, 26782.948133
0.027000, 26868.562393
0.028000, 27010.773699
0.029000, 26737.201350
0.030000, 26666.340253
0.031000, 26787.819272
0.032000, 26636.764054
0.033000, 26570.394785
0.034000, 26776.939064
0.035000, 26440.301436
0.036000, 26660.830276
0.037000, 26906.992486
0.038000, 26811.625966
0.039000, 26466.124462
0.040000, 26756.176832
0.041000, 26522.172506
0.042000, 26596.686958
0.043000, 26798.719444
0.044000, 26809.968980
0.045000, 26586.525442
0.046000, 26772.626908
0.047000, 26749.239452
0.048000, 26727.429127
0.049000, 26737.949988
0.050000, 26610.941028
0.051000, 26958.089536
0.052000, 26711.677780
0.053000, 26929.112248
0.054000, 26762.954503
0.055000, 27023.400729
0.056000, 26999.134871
0.057000, 26707.165987
0.058000, 26730.802989
0.059000, 26879.223001
0.060000, 26872.305584
0.061000, 26933.723859
0.062000, 26357.202600
0.063000, 26439.722489
0.064000, 26299.277970
0.065000, 26671.930084
0.066000, 26726.301179
0.067000, 26953.138542
0.068000, 26724.434574
0.069000, 26566.471921
0.070000, 26878.494326
0.071000, 26580.077172
0.072000, 26559.923833
0.073000, 26903.458914
0.074000, 26801.763905
0.075000, 27062.868933
0.076000, 26830.841012
0.077000, 26727.229490
0.078000, 26845.264774
0.079000, 26547.366676
0.080000, 27133.011338
0.081000, 27051.429742
0.082000, 26922.075049
0.083000, 26402.440309
0.084000, 26651.926472
0.085000, 26794.157742
0.086000, 26967.472468
0.087000, 26528.710612
0.088000, 26779.344688
0.089000, 27140.367956
0.090000, 26589.959196
0.091000, 26826.129582
0.092000, 26695.367450
0.093000, 26716.399191
0.094000, 26997.657558
0.095000, 26893.646763
0.096000, 26790.224896
0.097000, 26882.447136
0.098000, 26773.155946
0.099000, 26908.829145
0.100000, 26693.550754
0.101000, 26774.583349
0.102000, 26805.087859
0.103000, 26510.284132
0.104000, 26772.576999
0.105000, 26905.934410
0.106000, 26698.791221
0.107000, 26769.991702
0.108000, 26848.868219
0.109000, 26659.792164
0.110000, 26435.570043
0.111000, 26838.487103
0.112000, 26778.885523
0.113000, 26620.373869
0.114000, 26793.219449
0.115000, 26579.448316
0.116000, 26778.755759
0.117000, 27102.446938
0.118000, 26747.063410
0.119000, 26957.281007
0.120000, 26696.235870
0.121000, 26990.171177
0.122000, 26859.448971
0.123000, 26656.498156
0.124000, 26934.891735
0.125000, 26526.255079
