#AGE=14.000 EEPS=266
#EEP M/Mo LogTeff LogG LogL/Lo open gp1 rp1 ip1 zp1 yp1 wp1
13 0.101073 3.5416 5.3937 -2.8313 12.0358 13.8647 12.4369 11.6964 11.3703 11.2006 12.3551
14 0.110536 3.5506 5.3491 -2.7122 11.7289 13.4685 12.0794 11.3975 11.0901 10.9239 12.0275
15 0.120694 3.5596 5.3040 -2.5928 11.4188 13.0708 11.7274 11.0949 10.8050 10.6434 11.6987
16 0.131725 3.5682 5.2609 -2.4771 11.1178 12.6872 11.3942 10.8009 10.5257 10.3693 11.3820
17 0.143089 3.5757 5.2238 -2.3744 10.8507 12.3484 11.1042 10.5397 10.2758 10.1244 11.1025
18 0.154168 3.5815 5.1941 -2.2890 10.6290 12.0704 10.8669 10.3227 10.0672 9.9201 10.8716
19 0.164762 3.5860 5.1700 -2.2179 10.4447 11.8428 10.6715 10.1421 9.8929 9.7491 10.6804
20 0.175323 3.5899 5.1489 -2.1545 10.2803 11.6423 10.4985 9.9809 9.7368 9.5960 10.5105
21 0.186809 3.5934 5.1282 -2.0919 10.1185 11.4468 10.3289 9.8222 9.5827 9.4447 10.3435
22 0.201404 3.5974 5.1047 -2.0201 9.9330 11.2243 10.1351 9.6399 9.4058 9.2710 10.1523
23 0.221733 3.6021 5.0770 -1.9325 9.7065 10.9544 9.8994 9.4175 9.1893 9.0584 9.9192
24 0.243078 3.6065 5.0521 -1.8502 9.4940 10.7036 9.6790 9.2086 8.9859 8.8587 9.7009
25 0.265282 3.6105 5.0302 -1.7736 9.2960 10.4723 9.4742 9.0139 8.7963 8.6725 9.4975
26 0.286857 3.6140 5.0137 -1.7088 9.1277 10.2765 9.2998 8.8484 8.6354 8.5146 9.3246
27 0.303534 3.6165 5.0036 -1.6641 9.0117 10.1412 9.1795 8.7344 8.5247 8.4061 9.2053
28 0.313795 3.6178 4.9992 -1.6402 8.9493 10.0687 9.1148 8.6730 8.4651 8.3477 9.1412
29 0.320316 3.6187 4.9963 -1.6248 8.9090 10.0215 9.0729 8.6335 8.4268 8.3102 9.0997
30 0.325050 3.6193 4.9934 -1.6129 8.8781 9.9855 9.0409 8.6032 8.3974 8.2814 9.0680
31 0.329473 3.6200 4.9921 -1.6033 8.8526 9.9552 9.0142 8.5782 8.3733 8.2579 9.0415
32 0.334883 3.6207 4.9884 -1.5894 8.8164 9.9130 8.9767 8.5426 8.3388 8.2242 9.0044
33 0.341993 3.6219 4.9840 -1.5714 8.7693 9.8575 8.9276 8.4966 8.2944 8.1807 8.9558
34 0.350196 3.6234 4.9780 -1.5496 8.7120 9.7895 8.8678 8.4405 8.2402 8.1280 8.8965
35 0.358790 3.6252 4.9711 -1.5258 8.6495 9.7151 8.8025 8.3793 8.1815 8.0707 8.8318
36 0.367403 3.6270 4.9637 -1.5013 8.5848 9.6377 8.7349 8.3161 8.1207 8.0116 8.7648
37 0.375898 3.6289 4.9562 -1.4766 8.5197 9.5597 8.6668 8.2526 8.0598 7.9523 8.6974
38 0.384497 3.6308 4.9485 -1.4517 8.4541 9.4814 8.5982 8.1886 7.9983 7.8925 8.6294
