#AGE=10.000 EEPS=268
#EEP M/Mo LogTeff LogG LogL/Lo open gp1 rp1 ip1 zp1 yp1 wp1
12 0.106100 3.5463 5.3720 -2.7699 11.8779 13.6601 12.2516 11.5427 11.2265 11.0585 12.1861
13 0.115716 3.5551 5.3279 -2.6527 11.5746 13.2698 11.9030 11.2471 10.9487 10.7848 11.8636
14 0.126687 3.5642 5.2826 -2.5316 11.2596 12.8672 11.5501 10.9395 10.6577 10.4988 11.5309
15 0.139597 3.5732 5.2385 -2.4096 10.9419 12.4635 11.2027 10.6289 10.3614 10.2083 11.1978
16 0.153767 3.5809 5.2011 -2.2995 10.6560 12.1035 10.8954 10.3492 10.0929 9.9453 10.8996
17 0.167598 3.5867 5.1719 -2.2098 10.4231 11.8154 10.6484 10.1210 9.8727 9.7294 10.6579
18 0.180499 3.5912 5.1480 -2.1359 10.2317 11.5820 10.4469 9.9333 9.6909 9.5511 10.4600
19 0.193527 3.5950 5.1259 -2.0680 10.0563 11.3705 10.2634 9.7611 9.5238 9.3871 10.2791
20 0.208867 3.5990 5.1022 -1.9956 9.8691 11.1467 10.0682 9.5773 9.3452 9.2117 10.0863
21 0.227183 3.6031 5.0773 -1.9181 9.6691 10.9091 9.8603 9.3808 9.1538 9.0237 9.8805
22 0.246337 3.6069 5.0546 -1.8448 9.4797 10.6864 9.6641 9.1946 8.9724 8.8456 9.6860
23 0.266192 3.6105 5.0339 -1.7758 9.3014 10.4781 9.4795 9.0192 8.8016 8.6778 9.5030
24 0.285204 3.6135 5.0182 -1.7177 9.1509 10.3036 9.3238 8.8712 8.6575 8.5364 9.3485
25 0.301195 3.6159 5.0079 -1.6741 9.0373 10.1712 9.2061 8.7596 8.5491 8.4301 9.2317
26 0.312091 3.6174 5.0020 -1.6468 8.9665 10.0889 9.1327 8.6899 8.4815 8.3637 9.1589
27 0.319250 3.6183 4.9983 -1.6297 8.9219 10.0371 9.0864 8.6460 8.4389 8.3220 9.1131
28 0.324185 3.6189 4.9969 -1.6193 8.8949 10.0058 9.0584 8.6195 8.4132 8.2968 9.0853
29 0.328656 3.6196 4.9941 -1.6078 8.8646 9.9701 9.0269 8.5899 8.3844 8.2687 9.0541
30 0.333870 3.6203 4.9902 -1.5941 8.8290 9.9287 8.9900 8.5549 8.3505 8.2354 9.0175
31 0.340718 3.6215 4.9871 -1.5781 8.7868 9.8786 8.9459 8.5135 8.3107 8.1966 8.9738
32 0.349224 3.6230 4.9804 -1.5552 8.7269 9.8082 8.8836 8.4549 8.2541 8.1413 8.9120
33 0.358597 3.6247 4.9736 -1.5301 8.6609 9.7295 8.8147 8.3904 8.1920 8.0809 8.8438
34 0.368256 3.6268 4.9654 -1.5029 8.5891 9.6437 8.7395 8.3203 8.1246 8.0154 8.7694
35 0.377857 3.6290 4.9568 -1.4750 8.5156 9.5556 8.6626 8.2486 8.0558 7.9484 8.6932
36 0.387548 3.6312 4.9478 -1.4467 8.4408 9.4663 8.5844 8.1756 7.9858 7.8803 8.6157
37 0.398183 3.6335 4.9379 -1.4157 8.3595 9.3696 8.4996 8.0964 7.9096 7.8061 8.5317
