raMean,decMean,raMeanErr,decMeanErr,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,Ang Sep (')
259.1716475,42.9617702,0.022,0.031,22.164,0.094,21.555,0.05,21.334,0.041,20.804,0.08,11.516
259.1716584,43.1322896,0.014,0.014,20.479,0.025,20.182,0.033,20.071,0.014,20.05,0.026,4.763
259.171727,43.0937488,0.01,0.012,21.164,0.045,20.758,0.045,20.628,0.025,20.704,0.043,5.403
259.1717335,43.1108704,0.005,0.003,19.049,0.014,18.876,0.015,18.82,0.005,18.809,0.012,4.997
259.1717942,43.0367156,0.004,0.01,20.913,0.033,20.595,0.008,20.437,0.017,20.233,0.048,7.646
259.1718025,43.0474581,0.015,0.02,21.511,0.043,21.092,0.036,20.965,0.022,20.778,0.095,7.152
259.1718182,43.0571098,0.022,0.032,22.146,0.097,21.604,0.025,21.375,0.023,21.08,0.14,6.73
259.1718337,43.0865128,0.011,0.01,19.439,0.011,19.233,0.012,19.154,0.006,19.127,0.004,5.619
259.1719271,43.1190376,0.007,0.005,18.075,0.016,17.748,0.006,17.596,0.004,17.566,0.006,4.86
259.1719776,43.0905342,0.017,0.013,20.775,0.032,20.434,0.024,20.353,0.019,20.238,0.041,5.488
259.1720045,43.1494339,0.007,0.009,21.169,0.044,20.754,0.036,20.641,0.026,20.596,0.038,4.804
259.1720811,43.0805188,0.004,0.006,19.693,0.014,18.581,0.019,18.122,0.005,17.917,0.013,5.81
259.1721058,43.1888457,0.006,0.01,21.027,0.041,20.644,0.019,20.496,0.014,20.369,0.048,5.681
259.172129,43.0732324,0.035,0.052,21.892,0.022,21.307,0.041,20.891,0.034,20.416,0.259,6.072
259.172164,43.1330043,0.007,0.008,20.057,0.024,19.817,0.016,19.718,0.01,19.667,0.026,4.739
259.172213,43.043814,0.007,0.006,20.407,0.032,20.118,0.012,20.03,0.013,20.018,0.032,7.305
259.1722289,43.1980748,0.003,0.013,20.414,0.024,20.082,0.017,20.024,0.011,19.887,0.06,6
259.1723013,43.0991524,0.007,0.013,21.284,0.015,21.005,0.086,20.722,0.045,20.687,0.016,5.234
259.1723162,43.1283064,0.009,0.006,19.749,0.012,19.554,0.017,19.437,0.01,19.444,0.014,4.753
259.1723346,43.1155799,0.028,0.039,21.979,0.06,21.641,0.064,21.35,0.046,21.309,0.147,4.892
259.1723668,43.055213,0.018,0.026,21.76,0.084,21.282,0.08,21.093,0.021,20.702,0.087,6.794
259.1724329,43.2107245,0.013,0.018,21.262,0.044,20.893,0.031,20.781,0.026,20.478,0.093,6.488
259.1724386,43.0406964,0.006,0.005,19.716,0.017,19.484,0.013,19.412,0.007,19.419,0.018,7.442
259.1724393,43.1648473,0.007,0.004,18.532,0.008,18.319,0.008,18.248,0.005,18.227,0.009,5.018
259.1725035,43.1898866,0.004,0.003,18.967,0.009,18.746,0.011,18.704,0.004,18.73,0.023,5.701
259.1725115,43.0156228,0.004,0.004,19.373,0.012,19.161,0.009,19.071,0.006,19.083,0.013,8.656
259.1725307,43.0756672,0.011,0.009,19.931,0.011,19.684,0.019,19.562,0.011,19.566,0.036,5.968
259.172593,43.1391315,0.005,0.005,19.84,0.023,19.568,0.029,19.47,0.016,19.475,0.033,4.718
259.1726117,43.1267402,0.032,0.032,20.222,0.033,20.001,0.017,19.853,0.013,19.79,0.022,4.751
259.1726233,43.1141636,0.005,0.009,18.297,0.012,18.099,0.005,18.002,0.004,17.988,0.008,4.902
259.172637,43.1635339,0.015,0.022,21.599,0.065,21.128,0.031,21.031,0.041,20.782,0.077,4.983
259.1726372,43.2641815,0.021,0.032,21.855,0.062,21.391,0.055,21.117,0.031,20.936,0.028,8.991
259.1726803,43.0683604,0.018,0.023,21.638,0.037,21.193,0.03,20.994,0.037,20.543,0.144,6.241
259.1726882,43.0918039,0.019,0.028,21.738,0.04,21.119,0.027,20.946,0.036,20.662,0.04,5.423
259.1726963,43.1090216,0.119,0.047,20.849,0.082,20.731,0.047,20.492,0.02,20.471,0.067,4.992
259.1727095,43.14081,0.008,0.003,18.15,0.006,17.889,0.005,17.73,0.004,17.71,0.011,4.717
259.1727283,43.1310172,0.015,0.019,21.415,0.154,21.218,0.042,20.843,0.036,20.673,0.11,4.721
259.1727295,43.1363171,0.006,0.007,20.378,0.041,20.125,0.024,19.999,0.019,19.937,0.035,4.709
259.1727329,43.1130376,0.018,0.026,21.538,0.002,20.964,0.016,20.833,0.032,20.664,0.083,4.916
259.1727639,43.2118919,0.021,0.058,21.998,0.056,21.455,0.068,21.259,0.041,20.851,0.213,6.526
259.1728103,43.033753,0.036,0.047,22.178,0.209,21.991,0.052,21.5,0.033,21.059,0.119,7.759
259.1728579,43.1507533,0.013,0.02,21.449,0.039,21.021,0.061,20.868,0.043,20.744,0.038,4.78
259.1728919,43.1540659,0.004,0.003,16.354,0.006,15.921,0.008,15.695,0.004,15.607,0.006,4.818
259.1729006,43.1171042,0.017,0.019,21.429,0.03,20.968,0.02,20.742,0.024,20.624,0.106,4.845
259.1729656,43.0605444,0.013,0.012,20.741,0.023,20.415,0.023,20.288,0.016,20.157,0.056,6.549
259.1729955,43.0676496,0.027,0.036,22.107,0.031,21.55,0.047,21.369,0.022,21.03,0.015,6.259
259.1730334,43.1247217,0.02,0.017,21.252,0.061,20.93,0.049,20.792,0.027,20.722,0.03,4.75
259.1730543,43.2211088,0.026,0.04,22.145,0.079,21.616,0.044,21.294,0.035,21.132,0.108,6.912
259.1730597,43.1484855,0.018,0.027,21.87,0.04,21.215,0.049,21.099,0.04,20.837,0.08,4.749
259.1730908,43.1450042,0.016,0.009,21.079,0.04,20.643,0.053,20.564,0.034,20.458,0.092,4.721
259.1731633,43.1843049,0.023,0.039,22.01,0.043,21.495,0.053,21.326,0.034,21.287,0.093,5.496
259.1731789,43.1587258,0.03,0.049,20.264,0.027,19.91,0.029,19.86,0.012,19.834,0.025,4.875
259.17323,43.1712524,0.013,0.025,21.594,0.052,20.999,0.031,20.839,0.047,20.743,0.09,5.129
259.1732888,43.0370747,0.007,0.013,21.23,0.046,20.74,0.027,20.663,0.019,20.493,0.029,7.589
259.1733348,43.1748951,0.031,0.032,21.698,0.05,21.066,0.05,20.919,0.022,20.638,0.046,5.217
259.1733359,43.0886571,0.025,0.038,21.725,0.079,21.09,0.058,20.971,0.023,20.792,0.06,5.495
259.1733436,43.0965125,0.002,0.007,19.251,0.026,18.963,0.069,18.937,0.008,18.954,0.012,5.263
259.1733766,43.06192,0.021,0.074,21.448,0.04,21.041,0.039,20.874,0.038,20.576,0.115,6.479
259.173424,43.0811545,0.006,0.005,19.668,0.012,19.423,0.016,19.337,0.008,19.304,0.021,5.74
259.1734296,43.1422457,0.005,0.004,18.971,0.011,18.784,0.014,18.696,0.008,18.712,0.015,4.691
259.1734594,43.1342166,0.021,0.027,21.534,0.219,21.172,0.201,21.023,0.059,20.956,0.042,4.68
259.1734923,43.1804588,0.005,0.006,15.805,0.011,16.048,0.006,16.285,0.002,16.43,0.009,5.367
259.1735307,43.0462475,0.039,0.048,21.676,0.175,22.015,0.029,21.551,0.048,21.318,0.174,7.157
259.1735502,43.1438576,0.014,0.011,19.657,0.021,19.486,0.035,19.375,0.014,19.362,0.016,4.694
259.1735922,43.1610254,0.038,0.02,20.336,0.018,19.935,0.044,19.85,0.012,19.789,0.04,4.897
259.1736238,43.373561,0.024,0.035,21.94,0.079,21.522,0.043,21.294,0.032,20.936,0.049,14.967
259.1737247,43.1118057,0.01,0.003,18.651,0.006,18.488,0.009,18.402,0.005,18.421,0.007,4.897
259.1737326,43.1268595,0.1,0.069,20.707,0.006,20.532,0.038,20.321,0.037,20.224,0.05,4.702
259.1737467,43.0749591,0.016,0.026,21.261,0.028,20.819,0.014,20.667,0.032,20.355,0.206,5.952
259.1737963,43.1083575,0.014,0.018,21.427,0.13,20.829,0.009,20.722,0.019,20.6,0.019,4.96
259.1738127,42.9373175,0.009,0.015,21.081,0.041,20.641,0.019,20.461,0.018,20.177,0.138,12.832
259.1738569,43.0141408,0.022,0.029,22.062,0.029,21.46,0.103,21.189,0.033,21.038,0.136,8.699
259.1738787,43.3215515,0.025,0.029,22.086,0.038,21.482,0.036,21.242,0.037,21.065,0.173,12.037
259.1738853,43.203131,0.03,0.04,21.788,0.165,21.619,0.067,21.545,0.045,21.286,0.187,6.136
259.1739497,43.2506663,0.004,0.004,19.066,0.007,17.971,0.005,17.344,0.004,17.054,0.004,8.279
259.1739715,43.1018515,0.027,0.035,21.769,0.104,21.426,0.042,21.036,0.028,20.508,0.186,5.1
259.1739953,43.0515518,0.006,0.017,21.074,0.053,20.682,0.022,20.513,0.018,20.458,0.052,6.905
259.1740719,43.1095352,0.132,0.17,20.636,0.079,20.512,0.021,20.231,0.015,20.235,0.026,4.925
259.1740834,43.2476452,0.028,0.062,22.238,0.179,21.551,0.086,21.349,0.047,21.156,0.13,8.127
259.1740916,43.0582566,0.018,0.026,21.483,0.039,20.91,0.017,20.767,0.02,20.526,0.088,6.611
259.1741286,43.1443414,0.063,0.043,19.908,0.011,19.68,0.005,19.51,0.012,19.479,0.01,4.672
259.1741351,43.1226514,0.006,0.011,20.782,0.054,20.384,0.027,20.269,0.014,20.187,0.03,4.722
259.1741549,43.1566865,0.021,0.051,20.477,0.016,20.19,0.033,20.1,0.022,20.064,0.025,4.801
259.1741668,43.1671122,0.173,0.131,20.25,0.025,19.895,0.061,19.805,0.014,19.807,0.034,4.995
259.1741733,43.3550292,0.034,0.046,21.943,0.125,21.801,0.079,21.363,0.043,21.043,0.303,13.907
259.1741835,43.1963949,0.025,0.037,22.11,0.157,21.592,0.106,21.371,0.032,21.298,0.093,5.871
259.1741998,43.1334698,0.005,0.011,20.974,0.06,20.695,0.029,20.493,0.029,20.421,0.044,4.649
259.174249,43.1655991,0.007,0.006,19.123,0.01,18.885,0.023,18.857,0.007,18.856,0.026,4.959
259.1742846,43.179496,0.004,0.008,18.616,0.007,18.41,0.007,18.353,0.005,18.347,0.011,5.308
259.1743172,43.0082024,0.004,0.004,19.514,0.01,19.285,0.011,19.181,0.007,19.206,0.013,8.992
259.1743555,43.1407557,0.021,0.026,21.916,0.146,21.155,0.075,20.994,0.071,20.918,0.085,4.645
259.1744154,43.1361786,0.044,0.015,20.158,0.028,19.963,0.018,19.801,0.015,19.736,0.031,4.636
259.1745528,43.1272051,0.038,0.012,20.018,0.015,19.8,0.038,19.622,0.019,19.578,0.035,4.664
259.1746076,43.1203064,0.024,0.035,21.855,0.181,21.708,0.06,21.351,0.07,21.07,0.227,4.729
259.1746285,43.1032617,0.021,0.032,21.903,0.073,21.227,0.064,20.932,0.023,20.724,0.036,5.039
259.1746422,43.1523194,0.019,0.02,20.897,0.036,20.171,0.056,19.673,0.018,19.562,0.098,4.721
259.1746563,43.2148755,0.018,0.024,21.753,0.023,21.349,0.05,21.021,0.023,20.565,0.168,6.593
259.1747069,43.1935551,0.039,0.013,20.68,0.036,20.371,0.02,20.223,0.014,20.102,0.094,5.75
259.1747101,43.1169475,0.004,0.009,20.525,0.035,20.278,0.043,20.157,0.013,20.071,0.033,4.77
259.1747102,43.1316387,0.009,0.006,20.435,0.036,20.124,0.025,20.05,0.018,19.96,0.049,4.632
259.1747584,43.0635699,0.041,0.057,22.223,0.186,21.967,0.063,21.642,0.024,21.13,0.144,6.367
259.174795,43.164311,0.049,0.013,20.48,0.026,20.117,0.024,20.027,0.016,20.042,0.032,4.91
259.174824,42.9732315,0.002,0.003,21.092,0.043,19.907,0.032,18.843,0.004,18.346,0.011,10.834
259.1748558,42.9346633,0.001,0.003,16.824,0.003,16.037,0.003,15.726,0.002,15.601,0.009,12.964
259.1748578,42.9616507,0.003,0.004,19.12,0.005,18.874,0.011,18.809,0.005,18.799,0.015,11.465
259.174876,43.1564102,0.011,0.008,19.726,0.018,19.483,0.019,19.401,0.01,19.401,0.013,4.767
259.1748896,43.0379026,0.024,0.031,21.815,0.167,21.407,0.051,21.238,0.033,20.971,0.052,7.506
259.1749425,43.1588687,0.011,0.015,20.537,0.028,20.294,0.024,20.191,0.021,20.198,0.082,4.803
259.1749592,43.1002193,0.019,0.027,21.786,0.059,21.416,0.068,21.055,0.026,21.049,0.043,5.102
259.1749805,43.0770285,0.01,0.006,19.931,0.017,19.669,0.013,19.569,0.013,19.516,0.054,5.833
259.1750048,43.2184882,0.034,0.055,22.046,0.154,21.823,0.051,21.397,0.073,21.06,0.334,6.739
259.175087,43.1894587,0.021,0.035,18.188,0.007,17.94,0.014,17.87,0.004,17.857,0.013,5.594
259.1750871,43.1089979,0.018,0.014,20.453,0.046,20.151,0.018,19.994,0.012,19.988,0.028,4.894
259.1751141,42.9467997,0.027,0.037,21.659,0.137,21.561,0.069,21.39,0.035,21.284,0.154,12.282
259.1751893,43.1513157,0.008,0.029,20.547,0.023,20.158,0.027,20.073,0.015,19.973,0.029,4.686
259.175197,43.1465291,0.029,0.041,22.209,0.06,21.59,0.05,21.352,0.074,21.034,0.159,4.64
259.1752404,43.1872327,0.014,0.019,21.673,0.052,21.041,0.034,20.909,0.024,20.852,0.064,5.513
259.175247,43.1664596,0.023,0.009,20.368,0.016,19.958,0.019,19.869,0.017,19.808,0.058,4.937
259.1752588,43.0071769,0.038,0.044,22.336,0.175,21.821,0.029,21.387,0.062,21.319,0.182,9.023
259.1753056,43.124499,0.013,0.043,21.311,0.048,21.012,0.039,20.756,0.032,20.622,0.102,4.653
259.1753545,43.1136876,0.04,0.044,20.908,0.055,20.689,0.026,20.515,0.019,20.399,0.06,4.795
259.1753609,43.2259004,0.003,0.004,19.822,0.02,19.543,0.012,19.457,0.008,19.393,0.017,7.059
259.175364,43.2144868,0.016,0.02,21.638,0.051,21.156,0.028,20.979,0.017,20.614,0.094,6.555
259.1753662,43.2589893,0.007,0.008,18.802,0.009,18.602,0.007,18.546,0.006,18.532,0.01,8.664
259.1754074,43.02639,0.002,0.005,17.068,0.004,16.331,0.006,16.002,0.003,15.86,0.003,8.049
259.175429,43.0909367,0.008,0.007,19.594,0.016,19.384,0.021,19.281,0.01,19.301,0.021,5.346
259.1754601,43.245826,0.026,0.031,21.413,0.059,20.939,0.044,20.726,0.025,20.612,0.087,8.003
259.1754648,43.1536266,0.017,0.024,21.591,0.07,21.103,0.06,20.795,0.036,20.615,0.064,4.702
259.1754935,43.1298132,0.036,0.049,22.308,0.173,21.804,0.196,21.536,0.083,21.549,0.184,4.606
259.1756014,43.1123602,0.003,0.008,19.472,0.014,19.307,0.008,19.2,0.006,19.179,0.018,4.808
259.1756027,43.2017351,0.011,0.009,19.579,0.023,19.363,0.013,19.285,0.009,19.293,0.017,6.025
259.1756049,43.1097599,0.017,0.047,20.819,0.056,20.457,0.014,20.211,0.012,20.185,0.071,4.858
259.1756227,43.0919415,0.005,0.009,20.333,0.016,19.993,0.042,19.869,0.01,19.882,0.04,5.308
259.175633,43.1337557,0.016,0.007,20.311,0.025,20.042,0.029,19.9,0.015,19.804,0.019,4.585
259.1756551,43.2908311,0.016,0.012,20.881,0.035,20.495,0.043,20.35,0.011,20.412,0.016,10.328
259.1756778,43.0793442,0.011,0.007,19.396,0.007,19.193,0.01,19.11,0.007,19.166,0.036,5.724
259.1756814,43.2302293,0.004,0.009,21.042,0.046,20.691,0.032,20.539,0.017,20.48,0.067,7.25
259.1757765,43.1020128,0.01,0.005,19.997,0.019,19.758,0.026,19.646,0.01,19.657,0.031,5.024
259.1757918,43.0932341,0.012,0.015,20.926,0.02,20.594,0.072,20.305,0.019,20.262,0.037,5.263
259.1758088,43.0887516,0.008,0.009,19.633,0.014,19.384,0.019,19.321,0.008,19.277,0.023,5.4
259.175853,43.2365807,0.018,0.025,21.834,0.112,21.305,0.05,21.138,0.029,20.995,0.063,7.544
259.1758765,43.1284502,0.022,0.02,21.392,0.1,21.199,0.04,20.964,0.024,20.796,0.049,4.598
259.1758788,43.1176349,0.065,0.01,19.035,0.013,18.883,0.017,18.79,0.005,18.814,0.024,4.711
259.1759082,43.0221149,0.017,0.027,21.682,0.04,21.167,0.043,20.977,0.02,20.839,0.06,8.249
259.1759146,43.1598735,0.035,0.046,22.07,0.173,21.794,0.055,21.545,0.048,21.087,0.185,4.779
259.1759193,43.1882128,0.013,0.019,21.434,0.073,20.979,0.077,20.852,0.024,20.689,0.06,5.521
259.1759359,43.1360176,0.006,0.009,20.763,0.047,20.375,0.03,20.233,0.02,20.241,0.06,4.569
259.1759766,43.3521048,0.007,0.004,18.993,0.035,18.389,0.074,18.059,0.023,17.909,0.045,13.715
259.1759808,42.9326166,0.003,0.005,17.567,0.004,16.749,0.004,16.43,0.003,16.312,0.008,13.062
259.1759926,43.1391615,0.008,0.01,21.597,0.102,20.9,0.099,20.813,0.041,20.738,0.071,4.569
259.1760518,43.1343526,0.032,0.031,21.546,0.107,21.057,0.083,20.837,0.022,20.652,0.000008,4.566
259.176093,43.1661282,0.005,0.016,19.19,0.011,18.963,0.012,18.906,0.008,18.9,0.027,4.895
259.1761165,43.3482616,0.011,0.017,21.317,0.037,20.718,0.034,20.59,0.025,20.401,0.071,13.496
259.1761385,43.2093388,0.032,0.042,22.033,0.096,21.669,0.056,21.676,0.095,21.188,0.158,6.313
259.1762119,43.2663994,0.017,0.021,21.183,0.022,20.739,0.028,20.632,0.021,20.494,0.068,9.025
259.176337,43.0453904,0.015,0.021,21.672,0.063,20.855,0.073,20.406,0.028,20.191,0.039,7.116
259.1763426,43.1922376,0.008,0.015,20.627,0.028,20.273,0.028,20.192,0.014,20.188,0.048,5.645
259.1763619,43.0453747,0.032,0.034,21.561,0.107,20.817,0.062,20.351,0.026,20.01,0.087,7.116
259.1763651,43.053475,0.019,0.026,21.958,0.049,21.439,0.041,21.144,0.039,20.883,0.024,6.75
259.1765057,43.0661169,0.022,0.02,20.977,0.06,20.441,0.016,20.258,0.015,20.04,0.065,6.206
259.1765126,43.039058,0.011,0.018,21.173,0.037,20.787,0.027,20.66,0.027,20.576,0.031,7.408
259.1765247,43.121339,0.005,0.006,18.844,0.014,18.654,0.016,18.579,0.007,18.602,0.02,4.634
259.1765429,43.1551946,0.008,0.007,20.189,0.021,19.989,0.014,19.881,0.013,19.836,0.018,4.678
259.1766126,43.0257776,0.017,0.006,19.258,0.013,18.742,0.007,18.526,0.005,18.46,0.012,8.049
259.1766157,43.2214555,0.006,0.008,20.26,0.022,19.994,0.021,19.858,0.011,19.887,0.025,6.823
259.1767245,42.9106851,0.007,0.007,21.56,0.033,20.522,0.018,19.949,0.009,19.758,0.028,14.291
259.1767385,43.1634322,0.016,0.025,21.682,0.039,21.157,0.049,20.928,0.035,20.933,0.085,4.812
259.1767878,43.2016083,0.009,0.006,18.694,0.004,18.481,0.007,18.432,0.005,18.451,0.011,5.981
259.1768685,43.0938129,0.018,0.023,21.634,0.018,21.077,0.044,20.704,0.016,20.631,0.152,5.204
259.1769578,43.1111485,0.013,0.011,18.867,0.016,18.718,0.007,18.638,0.007,18.681,0.008,4.774
259.1769671,43.1492953,0.039,0.051,22.164,0.087,21.051,0.094,21.299,0.043,20.298,0.265,4.588
259.1769701,43.0651873,0.026,0.036,22.012,0.154,21.579,0.034,21.342,0.03,20.823,0.039,6.229
259.1769815,43.0686568,0.024,0.04,22.028,0.045,21.541,0.046,21.309,0.046,20.883,0.106,6.088
259.1770324,43.1525008,0.016,0.02,21.584,0.058,21.027,0.083,20.942,0.037,20.751,0.012,4.621
259.1770626,43.2115903,0.009,0.012,21.432,0.027,20.905,0.03,20.732,0.023,20.571,0.056,6.379
259.1770894,43.2155469,0.013,0.017,21.62,0.031,21.102,0.032,20.833,0.019,20.668,0.058,6.548
259.1771923,43.1345681,0.028,0.035,22.213,0.059,21.918,0.064,21.371,0.048,20.913,0.051,4.516
259.1771947,43.089906,0.102,0.047,20.497,0.017,20.106,0.051,19.971,0.016,19.971,0.042,5.312
259.1771986,42.9511687,0.013,0.019,21.36,0.058,20.953,0.033,20.826,0.02,20.798,0.094,12.005
259.1772261,43.1434893,0.038,0.032,20.928,0.041,20.512,0.042,20.314,0.023,20.351,0.031,4.532
259.1772397,43.369731,0.003,0.004,21.164,0.043,20.091,0.016,19.616,0.006,19.387,0.021,14.7
259.1773058,43.1673038,0.013,0.018,21.099,0.026,20.726,0.157,20.554,0.029,20.444,0.108,4.872
259.1773576,43.0930419,0.006,0.013,20.866,0.027,20.484,0.024,20.361,0.014,20.236,0.077,5.209
259.1773625,43.2071624,0.02,0.03,22.021,0.04,21.552,0.033,21.367,0.035,20.97,0.117,6.185
259.1773774,43.3322469,0.003,0.005,20.592,0.014,20.287,0.012,20.138,0.009,20.091,0.053,12.576
259.1774108,43.0874315,0.012,0.016,20.881,0.054,20.482,0.044,20.337,0.015,20.181,0.055,5.383
259.1774184,43.1412993,0.015,0.016,22.139,0.169,21.709,0.149,20.765,0.04,20.203,0.146,4.513
259.1774391,43.1202218,0.007,0.008,19.073,0.013,18.885,0.01,18.798,0.008,18.779,0.012,4.609
259.1774441,43.1122944,0.027,0.036,22.084,0.145,21.641,0.108,21.288,0.038,21.028,0.115,4.733
259.1775067,43.1950409,0.013,0.018,21.399,0.05,21.041,0.036,20.835,0.025,20.718,0.116,5.706
259.1775117,43.0345352,0.03,0.042,22.162,0.003,21.764,0.056,21.527,0.039,20.961,0.109,7.598
259.1775616,43.2124302,0.011,0.021,21.339,0.028,20.875,0.032,20.724,0.018,20.538,0.036,6.399
259.1775847,43.1153306,0.017,0.027,20.378,0.05,20.134,0.02,20.035,0.012,20.067,0.045,4.674
259.1775908,43.1318081,0.002,0.007,19.085,0.005,18.935,0.02,18.838,0.008,18.834,0.019,4.506
259.1776065,43.0624082,0.023,0.007,20.785,0.019,20.407,0.013,20.29,0.013,20.16,0.083,6.325
259.1776272,43.1586245,0.02,0.032,21.322,0.022,20.97,0.048,20.885,0.036,20.772,0.061,4.686
259.1776284,43.0664015,0.005,0.004,18.807,0.008,18.611,0.008,18.554,0.005,18.539,0.011,6.159
259.1776941,43.129253,0.057,0.033,18.448,0.01,18.293,0.01,18.198,0.009,18.231,0.004,4.513
259.1777197,43.2219572,0.006,0.004,19.299,0.01,18.866,0.008,18.691,0.005,18.627,0.013,6.813
259.1777732,43.0534902,0.026,0.031,22.209,0.089,21.638,0.095,21.292,0.044,21.082,0.014,6.708
259.177806,43.2361299,0.006,0.006,19.816,0.013,19.557,0.016,19.477,0.008,19.458,0.032,7.471
259.1778114,42.9367779,0.001,0.003,16.047,0.005,15.048,0.005,14.637,0.002,14.475,0.005,12.799
259.1778222,43.1491642,0.099,0.06,22.017,0.104,21.848,0.138,21.245,0.062,20.337,0.091,4.55
259.1778443,43.1263267,0.004,0.011,18.822,0.014,18.689,0.008,18.6,0.008,18.595,0.02,4.527
259.1778934,43.0840396,0.003,0.005,19.498,0.016,19.232,0.016,19.157,0.009,19.132,0.028,5.48
259.1779075,43.1744759,0.004,0.012,19.821,0.015,19.574,0.02,19.503,0.008,19.514,0.012,5.027
259.1779181,43.1172718,0.02,0.011,20.984,0.031,20.718,0.03,20.516,0.02,20.361,0.093,4.629
259.1779463,43.0678499,0.119,0.097,20.82,0.074,20.441,0.014,20.324,0.022,20.076,0.032,6.089
259.1779843,43.0795865,0.035,0.049,22.028,0.026,21.48,0.04,21.268,0.029,21.05,0.067,5.635
259.1779992,43.1968032,0.019,0.03,21.985,0.073,21.343,0.04,21.222,0.038,20.965,0.102,5.755
259.1780625,43.0916883,0.011,0.014,19.813,0.017,19.596,0.035,19.491,0.008,19.494,0.043,5.223
259.1780807,43.0679938,0.071,0.156,20.867,0.044,20.552,0.026,20.315,0.034,20.201,0.055,6.079
259.1781565,43.1531048,0.009,0.014,19.529,0.013,19.253,0.026,19.217,0.008,19.221,0.027,4.581
259.1781822,43.1621223,0.008,0.012,21.103,0.045,20.746,0.022,20.581,0.025,20.648,0.076,4.726
259.178188,43.1085971,0.002,0.004,19.856,0.024,19.639,0.019,19.514,0.008,19.517,0.021,4.775
259.1781952,43.2199574,0.012,0.019,21.429,0.057,20.951,0.036,20.775,0.021,20.694,0.063,6.71
259.1781973,43.2465506,0.003,0.005,16.047,0.007,15.585,0.004,15.358,0.003,15.272,0.004,7.971
259.1782148,43.0582276,0.002,0.003,19.773,0.009,18.828,0.012,18.455,0.004,18.266,0.012,6.486
259.1782216,43.1579161,0.005,0.016,20.727,0.025,20.384,0.03,20.325,0.018,20.172,0.098,4.649
259.178265,43.1211194,0.014,0.019,21.192,0.048,20.896,0.03,20.664,0.029,20.668,0.049,4.562
259.1783053,43.2244529,0.009,0.006,19.519,0.01,19.247,0.01,19.183,0.008,19.151,0.02,6.91
259.178367,43.1558854,0.01,0.013,21.594,0.07,20.915,0.04,20.808,0.026,20.741,0.026,4.611
259.1784449,43.1119848,0.026,0.038,22.103,0.145,21.541,0.088,21.192,0.046,20.997,0.111,4.697
259.1784679,43.1756073,0.01,0.014,20.599,0.018,20.217,0.02,20.114,0.02,20.021,0.005,5.036
259.178468,43.1135756,0.033,0.051,21.671,0.142,21.896,0.124,21.297,0.03,20.908,0.104,4.667
259.1785134,43.1161583,0.002,0.008,19.535,0.023,19.383,0.017,19.307,0.007,19.272,0.027,4.621
259.1785313,43.0687625,0.013,0.012,21.002,0.034,20.629,0.031,20.503,0.027,20.447,0.106,6.033
259.1785582,43.2830677,0.014,0.02,21.702,0.049,21.129,0.042,20.95,0.02,20.759,0.055,9.854
259.1785885,43.1375441,0.063,0.043,19.948,0.015,19.833,0.044,19.648,0.02,19.638,0.015,4.453
259.1786052,43.1669935,0.227,0.09,19.8,0.032,19.502,0.055,19.46,0.018,19.433,0.031,4.812
259.178623,43.0912707,0.029,0.055,20.298,0.043,19.968,0.021,19.845,0.013,19.775,0.068,5.215
259.1786466,43.1714382,0.026,0.039,22.004,0.057,21.625,0.053,21.31,0.041,21.13,0.126,4.918
259.1786576,43.0943689,0.006,0.01,18.605,0.011,17.799,0.011,17.474,0.004,17.352,0.000697,5.12
259.1786681,43.2028221,0.013,0.016,21.341,0.06,20.933,0.029,20.676,0.018,20.474,0.034,5.967
259.1786723,43.1343013,0.016,0.008,21.165,0.067,20.787,0.058,20.628,0.025,20.55,0.085,4.451
259.1786751,43.1860924,0.018,0.025,21.677,0.064,21.308,0.043,21.033,0.028,20.82,0.074,5.35
259.1787324,43.1936057,0.003,0.004,19.94,0.016,19.575,0.017,19.444,0.009,19.383,0.043,5.611
259.1787802,43.1466996,0.03,0.039,21.953,0.049,21.343,0.278,21.46,0.052,21.511,0.299,4.486
259.1787948,43.2901442,0.004,0.004,18.447,0.005,17.595,0.006,17.28,0.003,17.154,0.015,10.23
259.1788834,43.1733611,0.015,0.026,21.501,0.052,21.071,0.044,20.875,0.034,20.618,0.146,4.959
259.1789217,43.1290279,0.011,0.01,19.716,0.019,19.536,0.017,19.44,0.007,19.423,0.02,4.461
259.178968,43.0869575,0.018,0.023,21.51,0.041,21.026,0.028,20.756,0.022,20.634,0.091,5.342
259.1789833,43.1491587,0.02,0.028,21.775,0.055,20.972,0.216,21.08,0.044,20.829,0.058,4.5
259.1790007,43.1328319,0.03,0.015,21.669,0.039,21.043,0.095,21.064,0.029,20.669,0.135,4.441
259.1790106,43.2544336,0.083,0.095,22.377,0.177,21.963,0.121,21.483,0.038,21.053,0.049,8.347
259.1790214,43.1217943,0.019,0.014,20.894,0.041,20.605,0.035,20.436,0.018,20.345,0.028,4.522
259.1790794,43.1586885,0.003,0.021,19.468,0.013,19.212,0.018,19.167,0.006,19.169,0.027,4.626
259.1790877,43.1550728,0.007,0.01,20.507,0.019,20.196,0.019,20.11,0.021,20.03,0.057,4.568
