raMean,decMean,raMeanErr,decMeanErr,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,Ang Sep (')
258.938673,43.1220214,0.002,0.003,20.084,0.017,18.863,0.003,17.784,0.003,17.295,0.003,14.984
258.9425725,43.1650632,0.001,0.002,17.499,0.005,17.195,0.003,17.084,0.002,17.083,0.008,14.882
258.9442391,43.1095996,0.002,0.003,19.229,0.009,18.748,0.006,18.555,0.004,18.488,0.006,14.805
258.9457729,43.1806046,0.026,0.086,13.636,0.019,13.036,-999,12.755,-999,12.611,-999,14.878
258.9458321,43.1191824,0.002,0.004,19.477,0.011,19.007,0.012,18.838,0.003,18.739,0.018,14.683
258.94591,43.0888737,0.01,0.009,19.454,0.01,18.878,0.006,18.666,0.003,18.606,0.019,14.923
258.9459719,43.1412954,0.007,0.012,21.281,0.035,20.752,0.037,20.638,0.018,20.51,0.043,14.64
258.9462252,43.172977,0.002,0.002,19.322,0.013,18.123,0.003,17.189,0.003,16.784,0.007,14.785
258.9477526,43.0785101,0.002,0.005,20.789,0.026,20.05,0.017,19.819,0.008,19.743,0.028,14.977
258.9486679,43.1451961,0.003,0.003,19.381,0.009,19.152,0.006,19.073,0.005,19.091,0.025,14.528
258.9502744,43.1013359,0.011,0.012,21.083,0.046,20.395,0.068,19.903,0.015,19.774,0.064,14.607
258.9511623,43.0752457,0.024,0.037,22.245,0.073,21.441,0.039,21.228,0.021,20.922,0.086,14.879
258.9517108,43.1983582,0.007,0.01,22.129,0.066,20.556,0.025,19.904,0.019,19.666,0.024,14.85
258.9543415,43.1306826,0.017,0.022,21.698,0.115,21.291,0.044,21.016,0.025,20.808,0.075,14.276
258.9548544,43.0910541,0.007,0.006,21.129,0.029,20.009,0.02,18.779,0.006,18.243,0.006,14.513
258.9550498,43.0738274,0.032,0.051,22.128,0.173,21.748,0.052,21.242,0.039,21.048,0.229,14.736
258.9556846,43.1005147,0.004,0.004,19.127,0.007,18.904,0.008,18.834,0.004,18.828,0.015,14.38
258.9557699,43.1348916,0.002,0.002,18.048,0.008,17.679,0.003,17.549,0.003,17.515,0.023,14.209
258.9558462,43.1897377,0.005,0.002,19.591,0.01,18.402,0.008,17.773,0.003,17.5,0.008,14.554
258.9561826,43.1673506,0.004,0.004,21.524,0.043,20.294,0.016,19.113,0.006,18.61,0.014,14.307
258.9561923,43.1737451,0.042,0.043,21.752,0.159,21.897,0.072,21.319,0.034,20.955,0.057,14.361
258.9568894,43.1232293,0.027,0.046,21.582,0.109,21.745,0.101,21.436,0.047,21.147,0.227,14.184
258.9570415,43.1383424,0.024,0.029,21.598,0.238,21.538,0.126,20.72,0.025,20.294,0.123,14.153
258.9570764,43.1935972,0.029,0.045,21.972,0.16,21.811,0.047,21.373,0.038,21.502,0.178,14.554
258.957574,43.2084042,0.025,0.036,22.198,0.137,21.484,0.075,21.108,0.034,20.943,0.074,14.765
258.958618,43.091654,0.005,0.011,21.764,0.043,20.658,0.025,20.095,0.011,19.735,0.045,14.344
258.9590294,43.1128778,0.155,0.268,22.544,0.205,21.939,0.096,21.698,0.072,21.568,0.186,14.14
258.9601114,43.1463134,0.002,0.002,15.535,0.002,15.085,0.002,14.932,0.002,14.893,0.002,14.03
258.960207,43.0985627,0.012,0.012,22.314,0.194,21.506,0.095,20.491,0.01,19.966,0.037,14.203
258.9608042,43.1623427,0.017,0.019,21.492,0.044,20.946,0.033,20.805,0.018,20.727,0.061,14.071
258.9611462,43.1663049,0.016,0.018,22.152,0.173,21.938,0.119,20.683,0.017,20.193,0.039,14.084
258.961509,43.0708389,0.01,0.011,21.851,0.073,20.636,0.029,20.096,0.015,19.939,0.053,14.51
258.9616947,43.1370586,0.025,0.034,22.316,0.169,21.589,0.057,21.32,0.035,21.114,0.312,13.949
258.9622094,43.2229296,0.007,0.004,19.718,0.008,19.48,0.008,19.393,0.008,19.35,0.018,14.851
258.9626692,43.0950815,0.007,0.007,20.834,0.019,20.291,0.028,20.101,0.01,19.983,0.038,14.132
258.963564,43.1180927,0.001,0.003,19.266,0.009,18.571,0.015,18.305,0.004,18.194,0.009,13.914
258.9645243,43.190142,0.005,0.002,20.04,0.024,18.804,0.002,17.295,0.002,16.63,0.005,14.189
258.9649536,43.185004,0.081,0.104,22.286,0.168,21.569,0.084,21.341,0.07,20.965,0.138,14.104
258.9653202,43.1950493,0.006,0.008,22.171,0.053,20.932,0.04,20.274,0.014,19.945,0.017,14.224
258.9653227,43.2246378,0.014,0.013,20.005,0.009,19.734,0.012,19.622,0.007,19.572,0.019,14.76
258.9660623,43.0753428,0.005,0.008,19.251,0.012,18.056,0.006,17.201,0.003,16.829,0.007,14.246
258.9666716,43.2210704,0.005,0.002,19.954,0.02,18.734,0.008,17.858,0.003,17.474,0.005,14.63
258.9671061,43.1197975,0.004,0.004,19.536,0.022,18.997,0.01,18.773,0.003,18.674,0.009,13.751
258.9671623,43.19324,0.013,0.021,21.459,0.04,20.705,0.064,20.458,0.017,20.43,0.079,14.12
258.9673467,43.1810742,0.021,0.033,22.345,0.063,21.397,0.04,21.167,0.038,21.079,0.048,13.955
258.9673568,43.1429615,0.003,0.002,19.778,0.006,18.681,0.007,17.45,0.002,16.904,0.005,13.706
258.9678553,43.0656756,0.014,0.01,21.884,0.1,20.427,0.023,19.85,0.017,19.571,0.036,14.332
258.9685975,43.0565812,0.018,0.02,22.432,0.182,21.41,0.038,20.811,0.023,20.575,0.104,14.474
258.9701887,43.1478254,0.007,0.003,19.911,0.013,19.343,0.008,19.113,0.006,19.05,0.013,13.593
258.9708369,43.1008391,0.008,0.009,22.183,0.068,21.349,0.05,20.181,0.012,19.611,0.021,13.721
258.9711023,43.1516663,0.018,0.033,21.791,0.095,21.38,0.033,21.157,0.027,21.09,0.037,13.566
258.9711193,43.1139368,0.011,0.015,21.233,0.045,20.852,0.037,20.679,0.022,20.637,0.058,13.607
258.9712113,43.2015525,0.016,0.033,22,0.069,20.972,0.066,20.616,0.025,20.512,0.074,14.077
258.97141,43.073119,0.017,0.013,20.6,0.051,19.878,0.055,19.581,0.02,19.67,0.054,14.056
258.9718434,43.223907,0.006,0.002,14.515,0.002,14.142,0.003,13.998,0.003,13.964,0.002,14.478
258.9723243,43.0475788,0.022,0.036,21.611,0.087,21.078,0.044,20.871,0.02,20.581,0.103,14.511
258.9726229,43.0764079,0.006,0.003,16.285,0.003,15.858,0.006,15.703,0.001,15.671,0.005,13.952
258.9732947,43.098689,0.008,0.005,17.773,0.007,18.021,0.01,18.24,0.003,18.404,0.01,13.636
258.9736002,43.0361632,0.124,0.087,21.632,0.034,21.122,0.035,20.91,0.016,20.852,0.117,14.726
258.9738809,43.1677561,0.009,0.007,19.43,0.01,18.506,0.008,18.104,0.003,17.914,0.004,13.543
258.9740009,43.1472467,0.047,0.066,22.311,0.153,21.767,0.079,21.46,0.032,21.137,0.083,13.425
258.9740759,43.0387717,0.004,0.008,21.203,0.036,20.63,0.012,20.491,0.013,20.393,0.047,14.644
258.9742873,43.0337442,0.007,0.006,19.912,0.018,19.622,0.011,19.54,0.007,19.544,0.032,14.759
258.9744481,43.1712565,0.004,0.005,20.072,0.012,19.639,0.008,19.489,0.006,19.475,0.016,13.548
258.9744985,43.1830076,0.017,0.022,21.843,0.072,20.951,0.035,20.645,0.021,20.57,0.063,13.671
258.9746962,43.116477,0.002,0.002,17.517,0.006,17.157,0.002,17.026,0.002,16.995,0.003,13.436
258.9750124,43.1187983,0.002,0.003,19.949,0.003,18.833,0.011,18.067,0.003,17.722,0.006,13.41
258.9751561,43.1128097,0.005,0.006,21.922,0.04,20.766,0.032,19.507,0.007,18.905,0.01,13.438
258.9766043,43.2037916,0.013,0.009,21.92,0.083,20.493,0.033,19.928,0.02,19.643,0.044,13.889
258.9768733,43.0549064,0.022,0.02,21.494,0.077,20.81,0.042,20.563,0.014,20.307,0.04,14.167
258.9770612,43.2331177,0.031,0.054,22.218,0.067,21.654,0.096,21.335,0.037,21.122,0.177,14.477
258.9783313,43.1155149,0.007,0.007,19.797,0.032,19.301,0.013,19.114,0.006,19.04,0.008,13.283
258.9785638,43.087828,0.017,0.033,21.546,0.038,21.276,0.029,21.139,0.025,20.901,0.105,13.535
258.9789346,43.2293044,0.036,0.07,21.275,0.056,20.814,0.041,20.494,0.072,20.714,0.011,14.312
258.9791482,43.1071322,0.013,0.012,20.636,0.023,20.305,0.029,20.209,0.017,20.145,0.031,13.306
258.9799777,43.0367552,0.018,0.02,21.452,0.044,20.863,0.027,20.612,0.017,20.564,0.113,14.457
258.9804095,43.1288996,0.023,0.033,21.901,0.117,21.59,0.024,21.235,0.02,21.282,0.145,13.139
258.9804609,43.2284531,0.008,0.011,19.645,0.01,19.405,0.016,19.277,0.007,19.335,0.043,14.23
258.9805631,43.0723045,0.01,0.007,21.993,0.109,21.174,0.053,19.904,0.008,19.33,0.014,13.684
258.9808649,43.2568169,0.008,0.004,17.216,0.005,16.654,0.003,16.464,0.002,16.399,0.000753,14.954
258.9810721,43.2434083,0.005,0.002,17.503,0.006,17.097,0.003,16.942,0.002,16.904,0.008,14.576
258.9810862,43.170085,0.014,0.014,19.456,0.035,19.211,0.019,19.046,0.013,19,0.042,13.251
258.9814927,43.0372225,0.026,0.033,21.901,0.064,21.454,0.034,21.256,0.024,21.323,0.148,14.385
258.9817435,43.1009395,0.06,0.065,18.798,0.013,17.652,0.003,17.049,0.007,16.79,0.012,13.248
258.9819809,43.1219752,0.03,0.04,21.967,0.114,21.794,0.072,21.384,0.047,21.533,0.183,13.092
258.9819958,43.1694708,0.009,0.026,20.158,0.043,19.796,0.017,19.444,0.019,19.237,0.06,13.206
258.9823458,43.2019689,0.004,0.037,13.82,0.002,13.487,-999,13.312,-999,13.188,0.003,13.617
258.9824892,43.0206836,0.007,0.007,19.958,0.015,19.673,0.011,19.602,0.007,19.595,0.017,14.786
258.9826241,43.0684415,0.009,0.014,21.704,0.068,20.143,0.046,19.501,0.014,19.315,0.038,13.665
258.983042,43.1393143,0.003,0.003,19.697,0.011,18.536,0.006,17.901,0.003,17.598,0.006,13.015
258.9848448,43.1858654,0.006,0.007,20.849,0.032,19.597,0.028,19.074,0.01,18.884,0.019,13.265
258.9862184,43.1409378,0.001,0.003,20.63,0.017,19.423,0.011,18.572,0.003,18.189,0.012,12.878
258.9865173,43.0185789,0.026,0.03,21.81,0.078,21.159,0.082,21.037,0.027,20.678,0.139,14.691
258.9866652,43.1681244,0.014,0.017,21.867,0.184,21.474,0.033,20.732,0.017,20.316,0.07,12.992
258.9876332,43.2024981,0.003,0.002,18.643,0.007,17.705,0.005,17.324,0.003,17.159,0.005,13.405
258.9879244,43.0551236,0.042,0.106,21.934,0.268,21.483,0.134,21.107,0.041,20.799,0.178,13.709
258.987957,43.2649426,0.017,0.024,21.733,0.084,21.191,0.068,21.121,0.035,20.701,0.048,14.928
258.9883362,43.1030845,0.005,0.006,21.865,0.076,21.045,0.025,19.564,0.008,18.906,0.05,12.943
258.9885463,43.2129997,0.012,0.009,20.412,0.017,19.739,0.006,19.463,0.008,19.309,0.014,13.565
258.9886176,43.2543546,0.004,0.002,19.151,0.007,18.329,0.005,17.953,0.004,17.823,0.015,14.586
258.9886838,43.2118961,0.036,0.055,22.344,0.129,21.74,0.032,21.397,0.044,21.108,0.351,13.538
258.9886919,43.0416866,0.008,0.009,21.292,0.036,20.074,0.022,18.742,0.005,18.153,0.004,13.987
258.9893752,43.059289,0.005,0.005,19.582,0.01,19.316,0.01,19.225,0.005,19.233,0.012,13.562
258.9913877,43.2603596,0.005,0.004,18.226,0.004,17.753,0.007,17.562,0.002,17.511,0.008,14.659
258.9915942,43.1628101,0.008,0.007,14.151,0.003,13.829,0.006,13.709,0.003,13.695,0.009,12.736
258.9917769,43.129009,0.002,0.003,19.323,0.009,18.964,0.006,18.833,0.003,18.759,0.011,12.641
258.9921987,43.1782317,0.03,0.057,22.035,0.076,21.562,0.06,21.293,0.038,21.349,0.138,12.855
258.9925025,43.0813796,0.004,0.003,20.722,0.017,19.965,0.011,19.62,0.007,19.468,0.019,13.033
258.9931254,43.100634,0.004,0.002,16.75,0.003,16.372,0.004,16.245,0.002,16.218,0.006,12.76
258.9936642,43.1355777,0.005,0.006,15.807,0.006,14.872,0.004,14.473,0.001,14.309,0.002,12.55
258.9938317,43.189762,0.005,0.004,19.169,0.017,18.481,0.006,18.169,0.005,18.057,0.013,12.937
258.9942214,43.1061376,0.011,0.015,21.259,0.042,20.801,0.03,20.663,0.016,20.585,0.031,12.66
258.9945507,43.0204145,0.036,0.051,22.048,0.185,21.825,0.049,21.568,0.042,21.52,0.178,14.33
258.9947052,43.0124663,0.004,0.004,18.206,0.007,17.655,0.004,17.468,0.002,17.413,0.005,14.563
258.994913,43.1187768,0.003,0.004,15.882,0.007,15.244,0.007,14.975,0.001,14.87,0.005,12.542
258.994989,43.1514347,0.004,0.007,20.936,0.029,20.549,0.027,20.412,0.017,20.442,0.078,12.522
258.9951165,43.0569373,0.004,0.003,18.898,0.01,18.691,0.011,18.611,0.003,18.606,0.013,13.375
258.9952838,43.0634665,0.03,0.034,22.661,0.156,21.602,0.098,20.972,0.018,20.651,0.039,13.233
258.9956031,43.0685969,0.005,0.006,16.636,0.002,16.053,0.004,15.826,0.002,15.749,0.005,13.121
258.9961345,43.2597314,0.107,0.162,16.328,0.002,21.695,0.095,20.811,0.019,20.307,0.026,14.461
258.9961871,43.1644868,0.004,0.004,16.567,0.003,16.192,0.006,16.055,0.002,16.036,0.006,12.549
258.9969777,43.1296402,0.033,0.061,21.802,0.184,21.899,0.056,21.425,0.039,21.41,0.165,12.412
258.9970701,43.2092697,0.01,0.004,19.463,0.008,19.216,0.004,19.12,0.008,19.112,0.015,13.139
258.9970957,43.0569775,0.01,0.009,21.759,0.027,20.337,0.027,19.805,0.013,19.593,0.05,13.294
258.9971523,43.0089334,0.01,0.009,21.619,0.062,20.468,0.015,19.854,0.008,19.498,0.037,14.581
258.9972018,43.2337189,0.029,0.027,21.778,0.069,21.342,0.041,21.069,0.024,20.963,0.063,13.689
258.9974421,43.0657188,0.014,0.022,21.576,0.035,21.229,0.038,20.959,0.025,20.637,0.046,13.099
258.9976802,43.2295254,0.05,0.017,20.56,0.019,20.149,0.013,20.005,0.018,19.921,0.027,13.565
258.9977468,43.1967908,0.011,0.013,22.334,0.048,21.369,0.044,20.549,0.016,20.166,0.037,12.883
258.9979521,43.2689313,0.004,0.007,19.92,0.007,19.633,0.012,19.521,0.006,19.528,0.018,14.683
258.9984638,43.2368672,0.007,0.002,17.859,0.005,17.363,0.003,17.143,0.002,17.061,0.008,13.721
258.9985687,43.2594967,0.014,0.018,21.613,0.079,21.143,0.047,20.719,0.014,20.648,0.061,14.363
258.9987387,43.143733,0.027,0.037,22.307,0.077,21.653,0.113,21.406,0.03,21.282,0.079,12.334
258.998944,43.1618081,0.003,0.002,17.807,0.004,17.376,0.003,17.203,0.003,17.167,0.005,12.409
258.9990159,43.2139806,0.003,0.004,17.111,0.006,16.188,0.003,15.799,0.002,15.625,0.003,13.156
258.999186,43.0279737,0.003,0.01,19.665,0.01,18.838,0.005,18.448,0.003,18.267,0.024,13.934
258.9993075,43.274992,0.003,0.004,21.591,0.048,20.395,0.014,18.939,0.004,18.331,0.014,14.834
258.9994746,43.1043517,0.022,0.032,22.122,0.05,21.475,0.051,21.291,0.036,20.798,0.177,12.449
259.0003251,43.0643546,0.016,0.018,21.703,0.075,21.192,0.043,20.87,0.019,20.731,0.051,13.007
259.0022803,43.1845256,0.012,0.014,21.928,0.239,22.138,0.005,20.756,0.022,20.04,0.023,12.504
259.0025741,43.1862285,0.016,0.024,21.894,0.049,21.415,0.053,21.179,0.033,20.843,0.043,12.515
259.0026454,43.2077001,0.005,0.002,17.047,0.005,16.546,0.006,16.334,0.002,16.255,0.002,12.878
259.0030244,43.0292858,0.018,0.007,19.891,0.016,19.338,0.014,19.139,0.006,19.051,0.011,13.749
259.0031192,43.1790649,0.005,0.002,18.401,0.006,18.038,0.006,17.902,0.004,17.894,0.023,12.397
259.0034457,43.2776677,0.027,0.037,22.19,0.08,21.714,0.076,21.29,0.024,20.788,0.239,14.775
259.003921,42.9911754,0.023,0.022,21.651,0.056,21.078,0.029,20.72,0.016,20.531,0.124,14.927
259.0041908,43.0921657,0.005,0.002,17.894,0.009,16.918,0.004,16.55,0.002,16.393,0.003,12.382
259.0046577,43.2177741,0.03,0.038,22.065,0.08,21.823,0.072,21.35,0.037,21.061,0.067,13.008
259.004818,43.057288,0.004,0.005,18.741,0.006,18.451,0.004,18.363,0.003,18.342,0.007,12.972
259.0060494,43.2723054,0.008,0.008,21.187,0.035,20.121,0.019,19.723,0.012,19.499,0.018,14.499
259.0065082,43.2832845,0.017,0.021,22.283,0.159,21.407,0.049,20.93,0.02,20.715,0.047,14.862
259.006966,43.2866308,0.003,0.003,19.546,0.012,19.309,0.011,19.22,0.008,19.228,0.009,14.966
259.0070151,43.0644829,0.035,0.028,20.478,0.023,20.188,0.036,20.053,0.014,19.962,0.02,12.728
259.0070607,43.0964518,0.013,0.016,22.026,0.098,21.106,0.024,20.665,0.016,20.416,0.048,12.206
259.0071767,43.1979957,0.005,0.006,22.157,0.04,21.14,0.029,19.685,0.011,19.003,0.024,12.508
259.0073306,43.1682391,0.04,0.055,22.14,0.158,21.927,0.061,21.571,0.052,21.617,0.197,12.099
259.007408,43.0503951,0.022,0.026,21.896,0.31,21.213,0.059,20.742,0.028,20.464,0.04,13.025
259.0075385,43.0278398,0.027,0.037,21.649,0.059,21.364,0.042,21.295,0.031,21.274,0.142,13.616
259.0079135,43.0529538,0.031,0.038,22.005,0.111,21.624,0.075,21.304,0.028,21.151,0.068,12.944
259.0088712,43.1938733,0.007,0.008,20.989,0.015,20.158,0.015,19.753,0.009,19.585,0.016,12.367
259.0091868,43.2223799,0.016,0.024,20.275,0.076,19.572,0.097,19.009,0.057,19.213,0.075,12.932
259.0094983,43.1216896,0.001,0.004,18.394,0.005,18.166,0.003,18.073,0.003,18.066,0.015,11.891
259.009654,43.1651811,0.008,0.012,20.776,0.025,20.418,0.032,20.272,0.009,20.234,0.039,11.971
259.0101852,43.2069724,0.002,0.002,18.541,0.007,17.893,0.005,17.643,0.003,17.539,0.008,12.553
259.0102157,43.0660764,0.015,0.015,21.804,0.093,20.768,0.055,20.197,0.019,20.042,0.045,12.564
259.0104094,43.0515229,0.004,0.017,21.949,0.108,21.052,0.039,19.546,0.008,18.871,0.006,12.877
259.0105794,43.0412957,0.026,0.038,21.95,0.058,21.612,0.06,21.337,0.024,21.098,0.059,13.127
259.0106085,43.0633368,0.021,0.025,21.731,0.06,21.352,0.081,21.184,0.025,20.813,0.087,12.604
259.0109556,43.2584854,0.012,0.015,21.936,0.065,20.987,0.036,20.615,0.028,20.371,0.039,13.869
259.0111301,43.1357469,0.006,0.007,21.606,0.055,20.557,0.024,19.981,0.01,19.645,0.037,11.785
259.0117262,42.9917745,0.019,0.023,21.394,0.024,21.123,0.029,20.856,0.026,20.752,0.048,14.629
259.0120284,43.2111881,0.003,0.006,21.273,0.036,20.105,0.015,19.256,0.006,18.88,0.01,12.564
259.0135864,43.2557184,0.006,0.002,19.024,0.009,18.716,0.007,18.608,0.004,18.606,0.017,13.684
259.0136024,43.1786467,0.01,0.011,21.029,0.018,20.685,0.014,20.466,0.019,20.305,0.067,11.943
259.0143663,42.9919621,0.009,0.009,20.869,0.034,20.438,0.025,20.226,0.012,20.208,0.034,14.53
259.014907,43.2390302,0.017,0.021,21.681,0.048,21.197,0.025,20.962,0.014,20.854,0.083,13.138
259.0153686,43.0017488,0.015,0.016,21.874,0.109,21.28,0.04,20.561,0.018,20.284,0.019,14.15
259.0155554,43.2710763,0.005,0.005,18.151,0.008,16.879,0.007,15.813,0.002,15.343,0.007,14.115
259.0155853,43.0421888,0.019,0.009,19.63,0.027,19.417,0.012,19.329,0.005,19.364,0.023,12.906
259.0156235,43.1468065,0.008,0.01,21.16,0.028,20.782,0.03,20.591,0.012,20.547,0.126,11.604
259.0156358,43.0810945,0.016,0.019,21.587,0.027,21.114,0.034,20.913,0.025,20.847,0.038,12.06
259.0164501,43.0850836,0.012,0.012,22.232,0.109,21.093,0.048,20.404,0.012,20.003,0.032,11.962
259.0165625,43.1273313,0.005,0.006,20.206,0.015,19.91,0.015,19.8,0.007,19.831,0.062,11.561
259.0169451,43.108794,0.002,0.005,15.084,0.003,14.715,0.003,14.581,0.001,14.554,0.005,11.652
259.0171035,43.175797,0.002,0.002,18.679,0.007,18.061,0.005,17.824,0.004,17.727,0.006,11.758
259.0172002,43.1117227,0.028,0.033,21.895,0.066,21.39,0.059,21.226,0.043,21.123,0.175,11.617
259.0177636,43.2453908,0.042,0.043,22.273,0.183,21.895,0.068,21.425,0.032,21.358,0.15,13.212
259.0177758,43.1635212,0.001,0.003,19.389,0.012,18.695,0.013,18.414,0.003,18.301,0.014,11.605
259.0180205,43.2035529,0.021,0.03,22.065,0.056,21.589,0.055,21.246,0.041,20.956,0.154,12.161
259.0181028,43.0771544,0.006,0.004,16.097,0.002,15.668,0.006,15.516,0.002,15.471,0.003,12.025
259.0183933,43.2828682,0.005,0.006,20.712,0.023,20.359,0.014,20.212,0.013,20.17,0.029,14.432
259.0185214,43.2410894,0.005,0.009,21.319,0.04,20.86,0.027,20.686,0.02,20.644,0.074,13.058
259.0187359,43.0586851,0.018,0.006,20.718,0.026,19.437,0.008,18.341,0.004,17.871,0.009,12.374
259.0188661,43.0500836,0.026,0.024,13.262,-999,12.946,-999,12.842,-999,12.812,-999,12.574
259.0188963,43.1457317,0.006,0.015,21.225,0.031,20.756,0.027,20.537,0.015,20.489,0.027,11.457
259.0189769,43.000339,0.009,0.008,22.133,0.028,21.146,0.035,20.228,0.012,19.842,0.024,14.07
259.0191512,43.2960598,0.029,0.052,21.737,0.059,21.335,0.059,20.906,0.027,20.813,0.088,14.9
259.0199624,43.1973133,0.013,0.018,21.598,0.067,20.991,0.062,20.821,0.016,20.595,0.044,11.962
259.0204981,43.1478106,0.027,0.037,22.214,0.041,21.717,0.071,21.376,0.034,21.552,0,11.394
259.0216707,42.9807325,0.009,0.008,21.138,0.072,19.848,0.031,19.152,0.018,18.862,0.014,14.694
259.021708,43.1060106,0.002,0.002,18.528,0.009,18.14,0.007,18.024,0.003,17.994,0.003,11.472
259.0218134,43.2372066,0.005,0.005,20.6,0.015,20.191,0.024,20.093,0.015,20.013,0.039,12.82
259.0218805,43.0423999,0.027,0.021,21.533,0.046,21.16,0.014,20.865,0.021,20.84,0.036,12.653
259.0221345,43.1083222,0.016,0.021,21.534,0.043,20.864,0.06,20.675,0.016,20.5,0.076,11.432
259.0221714,43.1039033,0.003,0.004,19.762,0.01,19.422,0.008,19.293,0.005,19.253,0.023,11.473
259.0223189,43.1770677,0.016,0.027,22.459,0.018,21.326,0.06,20.773,0.027,20.49,0.036,11.55
259.0224776,43.1693184,0.002,0.004,19.082,0.008,18.895,0.008,18.807,0.004,18.803,0.021,11.455
259.0225143,43.2577058,0.01,0.012,21.52,0.037,20.672,0.046,20.23,0.015,20.085,0.05,13.416
259.0226052,43.0181539,0.01,0.019,19.788,0.071,19.468,0.11,19.228,0.023,18.946,0.086,13.341
259.022666,43.1652151,0.007,0.008,20.549,0.016,20.149,0.036,20.029,0.008,20.023,0.099,11.408
259.0227284,43.0210191,0.003,0.007,20.425,0.015,19.422,0.015,19.005,0.006,18.805,0.013,13.245
259.0228653,43.1498317,0.002,0.003,19.746,0.01,18.621,0.007,18.061,0.004,17.797,0.014,11.298
259.0234642,43.203738,0.038,0.054,22.173,0.182,21.795,0.043,21.677,0.082,21.296,0.105,11.94
259.0242656,43.058747,0.019,0.004,19.277,0.009,18.448,0.011,18.15,0.004,18.012,0.006,12.149
259.0243379,43.0132363,0.021,0.034,21.715,0.114,21.221,0.109,20.932,0.027,20.862,0.093,13.437
259.0250506,43.0053525,0.022,0.026,22.246,0.177,21.36,0.046,20.926,0.029,20.517,0.102,13.678
259.0253802,43.0031845,0.011,0.015,21.221,0.043,20.784,0.033,20.582,0.015,20.562,0.049,13.742
259.0254036,43.0672754,0.043,0.046,22.061,0.183,21.627,0.052,21.505,0.031,21.123,0.197,11.914
259.025424,43.0586418,0.005,0.01,20.392,0.014,19.595,0.018,19.254,0.004,19.071,0.029,12.104
259.0257856,43.0685802,0.007,0.006,21.457,0.082,20.301,0.019,19.838,0.01,19.514,0.06,11.871
259.0262246,43.1576659,0.013,0.019,21.475,0.06,20.946,0.029,20.809,0.019,20.862,0.091,11.194
259.0264221,43.0447869,0.008,0.004,19.582,0.007,18.6,0.004,18.152,0.003,17.951,0.012,12.411
259.0264306,43.2068309,0.053,0.086,21.904,0.178,21.879,0.052,21.496,0.053,21.494,0.196,11.883
259.0265878,43.096062,0.007,0.006,18.936,0.007,18.723,0.009,18.648,0.004,18.641,0.017,11.374
259.027133,43.0157701,0.009,0.008,20.796,0.136,19.97,0.009,19.591,0.007,19.368,0.02,13.251
259.0271746,42.9756486,0.007,0.011,21.743,0.031,20.863,0.038,20.396,0.014,20.197,0.055,14.707
259.0272365,43.143248,0.017,0.018,21.854,0.092,20.944,0.03,20.529,0.024,20.324,0.059,11.086
259.0274686,43.145757,0.012,0.014,21.951,0.063,20.957,0.042,20.589,0.02,20.357,0.004,11.083
259.0276041,43.0790416,0.01,0.011,20.3,0.014,19.987,0.014,19.894,0.007,19.877,0.031,11.594
259.0277609,43.3007777,0.007,0.007,22.212,0.061,21.154,0.033,19.914,0.009,19.314,0.019,14.8
259.027895,43.0135335,0.009,0.005,15.408,0.002,15.146,0.004,15.094,0.002,15.123,0.004,13.297
259.0287607,42.972523,0.009,0.004,18.967,0.006,18.632,0.007,18.525,0.003,18.492,0.01,14.779
259.0289085,43.1847103,0.002,0.005,17.546,0.002,17.128,0.003,16.917,0.002,16.828,0.012,11.376
259.0293656,43.0520947,0.03,0.014,21.331,0.028,21.076,0.063,20.825,0.025,20.718,0.046,12.105
259.029514,42.9883055,0.034,0.038,22.197,0.023,21.768,0.033,21.442,0.032,20.862,0.338,14.14
259.0295275,43.1457974,0.007,0.007,20.047,0.019,19.775,0.02,19.659,0.008,19.586,0.021,10.993
259.0298399,43.2457517,0.009,0.006,20.628,0.023,19.981,0.015,19.703,0.008,19.555,0.011,12.767
259.0299639,43.2171725,0.036,0.044,21.548,0.067,21.079,0.069,20.607,0.038,20.535,0.106,11.974
259.0299989,43.0191318,0.031,0.034,21.645,0.095,21.387,0.142,21.335,0.021,20.936,0.113,13.036
259.0305102,43.2154444,0.002,0.004,17.456,0.005,16.757,0.004,16.481,0.002,16.375,0.009,11.911
259.0320843,43.1530108,0.018,0.005,17.204,0.004,16.672,0.004,16.444,0.002,16.352,0.002,10.911
259.0320985,43.1287076,0.014,0.022,21.352,0.041,20.897,0.039,20.699,0.014,20.671,0.09,10.878
259.0322582,43.0094665,0.011,0.006,21.073,0.035,19.93,0.024,19.451,0.006,19.261,0.015,13.278
259.0323638,43.20877,0.04,0.047,22.254,0.034,21.845,0.049,21.513,0.056,21.391,0.077,11.683
259.0325115,43.0707099,0.018,0.024,21.839,0.071,21.121,0.045,20.998,0.028,20.749,0.113,11.55
259.0325238,43.1539088,0.004,0.005,16.877,0.005,16.401,0.004,16.199,0.002,16.116,0.009,10.897
259.0328338,42.9836729,0.011,0.013,22.08,0.168,21.439,0.058,20.334,0.011,19.853,0.028,14.205
259.0330165,43.2263972,0.005,0.007,22.134,0.084,21.21,0.049,20.315,0.013,19.916,0.036,12.088
259.0330812,43.0904013,0.035,0.046,22.078,0.038,21.548,0.046,21.336,0.027,21.207,0.215,11.176
